Name,Summary,eggman,2d,dr,ratchet,rayman,spyro,platforming,clank,sonic,platformer
Castlevania Bloodlines,"time refuses to forget the belmont family's horrifying, bloody destiny.  and in 1917 two of its descendants are summoned by fate into epic  battle. their enemy? the most evil incarnation of castlevania legacy to  ever rise from the grave, the vampiress countess bartley. this  spine-tingling, 6-stage fear-fest overflows with graphic sights and  sounds from your worst nightmares. as john morris, the whip wielding  vampire hunter, or eric lecarde, master lanceman, you'll pursue the  demonic countess all across europe before she resurrects dracula for a  final reign of global terror. alas, her trail of doom is laden with  zombies, hideous mutants, grotesque giants, ghouls and ghastly  creatures. taste the sweat dripping into your mouth as you try rescuing  yourself from diabolical traps. feel the torturous strain on every  muscle as you wield again and again sacred weapon power-ups such as holy  water, the battle axe, the crystal blade boomerang and the mirror of  truth. but in the end, make sure you've saved enough strength to scream! ",0,0,0,0,0,0,0,0,0,0
Sabre Wulf,"a mysterious stranger has shattered the fabled sabre wulf amulet, unleashing the savage sabre wulf from years of imprisonment. once again, it's up to sabreman, explorer and treasure hunter extraordinaire, to track and recapture his nemesis. as sabreman, you'll enter a world rife with magical creatures that you can control. use each creature's unique powers to survive traps, obstacles, and the dreaded sabre wulf. the game's combination of 2d and 3d gameplay spreads across a variety of levels. ",0,1,0,0,0,0,0,0,0,0
Salt and Sanctuary," 
a doomed sailor is shipwrecked on an uncharted island
in fog-shrouded valleys, where grinning, mossy corpses cling to rusted arms, shambling figures begin to stir. beneath crumbling, salt-worn structures, labyrinthine passageways lead to unspeakable evil, long forgotten by man.
salt and sanctuary seamlessly combines fast, brutal, and complex 2d combat with richly developed rpg mechanics. discover, craft, and upgrade over 600 weapons, armor pieces, spells, and items as you explore a cursed realm of forgotten cities, blood-soaked dungeons, desecrated monuments, and the fallen lords they once celebrated.
explore a vast and treacherous world…​
teeming with diabolical traps, mysterious secrets, hidden shortcuts and vicious enemies. in addition to a diverse array of combat and platforming challenges, this seamlessly-interconnected environment features more than 20 powerful and devious bosses.
equip
yourself as you see fit with a wide variety of weapons, armor, accessories and spells to create your own unique hero – or villain!
survive
it all over again with a series of increasingly difficult new game plus playthroughs.
uncover
the submerged lore of a strange and dangerous world, hidden in item descriptions, the bestiary, and dialog.
sacrifice
relics at your sanctuary, your only refuge. upgrade it, add friendly npcs like merchants and mages, and unlock new abilities, like weapon transmutation and fast travel. do you ignore a strategically important sanctuary held by a rival creed, or do you desecrate it, earning the wrath of it followers?
you’re not entirely alone…
castaways on this forsaken island can leave their mark on each other’s journeys through messages, shadows and other shrouded multiplayer interactions.
…because together’s better.
too lonely? too difficult? join your friend’s world as a sellsword from afar for local co-op… or versus!
source: https://ska-studios.com/ ",0,1,0,0,0,0,1,0,0,0
An American Tail: Fievel's Gold Rush,"an american tail: fievel's gold rush is an action game, developed by hokus pokus and published by crave,  which was released in 2003. ",0,0,0,0,0,0,0,0,0,0
James Pond: Codename Robocod,"this classic 16 bit game has finally made its way to a modern gaming system and brought with it classic gameplay fun with colorful graphics.
valcon games ",0,0,0,0,0,0,0,0,0,0
Shantae: Half-Genie Hero,"shantae embarks on her first full hd adventure! when a mysterious  crime wave sweeps sequin land, it’s up to half-genie hero shantae to  save the day! use shantae’s devastating hair-whip attack to send  monsters flying, or belly dance to transform her into more powerful  forms! topple the masterminds behind each criminal caper and prepare for  the ultimate showdown against shantae’s arch nemesis – the bodacious  buccaneer risky boots!
enjoy  playing a brand new adventure in naught but your jam-jams! pillow fight  your foes, float on a dream-like cloud, and deploy sleepy sheep  projectiles to deal huge damage! also included is a new bonus  transformation dance for use in the main shantae adventure – change into  sophia iii from blaster master zero and blast enemies to bits! this  update is free for all versions of shantae: half-genie hero (both the  base version and ultimate edition) – all territories on every gaming  platform! it’s our free gift to all of you for supporting shantae:  half-genie hero!
 
key features:

shantae’s trademark moves return! dance to transform into all-new  and classic creatures, or summon magical attacks! over a dozen dances to  discover!
new relic system allows players to unlock new powers and customize moves for shantae and her many forms!
conquer arcade-style action stages that unfold into a full world to  explore. fast action and quest-style exploration rolled into one!
when shantae’s story ends, you’re just getting started! dlc modes introduce new characters, levels, and bosses!
huge bosses, humorous dialogue, and the wonderfully weird shantae cast return, now in fully animated hd!
retail versions published by xseed, north america for ps4, psvita and wii u. switch retail coming soon!

source: https://wayforward.com/games/shantae-half-genie-hero/ ",0,0,0,0,0,0,0,0,0,0
Max & the Magic Marker, ,0,0,0,0,0,0,0,0,0,0
The Peanuts Movie: Snoopy's Grand Adventure,"take snoopy on a grand adventure through amazing environments,  created in his imagination, as he tries to find charlie brown and all  his friends. with woodstock and the beagle scouts by his side snoopy can  unlock new abilities and performs special moves as he weaves his way  through this magical journey.

play together: 2-player co-op mulitplayer, play as snoopy and woodstock at the same time!
easy and fun for all: simple pick up and play controls!
help snoopy: run, jump, and fly through levels to reunite snoopy with members of the peanuts gang!
collect items: earn additional abilities and rewards as you play!
added bonus: find the hidden beagle scouts to unlock a special surprise!
movie inspired: join the characters from your favorite peanuts movie!

source: publisher ",0,0,0,0,0,0,0,0,0,0
Earthworm Jim 2,"slimy crawling enemies threaten jim every step of the way. fortunately, power-ups are scattered throughout the levels to replenish your health and boost your firepower. earthworm jim 2 is not all run-and-gun. there are absurd puzzles and crazy minigames to complete when you're not blasting aliens. 

many puzzles involve carrying, launching, or handling livestock in some way. nothing can prepare you for the bizarre puppy-bouncing challenge, unicycle-riding maggot or the killer t-bone steak. ",0,0,0,0,0,0,0,0,0,0
Flashback, ,0,0,0,0,0,0,0,0,0,0
de Blob 2,"
comrade black is back and so is his war on color. there will be no stopping him or his brainwashing new cult from taking over prisma city-that is, until de blob comes back to re-ignite color revolution!
de blob 2 is a platformer which utilizes unique painting functionality as the main game mechanic along with classic platforming actions and low gravity space. set a few years after the events of the first de blob game, action in de blob 2 revolves around another attempt to wipe all colorful individuality from prisma city and its residents. it's up to the player to join the color underground and bring color back to the world. features include: multiplayer support, 12 new single player levels, new power-ups and epic boss battles.
features


imagine - set off on an action packed color adventure with 12 new single player story levels where custom paints, patterns and music bring the world to life any way you want
laugh - only the colorful prankster blob can foil papa blanc's evil hypno plot to steal all the color from prisma city
power - speed smash through walls, jet jump over skyscrapers and slam squash inkies with all new power-ups that turn you into a super blob
explore - paint your way past icy outposts, tropical bio domes and distant space stations to free the fair citizens of prisma city
transform - inside, outside, above the earth and below it, blob embarks on mini missions and epic boss battles to restore color and music back to this rich universe
share - recruit your friends to join the color evolution in the 2 player split screen coop mode

source: publisher

 ",0,0,0,0,0,0,1,0,0,1
The Flintstones: Big Trouble in Bedrock,"barney is ancient history unless fred can save him from the most sinister villian of the stone age, dr. sinister!!! it's a perilous prehistori world, where finding your best buddy may be the most fun you've ever had! you're the star of the show! the flintstones characters and classic cartoon action makes you feel like a full fledged member of the modern stone age family! run, jump, judo chop, and double jump your way through danger! ",0,0,0,0,0,0,0,0,0,0
Tork: Prehistoric Punk,"they kidnapped his father. they destroyed his village. now, he's the world's only hope against an evil sorcerer—and not even time can stand in his way. meet tork, cave kid, shape shifter, and time-traveling bone buster. with a fiery heart and flinty determination, tork vows to steamroll through time and put history itself back on track.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Totally Spies!,"totally spies! is a 2d platformer game, developed by mistic software and published by atari,  which was released in 2005. ",0,1,0,0,0,0,0,0,0,1
Garfield: A Tale of Two Kitties,garfield receives a royal invitation from his new friend prince xii to join him for some lasagne. but when he arrives at carlyle castle the gates are closed and no one is there to let him in. help this famished feline use his smarts - and sometimes his weight - to make it inside in time! ,0,0,0,0,0,0,0,0,0,0
Sitting Ducks, ,0,0,0,0,0,0,0,0,0,0
Dr. Muto,"why clone when you can morph?morph into five strange creatures from a gorilla to a mouse using dr. muto's amazing splizz gunuse a wide variety of gadgets only a mad scientist could invent such as rocket boots and the super ballerdefend yourself against burly rent-a-cops, vicious guard dogs, and other henchmen of your rival, professor burnitallrun, jump, and blast your way through four fantastic worlds from the cast water realm of aquem to the underground mines of mazon*midway - back of box ",0,0,0,0,0,0,0,0,0,0
Mega Man X Legacy Collection 1+2, ,0,0,0,0,0,0,0,0,0,0
Super Meat Boy: Ultra Edition!, ,0,0,0,0,0,0,0,0,0,0
N+,"you are a ninja in n+. your god-like speed, dexterity, jumping power, and reflexes are all the result of an amazingly fast metabolism; sadly, so is your natural lifespan of 1.5 minutes.  like all ninjas, you have an unquenchable thirst for gold and a natural propensity for exploring rooms infested by increasingly lethal ninja-killing robots. n emphasizes pacifism, humility, and the need to traverse 5 rooms before the end of your lifetime; a feat known only as ‘beating an episode’.  in accordance with the teachings of n, it is your profound hope that one day you will develop your platforming skills, intelligence, and inexplicable ability to reincarnate to achieve total mastery of all 300 levels.
 
source - www.atari.com (publisher)
  ",0,0,0,0,0,0,1,0,0,0
Ratatouille,"games for windows and mac os x.  fast-paced game packed full of missions, mini-games, daring heists, frenzied pursuits, and wild chases!!
* relive the movie’s most intense action scenes through the eyes of remy.
* over 30 challenging missions and mini-games.
* explore 6 action-packed, open-world environments.
* go head-to-head with multiplayer games.
* features voice talent from the film.
 
game website ",0,0,0,0,0,0,0,0,0,0
Klonoa 2: Dream Champ Tournament,"prove your skills.
klonoa's floppy ears perk up as the dream champ tournament is announced. packed with traps, hoverboard races and wacky puzzles, this looks to be the beginning of an extraordinary adventure.
the game arena is filled with anticipation and a hint of mystery -there may be more to this tournament than meets the eye.
the competition is fierce, but klonoa is determined.
earn the title of ""greatest hero"".
*back of box ",0,0,0,0,0,0,0,0,0,0
Putty Squad, ,0,0,0,0,0,0,0,0,0,0
Starshot: Space Circus Fever,"take a ride through the cosmos with starshot, the star juggler of the space circus. your courage and skill will be challenged as you battle to overcome wolfgang von ravel, the evil boss of your crooked competitor - the virtua circus. only you can save the space circus from extinction! total freedom of movement in a world of rich 3d graphics! starshot can walk, run, talk, jump, swim and fly, while shooting stars that he can control! featuring more than 300 ""cosmical"" characters from a variety of planets! ",0,0,0,0,0,0,0,0,0,0
Rayman 3: Hoodlum Havoc,"rayman’s in prime form with new high-tech powers and gear like shock rockets, the lockjaw, funky-boards and other cool stuff. charge into intense strategic battles with the crazed hoodlum army and massive transforming bosses. plunge into enormous, eye-popping worlds packed with zany comedy and a wacked-out cast, featuring john leguizamo as globox, and enjoy a bizarre, epic adventure filled with a unique blend of humor.
source: ubisoft store. ",0,0,0,0,0,0,0,0,0,0
INSIDE / LIMBO Double Pack, ,0,0,0,0,0,0,0,0,0,0
Disney's Aladdin,"based on the classic game for the snes and disney's animated film, disney's aladdin joins the game boy advance library with all-new features. in this side-scrolling platform game, you'll take the role of aladdin and his mischievous monkey, abu, as they throw apples, climb ropes, and ride magic carpets to find out their destinies. disney's aladdin features a bonus stage for each level and a variety of environments to explore, including jafar's castle, the genie's lamp, and an ancient pyramid. ",0,0,0,0,0,0,0,0,0,0
Popeye: Rush for Spinach,"
popeye and his friends are competing in the ultimate race. choose your  favorite character--olive oyl, bluto, wimpy, or even popeye himself--and  then race to defeat the opposition and cross the finish line. travel by  foot, boat, car, skateboard, pogo stick ... even swing from vines! but  hurry, winning the race will require not only speed, but also skill.
 
features:

4 playable characters - choose from popeye, olive oyl, bluto and  wimpy
13 locomotion types - drive a car, grind a rail on a skateboard,  swing from a vine, soar with a jet pack and many more!
4 game modes - quick rush, adventure, challenge, team rush
7 levels - race through the town, docks, desert, jungle, moon - even  ghost island and the stone age!
unlockable areas and power ups - use your skills to unlock 4 special  areas
2 player link mode - race against a friend or work together as a  team


 
 
 
source: publisher's press release: http://www.gamespot.com/gba/action/popeyehushrushforthespinach/news.html?sid=6118537&mode=press ",0,0,0,0,0,0,0,0,0,0
Wallace & Gromit in Project Zoo,"wallace & gromit star in this an action-adventure game. help them liberate the zoo from the evil clutches of the maniacal penguin “feathers mcgraw.” feathers wants to make diamonds—lots of diamonds—and he’ll stop at nothing to achieve his dream. you control gromit, the lovable action-hero dog (with wallace providing predictive hints and humorous interjections). save the animals … and be the hero!
 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Monsters vs. Aliens,"the rag tag team of monsters are tough, funny and sometimes misguided, but all together are a force to be reckoned with, both in their alien battling abilities and wise cracking personalities. players relive their hilarious antics from the movie and create an all-new adventure in an epic battle to conquer mankind’s biggest threat, gallaxhar and his giant alien robots.  experience unique gameplay as different monsters – challenges stay fresh and lively through more than 12 distinct levels as players switch between characters, each with vastly different capabilities and sizes.

the missing link: utilize his skillful acrobatics to cling to and scale various surfaces. his agility and brut strength lets him take down enemies of all sizes.
b.o.b.: the gelatinous b.o.b. can swallow and spit out enemies and objects, stretch, bounce, stick to walls and ceilings and seep through grates and cracks.
ginormica: her enormous size allows players to race through the city using cars as rollerskates and her sheer strength comes in handy to lift heavy objects and brawl with the robot army.
dr. cockroach, ph.d.: as the brainiest of the group and the mission giver, dr. cockroach, ph.d. is playable at any time in co-op mode to assist with slowing down enemies, overcoming obstacles and grabbing collectibles.
insectosaurus: command this enormous 350-foot tall monster in epic battle sequences against giant robots. insectosaurus shoots silk and has a piercing sonic scream that will have enemies running.
 ",0,0,0,0,0,0,0,0,1,0
Animaniacs: The Great Edgar Hunt,"it's edgar time and all of hollywood is excited. however, a dark cloud drifts over tinsel town when all the edgars are stolen. warner ceo thaddeus j. plotz is at his wits end, the award show can't be cancelled it would be unheard of.all avenues are pursued but to no avail - the fbi, the cia and interpol are stumped, even scotland yard admit they can't solve this one...then the ransom note arrives. the thief was cyril coupe deville better known as cc deville a genius (yet quite plainly mad) film director whose films, although gritty and often ahead of their time, are low budget, consistently overlooked at edgar time and constantly panned by critics. cyril threatens to melt the edgars down unless thaddeus j. plotz agrees to sign a 10-picture deal with him, guaranteeing a minimum budget of $10 million per picture!reluctantly thaddeus agrees, but when cyril arrives at the warner movie lot in his giant airship his bungling assistant jinx crashes the giant dirigible into the warner water tower scattering all the stolen edgars across the lot. ""what luck!"" thaddeus thinks - then he remembers who was locked in the water tower...explore 6 huge movie themed environments packed with cartoon action and puzzlescontrol wakko, yakko, and dot and make use of their individual skills to succeeddiscover 5 wacky mini-games featuring pinky and the brainpacked with masses of hollywood spoofs for hilariously funny gameplay and atmosphere, with voices recorded by the original cartoon series voice talentcaptures the true antics of the animaniacs, with you favorite characters from the showmasses of madcap enemies and numerous objects to collect and use*ignition entertainment ",0,0,0,0,0,0,0,0,0,0
The Peanuts Movie: Snoopy's Grand Adventure,"take snoopy on a grand adventure through amazing environments,  created in his imagination, as he tries to find charlie brown and all  his friends. with woodstock and the beagle scouts by his side snoopy can  unlock new abilities and performs special moves as he weaves his way  through this magical journey.

play together: 2-player co-op mulitplayer, play as snoopy and woodstock at the same time!
easy and fun for all: simple pick up and play controls!
help snoopy: run, jump, and fly through levels to reunite snoopy with members of the peanuts gang!
collect items: earn additional abilities and rewards as you play!
added bonus: find the hidden beagle scouts to unlock a special surprise!
movie inspired: join the characters from your favorite peanuts movie!

source: publisher ",0,0,0,0,0,0,0,0,0,0
CID The Dummy,"
 in a world obsessed with safety, with potential danger around every corner.  a world where the once lowly crash impact dummy has risen to a position of great importance amongst us, responsible for crashing, smashing, checking and re-checking everything from lemonade to escalators; cid has been chosen for the mission of a life time.
a chance to crash and smash with real purpose, to battle the most fierce robot villain, a chance to rescue the most beautiful girl in the world… a chance to do something amazing! 
with high speed crashes, turbo-charged weapons, kung-fu fighting, mind-boggling puzzles and level systems and more monsters than you can shake a super-charged fire-blazing bazooka at. join cid to save the world, the day and the girl in this years most daring adventure.
cid the dummy – save the world, the day and the girl!

oxygen games
 ",0,0,0,0,0,0,0,0,0,0
Frogger: Ancient Shadow,"
frogger® is back to his classic beginnings with a game for the whole family! frogger's home of firefly swamp is being overrun by dr. wani and his evil plans. join frogger in his latest adventure as he explores seven different worlds and tries to restore order to his beloved swamp.

classic, addictive ""hop and dodge"" gameplay 
mini games with up to 4 players on all platforms, including wireless play on  thepsp® (playstation®portable) system and nintendo ds™. 
over 30 levels of play 
special bonus - orignial 1981 frogger arcade game included on all  platforms

konami
 ",0,0,0,0,0,0,0,0,0,0
OlliOlli: Epic Combo Edition, ,0,0,0,0,0,0,0,0,0,0
The Adventures of Lomax,"lomax is in way over his head. evil ed has nabbed his pals and tricked them into doing diabolical deeds. only lamax has the power to break the sinister hex!
leap into action with lamax as he battles ed's evildoers and travels through bizarre lands in this fast and frantic thriller! ",0,0,0,0,0,0,0,0,0,0
Hermie Hopperhead: Scrap Panic,"hermie hopperhead: scrap panic is a 2d platformer game, developed by yuke's and published by scei,  which was released in japan in 1995. ",0,1,0,0,0,0,0,0,0,1
Super Monkey Ball Adventure,"all new worlds. all new parties. all new adventure.
super monkey ball series rolls onto the sony playstation®2 and the sony psp® system this summer in the all new super monkey ball adventure. for the first time in the series, super monkey ball adventure will deliver a dynamic story-driven platform adventure in addition to the classic party games and racing elements made the franchise famous.
playstation ",0,0,0,0,0,0,0,0,0,0
CID The Dummy,"
 in a world obsessed with safety, with potential danger around every corner.  a world where the once lowly crash impact dummy has risen to a position of great importance amongst us, responsible for crashing, smashing, checking and re-checking everything from lemonade to escalators; cid has been chosen for the mission of a life time.
a chance to crash and smash with real purpose, to battle the most fierce robot villain, a chance to rescue the most beautiful girl in the world… a chance to do something amazing! 
with high speed crashes, turbo-charged weapons, kung-fu fighting, mind-boggling puzzles and level systems and more monsters than you can shake a super-charged fire-blazing bazooka at. join cid to save the world, the day and the girl in this years most daring adventure.
cid the dummy – save the world, the day and the girl!

oxygen games
 ",0,0,0,0,0,0,0,0,0,0
Marker Man Adventures,"it was just an ordinary day in the life of marker man, the loveable stick figure, and his pal doodle dog. that all ended abruptly, however, when doodle went missing without a trace. guide marker man through hundreds of physics based puzzles using your stylus as a creative tool to safely bring doodle dog home!features:

use the touch screen and stylus to draw your way through 150 challenging physics-based puzzles to get marker man from point a to point b in a scrolling world
draw simple geometric shapes including lines, boxes, circles, triangles and pivot points to create machines that help you progress from level to level
collect power-ups to help you solve difficult puzzles
use logic to make your way through themed levels including: underwater, outer space, snow/ice, and more
sandbox play allows you to manipulate the unique physics of marker man in an open area
discover dozens of hidden areas and levels, each with unique surprises!
challenge your skills in three escalating difficulty modes
 ",0,0,0,0,0,0,0,0,0,0
Open Season,"
take a walk on the wild side! team up with a cast of crazy critters, unleashing your animal instincts in open season™, the game - a riotous romp in the great outdoors where the rowdy brood of forest animals turns the tables on a bunch of unsuspecting hunters.when a domesticated grizzly named boog gets lured into leaving the creature comforts of home by a fast-talking mule deer named elliot, he finds himself lost in the woods just three days before hunting season. forced to ""rough it"" in the great outdoors, boog goes native, rallying all the forest animals to take back their home and send the hunters packing.take a walk on the wild side in this outrageous adventure based on open season, the movie (in theaters september 29)! game features: 

play as boog and elliott and relive the movie adventure! 
interact with beth, shaw, and all your animal favorites from the open season film! 
throw skunk bombs, hurl rabbits, use acorn-firing squirrels, and pull outrageous woodland pranks to scare the pants off the hunters! 
roll in a giant snowball, ride the rapids on a floating outhouse, zip through tunnels in a crazy mine cart ride, and take on more madcap adventures as boog discovers how to get wild, animal-style!
challenge your friends in hilarious four-player mini-games!


ubisoft ",0,0,0,0,0,0,0,0,0,0
Monster Boy and the Cursed Kingdom,"a legendary game series returns with an all-new adventure and in   stunning hd! monster boy is a colorful side-scrolling action adventure   created in cooperation with ryuichi nishizawa, the creator of the famous   wonder boy in monster world series.
source: publisher press kit ",0,0,0,0,0,0,0,0,0,0
Rock 'N' Roll Adventures,"rock 'n' roll adventures join elviz's swinging party as he cleanses the world of off-beat tunes and the nightmare sounds.bash and trash crazed instruments with elviz's legendary guitar, or strum those strings for a bolt of sonic power to blast away dastardly drums, clashing cymbals and more!run, push, swipe and jump your way through massive levels with moving scenery, interactive objects, intelligent enemies and hidden rooms.*conspiracy games ",0,0,0,0,0,0,0,0,1,0
Rad Rodgers,"rad is a rambunctious but spirited young boy who maybe plays too many video games. after dozing off at the tail end of a long night of gaming, rad awakens to find his dusty old console has turned itself back on. suddenly a vortex emerges and he's sucked into his tv, where he finds himself the star in his very own video game adventure.
- www.thqnordic.com/games/rad-rodgers ",0,0,0,0,0,0,0,0,0,0
"Ed, Edd n Eddy: The Mis-Edventures","in ed, edd n eddy: the mis-edventures , play as all three eds in this tag team adventure game and swap the lead character on the fly to take advantage of each of the their wacky abilities.  you’ll encounter all of your favorite characters from the show as you make your way through the cul-de-sac, collecting jawbreakers and scamming the neighborhood kids! execute special all-ed formations like the trampol-edd, tower-of-eddy and batter-ed. experience the slapstick humor, frantic pace, crazy art direction and outrageous fun of the show. from selling snow cones to collecting jawbreakers, players must complete wacky scam objectives to explore and unlock new areas of the game.
source: ww.midway.com ",0,0,0,0,0,0,0,0,0,0
Peter Pan in Disney's Return to Never Land,"journey across never land and believe in the power of make-believe! captain hook is up to his old tricks, and it's up to you to help peter pan and tinker bell in this high-flying adventure! all it takes is faith, trust ... and a little pixie dust!
playstation ",0,0,0,0,0,0,0,0,0,0
George of the Jungle and the Search for the Secret,"
jungle, watch out for that treeeee!
grab a vine and take a wild swing through the jungle and into the fun.        join the king of the jungle and his friends in a hilarious new adventure.
nintendo ",0,0,0,0,0,0,0,0,0,0
Blender Bros.,"leap into the future as blender, leader of the cosmo keepers, and use his super long ears to grab items, fight and fly. clear multiple levels on different worlds, collect mini bros., use their power-ups and defeat the zooligans! 20 mini bros. to find, collect and trade, 7 different planets with unique environments and surprises, 3 mini games allow up to 4 players to compete using the game link cable. ",0,0,0,0,0,0,0,0,0,0
Ice Age: Dawn of the Dinosaurs,"ice age: dawn of the dinosaurs reunites fans with scrat, sid, manny and diego in an all-new quest based on the upcoming film from twentieth century fox. as the unlikely herd travels across the tundra and beyond, they stumble upon another world - a lush dinosaur world teeming with jungles, mysterious plants, fierce dinosaurs, wild new adventures and several new friends. taking on the role of more than six playable characters, including everyone's favorite ice age friends and newly introduced characters, players master their unique skills and abilities across more than 15 action-packed levels. in addition to the expanded features of the single-player gameplay, for the first time in an ice age game, players can team up with friends and family in eight competitive multiplayer mini-games. experience continuously changing gameplay through more than 15 levels - every level presents new and exciting challenges as players learn and master each character’s abilities in order to defeat enemies, traverse dangerous landscapes, avoid obstacles and escape from perilous situations.
[activision] ",0,0,0,0,0,0,0,0,0,0
Kung Fu Panda, ,0,0,0,0,0,0,0,0,0,0
Steal Princess,"while exploring the thought-to-be-long-abandoned palace of the ancient demon king, the young thief anise stumbles upon a startling discovery: the palace isn't abandoned at all, and it's crawling with demons, no less! equally startling is the deadly booby trap she triggers in the process of opening a locked door. she barely outruns the giant boulder bearing down on her, escaping the palace only to fall into a surging river, unconscious.the fairy kukri, imprisoned for centuries in the chamber anise inadvertently unlocked, rescues her and takes her to the castle of albyon. anise awakens in the presence of the king, whose son is being held by demons in the very palace anise narrowly escaped from. recent events have unshakably convinced the king that this thief is descended from the legendary hero of albyon, he who slew the ancient demon king centuries ago, and so he commands her thusly: free the prince from the vile demons... or be tried and convicted as a thief and locked away for life. not much of a choice, one way or the other...key features

3-d puzzle platformer - dive into a playing field of simple design, but deceptively complex challenge, that combines action elements with puzzle-solving skills on a 3-d, isometric plane. jump, swing, climb, and attack as you search for the key to complete each level.
over 150 levels to beat - levels spanning different geographies and requiring different strategies deliver on the promise of true breadth. play them again to beat your best times, earn higher rankings, earn better endings, and collect more gems to unlock items.
create and trade custom levels - a robust custom map maker lets you construct levels with any enemies, items, and victory conditions you want. trade maps with other players over nintendo wi-fi connection and local wireless for a never ending challenge!

 
source: www.atlus.com ",0,0,0,0,0,0,0,0,0,1
Flipping Death,"welcome to flatwood peaks, a small whimsical town with a problem – death is on vacation.help  the ghosts with their curious problems while also solving the mystery  surrounding your own demise in this new puzzling adventure from zoink  games. 

flip the entire world with the press of a single button!
possess the living and use them to solve puzzles
innovative physics combined with immersive storytelling
unique mix of adventure and platforming set in a twisted, rich and colorful world
spiritual successor to our well-received game stick it to the man!

source: official site ",0,0,0,0,0,0,1,0,0,0
The Liar Princess and the Blind Prince, ,0,0,0,0,0,0,0,0,0,0
Casper: Spirit Dimensions, ,0,0,0,0,0,0,0,0,0,0
Kao Challengers,"the yellow kangaroo hops onto psp in a witty and fast moving combination of action and platforming.  kao challengers presents a rich and colourful gaming universe, with 25 vividly rendered levels set across six diverse worlds. environments range from kao’s natural habitat of australia to the rather less sun-baked arctic.

defeat malevolent hunter barnaba and his band of cruel henchmen
make use of off-beat transport, including a catapult and a pelican
multiplayer racing modes and platform deathmatch
 ",0,0,0,0,0,0,0,0,0,0
Spider-Man 3, ,0,0,0,0,0,0,0,0,0,0
Hoppie, ,0,0,0,0,0,0,0,0,0,0
Prehistorik Man,"prehistorik man follows the story of sam growrock, and his courageous journey to save his village from famine. enemies beware, because sam is on the case and he is really angry. the village’s winter food supply has been stolen by ravenous beasts, and it is up to sam to restock the food supply. sam must journey out into the jungle to battle fierce dinosaurs, and overcome herculean obstacles. lead sam through more than 20 levels of food searching, and dino-bashing, as he tries to save the village. armed with his hunters club, and bellowing voice, sam must gather enough food before the winter storm hits. ",0,0,0,0,0,0,0,0,0,0
Ruff Trigger: The Vanocore Conspiracy,"the vanocore corporation is about to invade the tyke system's marketplace with a new genetic engineering marvel: the piglot, a tender little pet destined to replace dogs and cats in every home. but before the piglots can reach their final destination, the vanocore cargo ships are forced to make an emergency landing on the hostile planet of endust.
ruff trigger, the top bounty hunter for the boss pi agency, has just been assigned the delicate task of rescuing the piglots, as well as the large supply of vpd (vanocore power drink) accompanying them. as ruff searchers for the lost piglots he will start to discover this is more than a simple rescue mission...he has stumbled onto a shocking conspiracy to take over the tyke system
playstation ",0,0,0,0,0,0,0,0,0,0
Malice,"she may dress like the quintessential rock chick and have eyes you could positively drown in, but don't be fooled by malice's cuteness: she's a rock-hard demi-goddess who has the potential to save the universe. ousted from her rightful place in the heavens and sapped of her abilities by the evil (not to mention scarily huge) dog god, malice - with a lot of help from her upgradeable hammer - must recover her powers and defeat the canine deity and his cronies over 29 levels of platforming action.
over the course of the game, malice will find herself in some strange and extremely diverse environments, including the highly toxic gloop river, the blazing hot fire fortress and the orrery, the enormous clockwork heart of the universe. each area is beautifully realised, as are the good and evil characters that occupy them: malice is supported by characters such as the metal guardian, the witch and her good friend death, but she'll have to contend with the dog god's legion of thoroughly evil - if still visually magnificent - lackeys. ",0,0,0,0,0,0,1,0,0,0
The Liar Princess and the Blind Prince, ,0,0,0,0,0,0,0,0,0,0
Runner3,"completing the rhythm-based platforming trilogy begun by bit.trip.runner and runner2! the stoic and unflappable commandervideo leaves a multicolored trail in his wake, punctuating the beat of the game’s infectious soundtrack with every step! the timbletot is determined as ever to rid the multiverse of all its love and happiness. commandervideo—a lover if ever there were one—refuses to let this happen. he’s ready to jump, double-jump, wall-jump, slide-jump, underwear-jump, slide, kick, float, fly and dance his way to victory, all across a medley of thrilling, challenging and joyous levels!
features

new branching paths that lead to different areas
item shops where you can purchase goodies
vehicles that commandervideo can take for a ride
new playable characters, new moves and new gameplay modes
an assortment of hero quests and retro challenges
features the voice acting talents of charles martinet, the legendary voice of mario

source: publisher ",0,0,0,0,0,0,1,0,0,0
Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,"in this action-packed game, play as your favorite codename: kids next door™ operative, each with a different style. utilize each kids next door member's unique strengths and special skills as you dive, dodge, jump, and attack to complete your mission through 14 different levels. engage in intense battles with stickybeard, knightbrace, the toiletnator, and other notorious and nasty villains from the show. when father masterminds an arctic prison break to free the villains, gather ""powuh ups,"" collect and build your weapons, and get ready for an epic showdown on the moon base.
xbox.com ",0,0,0,0,0,0,0,0,0,0
