Name,Summary,speed,driver,racers,drivers,driving,tracks,car,race,cars,racing
SCORE International Baja 1000: The Official Game,"
the world's greatest desert race!
drive the most powerful off-road vehicles in this hair-raising quest for        sand supremacy! experience danger in wheel-to-wheel racing action over        some of the wildest and most treacherous terrain the baja has to offer,        with the most insane crashes ever assembled in one game... strap        yourself in, this isn’t your grandpa’s racing game!
nintendo ",0,0,0,0,0,0,0,0,0,2
Micro Machines V3, ,0,0,0,0,0,0,0,0,0,0
Zero4 Champ RR-Z,"zero-4 champ rr-z is a racing game, published by media rings,  which was released in japan in 1995. ",0,0,0,0,0,0,0,0,0,1
Initial D: Street Stage,"initial d: street stage is a driving game, developed and published by sega,  which was released in japan in 2006. ",0,0,0,0,1,0,0,0,0,0
Ben 10 Galactic Racing,"the first kart racing game set in the popular ben 10 universe and based  on the hit cartoon network tv series features ben and his alien friends  competing in an over-the-top, galactic grand prix race through a variety  of tracks on five different planets! compete for the best times in the  high-speed grand prix modes or engage in four-player multiplayer mayhem!
 
official website ",0,0,0,0,0,1,0,1,0,1
The Land Before Time: Great Valley Racing Adventure, ,0,0,0,0,0,0,0,0,0,0
MTX Mototrax,"launch into a gravity-defying inverted 360 before crossing the finish line to the roar of the crowd. earn more ...  the ultimate motocross experience!  get the jump out of the gate and grab the holeshot. take the inside line as you battle for 1st place against 7 other riders pushing your bike's power and handling to the limit!  launch into a gravity-defying inverted 360 before crossing the finish line to the roar of the crowd. earn more cold hard cash from contest wins and sponsorships. use the money to modify your rider's attributes, purchase equipment upgrades or buy access to freeride environments complete with new goals and objectives.  accept the mtx: mototrax™ challenge: beat the pros and become the ultimate mx athlete in the fastest, most complete motocross game offering a thrilling career mode to boost your fame, fortune and adrenaline!  think you've got what it takes? test drive the mtx: mototrax demo on tony hawk's underground (playstation®2 only) - finish 1st and unlock an exclusive cheat code!
 
source - www.activision.com (publisher) ",0,0,0,0,0,0,0,0,0,0
MotoGP 07,"race in the fastest, most thrilling, 'balls on the road', motor sports racing event in the world. motogp™ 07 on ps2 is the official game of the championships including all the official riders, tracks, teams and bikes of the motogp™ events. bike racing is a unique experience where nothing but your helmet and leather suit protects you from the insane speeds and high risks of the tarmac.

all 18 official tracks, riders and bikes faithfully and meticulously re-created
games modes include - championship / quick race / time attack / challenges/ multiplayer
unique opponent behavioral models and relationship values
weather effects
accurate physics models based on real data
motorbike sounds recorded from the official motogp bikes of each manufacturer
unique range of more than 300 challenges

source: capcom.com ",0,0,0,0,0,0,0,2,0,2
Option Tuning Car Battle, ,0,0,0,0,0,0,0,0,0,0
Ford Racing 3,"experience the drive of your life with ford racing 3.  from the ’28 model t, up to the latest concepts, ford racing 3 offers unparalleled access to the finest collection of automobiles in the world.  drive 25 ford vehicles including the fairlane gt, thunderbird, mustang fr500, mustang gt and many more! ",0,0,0,0,0,0,0,0,0,2
Global Touring Challenge: Africa,"global touring challenge africa (gtc) is a true 'next-generation' driving title for the ps2. it exploits the potential of the ps2 to recreate the scale and beauty of africa and pitch you into some of the most competitive circuit racing ever. 

race performance cars including ford, subaru, pontiac and mitsubishi through the streets of cape town, across libyan deserts and the misty jungle of the congo. ",0,0,0,0,1,0,0,1,1,1
Classic NES Series: Excitebike,"nintendo rereleases excitebike on the game boy advance, complete with all the high-flying action from the original nes game. as in the original, your biker must keep his balance while flying through the air, avoid getting clipped by other racers, and prevent his bike from overheating. in design mode, you can make your own course--with all the ramps, mounds, bridges, and other obstacles in the game--and then save the design for your friends to race on. ",0,0,0,0,0,0,0,1,0,0
MotoGP 2,"the fastest, most advanced form of motorcycle racing is back and better than ever in motogp 2. race against the top twenty riders in the world at speeds of 180mph around turns and corners with your knee inches from the ground . compete on the most beautiful tracks and in all weather conditions throughout the motogp series. with numerous game modes, customizable attributes, and online gameplay, motogp 2 brings one of the world's most popular sports to life on your pc.
features:
fully licensed professional riders, tracks, and bikes 
6 different single game modes: stunt, gp, time trial, training challenges, tag, and single race 
20 riders compete in each of the 16 tracks 
impressive visual and particle effects system at 60 frames per second 
ultra realistic replay mode, from a variety of dynamic camera viewpoints 
unlock tracks, riders, bikes, and cheats as you develop your own rider's attributes in gp and training modes 
realistic bike physics engine 
weather conditions that influence gameplay and vehicle handling 
16 players online or lan
 ",0,0,0,0,0,2,0,2,0,1
NASCAR,"take risks, be rewarded, and become a champion with nascar® on the psp® system as you challenge the greatest drivers in four authentic racing series. fight to the finish against a full field of 43 drivers in season mode to stay atop the leaderboard, or become a superstar owner or driver by developing essential racing skills and increasing fan support in fight to the top mode. improve your skills with a host of mini-games and experience the all-out drama and intensity of 190-mph racing with nascar.
key features
 

all-new instant rewind—use your skill points for an instant rewind, a unique feature that allows you to rewind the action on the track and do it over.
four authentic racing series—battle a field of 43 drivers in the nascar busch series, nascar craftsman truck series, and whelen modified series for a spot in the coveted nextel cup series.
fight to the top mode—become a superstar owner or driver by developing essential racing skills, increasing fan support, and competing against your biggest rivals in three racing series.
dominate every season—compete each week in a fast-paced season mode and see how you rate among the best drivers over the course of a full nascar season.
lightning challenge—hosted by daytona 500 champion michael waltrip and brought to life with mrn’s actual radio call, take on 40 new challenges and relive racing’s greatest moments.
nascar speedzone—hone your driving skills and racing instincts—including passing, split-time challenges, drafting, and holding position—in challenging mini-games.
accumulate skill points—earn coveted skill points each time you pass, block, draft, recover, or make a successful pit stop to help unlock in-game rewards.
race head-to-head—race with up to four players simultaneously on the same track and challenge your fiercest rivals in race now, season mode, and speedzone with ad hoc play.

playstation ",0,2,0,4,1,0,0,2,0,7
MX SuperFly featuring Ricky Carmichael,"experience expanded career modes, all new mini-games, top-notch pros, and unbelievable stunts using the first freestyle track editor. in addition, mx superfly supports xbox live with exclusive riders and tracks and downloadable content.
 
xbox.com ",0,0,0,0,0,1,0,0,0,0
Shox,"arcade rally racing gets fast and furious in the newest addition to the ea sports big™ line-up. powerslide to win the ultimate offroad car collection with shox™ for the playstation® 2 computer entertainment system! shipping in autumn 2002, racing rookies as well as seasoned speed demons hit the circuit to compete in amped-up arcade-style car racing.   sliding into one of 24 licensed high voltage vehicles, players race through three-lap circuits of snow, desert, or jungle landscapes. sliding through dusty roads, slipping on ice, and shredding through foliage, it’s crowded on the open road, as 6 competing cars try to muscle into prime position, wreaking havoc along the way.
source - ea.com ",1,0,0,0,0,0,2,1,1,2
Nickelodeon Kart Racers,"hit the slime-filled race tracks with nickelodeon kart racers! select a racer from one of your favorite nickelodeon series, including spongebob, patrick, and sandy from spongebob squarepants, leonardo, raphael, michelangelo, and donatello from teenage mutant ninja turtles, arnold and helga from hey arnold!, & angelica, tommy and reptar from rugrats. race your friends in up to 4-player local multiplayer or check out the battle arena for a variety of challenges.
hit the road with racers from some of your favorite nickelodeon series in a variety of slime-filled tracks in the ultimate race to win cups and upgrades for your kart! there’s no slowing down there — shift to the next gear and challenge your friends in split-screen racing and battle modes!

choose from 12 of the most iconic nickelodeon characters; spongebob, tmnt, hey arnold!, rugrats and more!!!
race on 24 different slime-filled tracks, including bikini bottom, nyc sewers, tommy pickle’s house, arnold’s school and more!
customizable karts with multiple power-ups and special attacks
awesome co-op and local multi-player for non-stop action the entire family will love!!

source: publisher ",0,0,1,0,0,2,0,4,0,1
Crash 'N' Burn,"choose your car. paint it, polish it, and personalize it. build it up with new components, giant spoilers and reinforced fenders. supercharge it. fill it with nitrous. take it to circuits in the back streets of miami, san francisco, la and new york. you're at the back of the pack, grid position sixteen. fifteen cars ahead of you, polished until they gleam. your primary objective is to take first place. your secondary objective? run everyone else off the road. crunch them into the barrier. rip, shred and tear sheet metal from their frames, leaving burning engine blocks and melted tires in your wake. the last driver with four wheels wins. then do it again? online.

features:

customize and personalize a garage full of cars with everything from paint schemes, to rims & spoilers, to nitrous and more.


cause extreme crashes and dodge on-track wreckage as you engage in high speed, high danger driving through the back streets of miami, san francisco, la and new york.




compete in multiplayer destruction with or against 16 total players online featuring a variety of modes like last-man-standing, bomb tag and more.


replay the mayhem with multi-angle player-controlled cameras set up throughout the courses.


source - www.eidosinteractive.com (publisher) ",0,1,0,0,1,0,0,0,2,0
Speed Kings, ,0,0,0,0,0,0,0,0,0,0
MotoGP,"race 500cc motorbikes in moto gp from namco. authentic riders, circuits, and 32 motorcycles are featured. there are also 5 different game modes.
gameplay:based on the immensely popular sport of grand prix motorcycle racing, motogp: ultimate racing technology is an ultra-realistic bike racer for the xbox which puts you, the player, behind the handle-bars of some of the meanest, fastest, most thrilling machines on two-wheels. with a variety of innovative gameplay elements, supported by amazing graphics and revolutionary technical features, motogp: ultimate racing technology brings the perfect mix of speed, style, bravery and technology to your xbox console.
features:
 10 accurately created real world tracks   
 all of the bikes and riders from the real-world 2001 moto gp series   
 intuitive, arcade style control system with simulation features for the expert   
 ultra realistic vehicle dynamics   
 a variety of different game modes, designed to appeal to different types of gamers   
 split screen, multiplayer gaming mode supporting up to four players   
customizable bike and rider attributes   
develop your own rider’s attributes in grand prix & training modes, giving you a unique learning curve extended by unlockable tracks, riders, cheats & more bikes and riders 
 ",0,0,0,0,0,1,0,1,0,2
Ford Mustang: The Legend Lives,"since april of 1964 the ford mustang has sold over 8 million vehicles and has generated a strong following of enthusiasts, aftermarket manufacturers, websites, and publications dedicated to this iconic vehicle. ford mustang provides incredible graphics and pick up and play gameplay at a value price. drive the hottest cars from the 40 year history of the mustang on 22 tracks in 7 u.s. cities.
features:

 features 40 incredibly rendered production, concept and racing models from 1964 to 2005.
 choose from a diverse set of 22 accurately modeled, life-like racing environments in 7 cities from across the usa.
 arcade-style racing physics and realistic ai, from opponents as well as from obstacle traffic.
 compete in ""coin-op"" style challenges or career mode to unlock new cars, tracks and game modes while testing your skills to the limit.
 split screen multiplayer support for head-to-head racing.

take 2 ",0,0,0,0,0,2,0,0,1,3
Freekstyle,"freekstyle is the go-for-broke motocross experience you've been waiting for. this massive ea sports big motocross game dares even the best riders to harness the power of 250cc's while pulling off sick stunts in insane, over-the-top worlds. freekstyle is not about being the fastest; it's about being freekin' fearless. battle the world's aerial daredevils out of the turns, through the whoops, and in the air--and when it's over, storm back up to the top of the hill and do it all over again!

 nine different venues challenge riders to take on some of the most outrageous freestyle terrain
 pull off and combo over 80 tricks including mcmetz, superman seat grab, the roll and the helicopter
 choose from any of 8 riders with their own unique attitudes and riding styles, including mike metzger, brian deegan, stefy bau, clifford ""the flyin' hawaiian"" adoptante, jessica patterson, and greg ""albee"" albertyn
 innovative scoring system that challenges even the most fearless dirt demon to hold that lazy boy for just one more second

playstation ",0,0,0,0,0,0,0,0,0,0
Driver: Renegade,"tanner is back and full of rage in driver® renegade for the nintendo  3ds™. driver renegade takes place between the stories of driver 1 and  driver 2 and brings non-stop 3d car chases to the nintendo 3ds system.  after years of undercover work for the nypd, john tanner leaves his  badge behind when he is recruited to lead a covert, off-the-books  crusade against the criminal element of new york city. protected by a  prominent senator, tanner is given the freedom to take on criminals in  his own way and to punish all those who oppose him.  to rid new york city of criminal scum, tanner must take out five  kingpins: a drug dealer, a human-organs trafficker, a pimp, an arms  dealer and an overly greedy trader. helped by his few friends, and with  no badge to hold him back, tanner wages his private war against crime  with his weapon of choice: his car!  driver renegade is the first and only action driving game on the  nintendo 3ds that lets you experience the intensity and brutality of  urban car chases in 3d. drive recklessly, perform jumps to fill your  rage bar, and unleash devastating takedowns on your enemies’ cars!
first action driving game on nintendo 3ds explore the open world and discover the landmarks of new york, the city  of crime. experience a 3d-enhanced sense of speed and immerse yourself  within the guts of a vast modern city. enhanced graphics experience vivid racing visual effects, cinematic cutscenes, and more―in stunning, stereoscopic 3d. interactive controls players can utilize the new accelerometer on nintendo 3ds™ to control tanner’s car and to dodge, jump, and attack opponents. unleash the rage players will drive fast, take risks, and stop crime to fill the rage  bar. activating the rage bar will provide bonuses and unleash  devastating attacks. exciting chapter of the driver story experience the 20 story-based missions, all delivered with cutting-edge  3d style. in driver® renegade, set between the events of driver 1 and  driver 2, tanner confronts a slew of nefarious criminals and meets new,  enigmatic allies that will help him take on the most corrupt parts of  new york city. but will justice prevail? strong replay value unlock up to 50 different cars and tune them up in your private garage.  over 70 challenges and tracks spread across the city will put your  driving skills to the test. choose from among seven types of challenges,  including time attack, elimination mode and road war, and compete  against deadly opponents.
 
ubisoft ",1,7,0,0,3,1,3,0,1,1
Burnout Paradise: The Ultimate Box, ,0,0,0,0,0,0,0,0,0,0
Jimmie Johnson's Anything With an Engine,"to fulfill the competition’s “anything with an engine!” motto, the  contestants race vehicle designs created by jimmie’s world class crew  from some of the most unlikely of everyday objects – such as tubs,  shopping cart, easy-chairs, and lawnmowers. each vehicle is equipped  with nitro, custom front and rear weapons systems, and hydraulic rams.
all of these devices are activated and upgraded throughout each race  by showing off driving skills and winning the favor of the crowds who  cheer on and cast their votes to provide power-ups to the racers. enter  jimmie’s el cajon arena and engage in various race and elimination style  events across progressively more challenging tracks, decked out with  pyrotechnics-laden theatrical sets and strewn with wicked hazards,  traps, and jumps!
features:

12 vehicles each with its own unique over the top driver character and custom weapons
13 uniquely stylized tracks elaborately staged around  themes such as ruined cities, medieval lands, and carnivals strewn with  hazards, traps and awesome jumps
6 different race types from a traditional race, to the head-on chaos of matador, to the one on one duel, to the tense survival
8 career mode seasons
multi-player: up to 4 player split screen (all platforms) and up to 8 players online (xbox360, ps3)
3d tv support (xbox360, ps3)

 
official website ",0,1,0,0,1,1,0,4,0,0
MotoGP 14,"


motogp™ becomes next gen
live on the motogp™ edge on playstation®4. more than 100 available riders, all the official manufacturers, all  racing classes and 18 tracks in the brand new chapter based on the  official motogp™ world championship. the motogp™ season 2014 is about to start and with it, the development  of the motogp™ videogame as well. much news is on its way including lots  of technical and social improvements that the new console generation  has brought into milestone. a completely redesigned engine will see its  maximum appearance not only on playstation®4 but also on the past gen  platforms; a new audio engine, new real time lighting effects, graphic  details that have never seen before on a two wheeled game and, finally,  with a richer and evolved multiplayer experience.
features

grand prix it offers you the chance to choose the race options and get to the  track. available options allow to customize the race experience from a  simple quick race to a full race week-end with all the real sessions.  world championship motogp™ the game mode has teams and riders from the 2014 motogp™, moto2™ and  moto3™ categories. in world championship mode you ride a season in the  shoes of a real motogp™ rider.  time attack this is a game mode that allows you to tests your performance on a race  track without opponents, in order to achieve the best possible bike  setup or an unbeatable time for the online leaderboards.  real events relive the best moments of the motogp™ with real events game mode!  including the historic riders and the ones of the 2013 motogp season. for example: do you want to get in the shoes of marc marquez and battle  side-by-side with jorge lorenzo on the last, thrilling lap? you can!  rider experience (career mode) rider experience mode brings a new, different experience to the motogp™  world. this is the road to become a great motogp™ rider, beginning from the  lower class, moto3™ and going ahead through the moto2™, winning races,  changing teams with different and prestigious supporting sponsor.  the following aspects are included in the career mode:  press, fans and social networks every rider has his own fans army! they update their mood and opinions  about you. news and social feeds are always under your radar appearing  in each menu page.  create your rider  you starts the journey by editing your virtual rider. the rider is fully  customizable: from name, surname, riding styles, face, nickname to  helmets and suits.  upgrade your bike during the season, in some special test sessions, you have to test new  bike components that the team makes available in order to improve the  team bike performance.  online grand prix  it has the same rules as an offline grand prix: you start together and  battle it out for the podium. online, you can use your custom rider or  the official ones.  online championship  challenge through a series of races to complete an entire championship.  the host can customize the online lobby to make its own game experience.  motogp sprint season  this is organized in 3 divisions, corresponding to the 3 classes. your  aim? reach the motogp™ division and ""win the championship"". in order to  do it, you need to collect a required number of points in a specific  number of races in each division.  split battle  in this game mode you compete in a race with special rules: in a  constrained time you have to perform the maximum number of possible  laps. the race aim is having the best time in each split time section,  stimulating a close battle within the riders in which they keep steeling  each other time sector.

source: http://milestone.it/game_post/motogp14-2/?lang=en

 ",0,0,0,0,0,1,0,7,0,1
Kawasaki Quad Bikes,"kawasaki quad bikes is the ultimate quad biking experience putting you in the driving seat of these awesome all terrain vehicles.
featuring:
• a full range of officially licensed kawasaki quad bikes, with unlockable extras, hidden quads, upgrades, courses and much more.
• kawasaki quad bikes features the most exhilarating off road tracks known to man! this is a chance to experience the heart stopping power and agility of these awesome kawasaki machines.
• outstanding single player game modes include numerous championship and single race challenges, with over 70 track variations.
• multiplayer mode allows you to compete against friends, with lots of challenging environments to explore, from gravel covered slopes to mud soaked arenas.
popcorn arcade ",0,0,0,0,1,1,0,1,0,0
Ben 10 Galactic Racing,"the first kart racing game set in the popular ben 10 universe and based  on the hit cartoon network tv series features ben and his alien friends  competing in an over-the-top, galactic grand prix race through a variety  of tracks on five different planets! compete for the best times in the  high-speed grand prix modes or engage in four-player multiplayer mayhem!
 
official website ",0,0,0,0,0,1,0,1,0,1
GripShift,"gripshift is an intriguing psp game, which combines high-flying stunt driving and unique puzzle-solving action in an all-out, pedal-to-the-metal racing experience. platforming, car combat elements and puzzles together with wildly exaggerated tracks to make one of the strangest car games around. it also managed to have some of the oddest tracks around which challenged even the best drivers with its wacky grasp of physics. ",0,0,0,1,1,2,2,0,0,1
Running Wild, ,0,0,0,0,0,0,0,0,0,0
MX SuperFly featuring Ricky Carmichael,"reap the rewards of racing through an entire season of pulse pounding motocross action while upgrading your gear and bike along the way. for free ride madness compete in the all-new freestyle career mode dazzling the crowd with new tricks and sick maneuvers. or simply ride the open terrain searching for secret areas without the burden of competition. it's your bike - now ride!
playstation ",0,0,0,0,0,0,0,0,0,1
NASCAR: Dirt to Daytona,"dirt to daytona challenges players in the ultimate nascar career mode. the only game to include 4 different nascar racing series. racing to win is the key for drivers hoping to advance from small town dirt tracks to modified cars, to trucks and eventually the highly prized nascar winston cup cars. learn the harsh realities of the racing world where losing can cost drivers not only points in the standings but loss of money from a sponsor. dirt to daytona also features single races, season championships, beat the heat, and pro trainer modes for all 4 authentic nascar racing series.
[infogrames] ",0,0,0,2,0,1,0,0,0,4
Road Trip, ,0,0,0,0,0,0,0,0,0,0
Import Tuner Challenge (American sales),"
import tuner challenge™ is the most customizable racing game on xbox 360. customize and race the hottest licensed import sports cars using real tuner parts and tuning techniques. use more than five million combinations to the car’s interior, exterior and engine to find the perfect blend of performance and style.




authentic import street racing: real tokyo highways and regions, all the hottest licensed import sports cars and concept vehicles, and the most prized import tuner part manufacturers are all represented.
extreme customization: select from a vast warehouse of specialized parts to customize a car’s interior, exterior, and engine. everything from authentic aero kits from mazdaspeed, c-west, and veilside to racing seats from recaro and bride vehicles and the most prized import tuner part manufacturers are included.
professional tuning: install custom parts with the click of a button and hit the streets wheels spinning. fine-tune your parts to suit a specific race.
tough street-racing teams: with more than 400 unique opponents with different strengths, weaknesses and custom cars, you'll never play the same game twice.
online racing: take your ride to the xbox live® online gaming service and see how your custom tuner stacks up in head-to-head in versus mode. take your most extreme mods straight to the streets to dominate all who challenge you.



 
xbox.com ",0,0,0,0,0,0,0,1,2,2
V-Rally Edition 99,"racing insanity! over 40 original tracks, 11 official world rally championship cars, tracks in 8 worldwide locations, realistic race physics and smooth car handling, diverse terrain such as jungles, canyons, deserts, mountains and more, unstable weather patterns like rain, fog, snow and cloudy. adjust car performance characteristics to suit varied road conditions. bonus and hidden cars and tracks to unlock! ",0,0,0,0,0,2,2,1,1,1
NASCAR The Game: Inside Line,"closer to the action than ever before!
nascar the game: inside line blows open the adrenaline-fuelled world of  stock car racing, thrusting you right into the heart of the world's best  motor sports racing series. it's the only game that gives you the  ultimate nascar experience with officially licensed cars, teams,  drivers, tracks, rules and events. will you let the pros rattle your  cage, or will you show them what legends are truly made of? key features:the full nascar sprint cup series experience with officially licensed cars, teams, drivers, tracks, rules and events. enhanced online multiplayer with up to 16 players for endless competition.an  immersive multi-season career – rise up through the ranks acquiring  sponsors and up-grading your car as you race from rookie to champion. the full race weekend experience – practice, qualify and race.
source: https://www.activision.com/games/nascar/nascar-insideline ",0,0,0,0,0,0,2,2,0,1
Porsche Challenge, ,0,0,0,0,0,0,0,0,0,0
GRID: Autosport,"it’s all about the teams, the rivals and the race as you become a driver  for hire, specialising in your favourite disciplines or conquering them  all in an intense world of professional motorsport. grid autosport  features over 100 routes across 22 incredible locations, the return of  in-car view, authentic handling and the world’s most exciting  contemporary and classic high-performance racing cars.


feedback driven development
codemasters has consulted extensively with the  community, racing drivers and experts from autosport magazine in  designing and producing grid autosport.


realistic ai  for intense racing
race wheel-to-wheel against advanced, realistic  ai who will defend their line, take chances or spin out under pressure  in races where every pass counts and every position matters.



authentic handling
grid autosport’s new handling model recreates  the feel of motorsport’s most exciting cars, hitting an authentic  sweet-spot between arcade and simulation handling.


racenet clubs
join with friends to form a racing club, receive  new challenges every week, track stats and create liveries with  codemasters’ free online million member community portal racenet.
source: http://www.gridgame.com/us/features
 ",0,1,0,1,0,0,0,2,0,4
Freestyle Metal X,"freestyle metalx features nine of 
the sickest riders pulling endless eye-popping tricks in stunning open 
environments. pro rider legends include: clifford “the flyin’ hawaiian” 
adoptonte, jeff tilton, nate “destroyer” adams, jeremy “twitch” stenberg, trevor 
vines, “mad” mike jones, kris “the rock” rourke, kenny bartram and ronnie “kung 
fu” faisst. 
in addition, freestyle metalx is 
totally customizable, allowing gamers to choose from 16 riders, options of 
motocross gear and unique bike models to create the ultimate hardcore, 
bone-breaking freestyle motocross experience. gamers can create their own motocross arenas with an advanced level editor and take on creative sub-games, like riding off a cliff and turning into a human dart aimed at a giant dartboard. 
the game also features special dvd content, which offers a sneak peek into the daredevil lifestyles of real motocross sensations and a behind-the-scenes look at the making of freestyle 
metalx. top metal bands such as motley crue, megadeath, motorhead, and twisted 
sister also amp-up the intensity in the game with hardcore music that will shake 
the arena. ",0,0,0,0,0,0,0,0,0,0
Test Drive: Eve of Destruction,"just being the fastest doesn’t guarantee you a checkered flag. straight from the small-town tracks across america, test drive®: eve of destruction is fender-flattening mayhem! from outrageous demolition derbies to head-on suicide races, you’ve gotta dish out the dents to survive. brace yourself for an all-out free-for-all.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,0,1,0,0,0,0
ATV Drift & Tricks,"
abandon 2-wheeled dirt bikes in favor of a more intense, fun, and extreme racing experience! atvdrift & tricks is the essential quad game for thrill-seekers looking to own the road in rugged allterrainvehicles!

features


play solo or with up to 9 friends in turbo-charged multiplayer mode!
8 wild and challenging game modes: league, time trial, quick race, hot lap, king of the road, golden helmet, last one standing, and hunter
varied tracks and terrain (desert, forest, mountains, lakes, etc.) to maximize and perfect your skills
perform crazy stunts and drifts

source: publisher
 ",0,0,0,0,0,1,0,0,0,1
Shrek Smash n' Crash Racing,"smash n' crash through the shrek® universe atop a mount with a personality all its own! play as your favorite shrek character and pit your skills against an assortment of twisted fairy-tale opponents. grab your mount and bump, crash and slide your way across 12 fairy-tale locations. if you fall behind, don't worry - use magical pick-ups to even the odds or battle your way back by knocking your opponents off their mounts. beat your friends to the finish line in this fun and funny smash & crash twisted fairy-tale adventure!source - www.activision.com (publisher) ",0,0,0,0,0,0,0,0,0,0
Nickelodeon Kart Racers,"hit the slime-filled race tracks with nickelodeon kart racers! select a racer from one of your favorite nickelodeon series, including spongebob, patrick, and sandy from spongebob squarepants, leonardo, raphael, michelangelo, and donatello from teenage mutant ninja turtles, arnold and helga from hey arnold!, & angelica, tommy and reptar from rugrats. race your friends in up to 4-player local multiplayer or check out the battle arena for a variety of challenges.
hit the road with racers from some of your favorite nickelodeon series in a variety of slime-filled tracks in the ultimate race to win cups and upgrades for your kart! there’s no slowing down there — shift to the next gear and challenge your friends in split-screen racing and battle modes!

choose from 12 of the most iconic nickelodeon characters; spongebob, tmnt, hey arnold!, rugrats and more!!!
race on 24 different slime-filled tracks, including bikini bottom, nyc sewers, tommy pickle’s house, arnold’s school and more!
customizable karts with multiple power-ups and special attacks
awesome co-op and local multi-player for non-stop action the entire family will love!!

source: publisher ",0,0,1,0,0,2,0,4,0,1
Ford Racing 3,"in less than a century, ford and its vehicles have revolutionized all aspects of the world in which we live. experience the thrill of racing these awesome machines ranging from the model t to the 2005 mustang gt to the f150 pickup truck and test your skill on challenging courses including raceway, rally and off-road competitions.
features:
55 beautifully detailed ford automobiles: ford gts, thunderbirds, concepts, svt vehicles, mustangs and trucks. 
26 highly detailed tracks with interactive scenery: road, off-road, oval tracks and more! 
unlock a huge range of game modes, tracks and vehicles as you face each challenge. 
6 player racing on xbox live for the ultimate race experience.
 ",0,0,0,0,0,3,0,1,0,2
R: Racing Evolution,"it's an amazingly realistic racing experience that puts you in the driver's seat of rally racing excitement, with more than 25 fully licensed cars, four adrenaline-pumping rally race modes, a wide choice of tracks to choose from, and much more.
 
xbox.com ",0,0,0,0,0,1,0,1,0,2
Rollcage Stage II, ,0,0,0,0,0,0,0,0,0,0
Top Gear Rally,"hop in the driver's seat of a freewheeling rally car in top gear rally. you can hone your driving skills in practice, quick race and time attack modes before shifting into championship mode. if you are among the fastest cars to cross the finish line, you'll earn points that can unlock more challenging courses. as you race to the top of the amateur, professional, and top gear world leagues, you'll unlock faster cars, bonus car colors, and car upgrades.   ",0,0,0,0,1,0,3,2,1,0
MXGP 3: The Official Motocross Videogame, ,0,0,0,0,0,0,0,0,0,0
Indianapolis 500 Legends, ,0,0,0,0,0,0,0,0,0,0
Monster Jam: Urban Assault,"urban assault features various game modes, tracks inspired by real cities and monster truck stadiums.
www.us.playstation.com ",0,0,0,0,0,1,0,0,0,0
SRS: Street Racing Syndicate,"
street racing syndicate™ is one of the most realistic street racers ever to grace consoles. modify over 40 authentic licensed cars—including the signature nissan skyline—with aftermarket parts from over 15 licensed manufacturers. cherry your ride with a variety of real–world decals and graphic upgrades. 
burn the competition to win cash, street cred or better yet, your opponent’s wheels. earn the affections of 18 real–life models from the world of import racing. 
blow a turn or bump a fellow racer and incur damage in real time. pay for repairs with your hard earned cash. 
mix it up across los angeles, philadelphia and miami in both closed–circuit and perilous open–city races. know your side streets and prepare to shake the cops at any moment. 
up the ante even more by competing in online pink slip races, a first for street racing titles. 

source - www.namcobandaigames.com (publisher) ",0,0,1,0,0,0,0,0,0,2
MXGP 3: The Official Motocross Videogame, ,0,0,0,0,0,0,0,0,0,0
Monster Energy Supercross - The Official Videogame, ,0,0,0,0,0,0,0,0,0,0
IHRA Drag Racing: Sportsman Edition,"from the creator of the most successful drag racing                              games in the world comes the next generation of drag                              racing action -- ihra drag racing sportsman edition (ihra sportsman). ihra sportsman features intense                              bracket racing action between cars of all makes and models.
if you’re looking for instant action, try the                              arcade mode, where you can choose from single event                              or two-player split-screen racing. for more in-depth                              play, the season mode allows you to experience the excitement                              and challenge of the ihra sportsman 12-event season.                              players will earn money to unlock new cars and receive                              quality upgrades as they progress towards the ihra sportsman                              championship.
an all-new interface makes customizing and upgrading                              your car in the parts shop and garage simple and straightforward.                              in addition, new practice track features allow you to                              tune your car right on the track and save baselines                              to see exactly how the work affects your performance.
all races utilize the official ihra bracket racing                              rule set of the sportsman series -- featuring top sportsman                              and top dragster car classes. races are presented with                              tv-style camera fly bys to fully immerse the user in                              the on-track and trackside environment.
for newcomers and drag racing veterans, ihra sportsman is drag racing action like never before.
 
source - www.bethsoft.com (publisher) ",0,0,0,0,0,0,3,0,2,7
Ski-Doo Snowmobile Challenge,"
in sub-zero temperatures, surrounded by blinding white snow and hard  blue ice, with engines screaming and skis scraping across the track, 100  miles per hour might just be fast enough to win. this is the  pulse-pounding world of ski-doo snowmobile racing!
 

take on a friend in 2-player split-screen racing
compete in snow cross, cross country, aerial freestyle, and hill  cross events
perform dangerous stunts in mid-air, for big points... if you can  land them
ride authentic ski-doo snowmobiles using intuitive wii motion  controls
personalize your rider with official ski-doo gear.




source - developer press release: http://www.gamespot.com/wii/driving/skidoosnowmobilechallenge/news.html?sid=6216406&mode=press ",0,0,0,0,0,0,0,0,0,1
