Name,Summary,naruto,smackdown,tekken,snk,kombat,wwe,fighter,wrestling,fighters,fighting
Mortal Kombat Kollection,"mortal kombat: kollection features mortal kombat: deception, mortal kombat: armageddon, and mortal kombat: shaolin monks.
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Blades of Blood: Samurai Shodown III,"only winners live; losers must deliver their own fatal punishment! 
an endless sea of blood floods the realm as the demonic zankuro slashes a path of grisly terror! but even zankuro can?t be everywhere.  some say fate lent a hand when a dozen infants escaped the slaughter!  now, years later, 12 revenge-driven samurai begin their violent quest . .  . for the head of zankuro
*back cover* ",0,0,0,0,0,0,0,0,0,0
BlazBlue: Chrono Phantasma, ,0,0,0,0,0,0,0,0,0,0
Zatch Bell! Mamodo Battles,"use your spell book to become the mighty mamodo king!

every one thousand years, one hundred mamodo descend upon the earth to conduct the ultimate battle. the winning mamodo becomes the mighty king of the mamodo world. there is only one problem - in order for the mamodo to use their powerful spell books, they need a human partner! join zatch and kiyo on their ultimate battle and help them to realize their special friendship! ",0,0,0,0,0,0,0,0,0,0
Naruto Shippuden: Shinobi Rumble!!,"naruto shippuden: shinobi rumble is an action game, developed and published by takara tomy,  scheduled to be released in 2011. ",1,0,0,0,0,0,0,0,0,0
Kenka Banchou 6: Soul & Blood, ,0,0,0,0,0,0,0,0,0,0
Supremacy MMA, ,0,0,0,0,0,0,0,0,0,0
Kamen Rider: Super Climax Heroes, ,0,0,0,0,0,0,0,0,0,0
The King of Fighters 2006,"the king of fighters 2006 takes the fighting genre to a whole new level with enhanced 3d graphics and game play mechanics.

39 characters including 14 hidden characters and 4 new fighters.


classic snk characters kula diamond and billy kane, for the first time in 3d


beautiful background stages including neogeo land 


in-depth storyline featuring a different ending for each character


challenge and party mode featuring all-new mini-games 


english and japanese voice options

 
 
source: us.playstation.com ",0,0,0,1,0,0,0,0,1,1
Cartoon Network: Punch Time Explosion XL,"featuring the casts of some of cartoon network’s most iconic shows,   cartoon network punch time explosion is the network’s first-ever   all-star brawler set to make its debut this spring on the   highly-anticipated nintendo 3ds. fans can go toe-to-toe with characters   from your favorite cartoon network shows including the powerpuff girls,   dexter’s laboratory, chowder and many more.
features:


get ready to battle as one of 18 different cartoon network characters!
includes additional 19 characters to assist in combat
experience 32 levels of action-packed adventure that takes place in 21 unique battle arenas
unleash special attacks, discover hidden objects and take on devious bosses 
unlock a secret playable character from signature cartoon network series
play in either battle mode or story mode, compete with 3 other players in multi-player wi-fi mode
share game levels


 
official website ",0,0,0,0,0,0,0,0,0,0
Samurai Shodown Sen,"celebrate the 15th anniversary of the revered weapons-based fighting franchise with the most brutal and visceral samurai shodown installment ever produced -- edge of destiny. set in 1791 during the twilight days of japan's feudal edo period, edge of destiny reveals a society on the brink of collapse, as encroaching western influences threaten to overrun the ancient, once-hidden culture of lords, serfs, and samurai.

in the midst of this chaos and upheaval, the lord of amori-han bravely chooses to raise an orphaned european princess as his own daughter. this brave young girl, suzuhime, matures to become a warrior representing both east and west. the insidious golba, a veteran of the u.s. revolutionary war, ranks paramount among her foes, and a cadre of like-minded fighters flock to japan to halt his dark plans for global domination. familiar faces from past samurai shodown games (including haohmaru, nakoruru, and ukyo) battle alongside newcomers from all corners of the ear th to put an end to golba’s villainous designs. victory on this crucial conflict comes by any means necessary -- even if it means ending a melee with grisly dismemberment or decapitations! ",0,0,0,0,0,0,0,0,1,1
The King of Fighters '96, ,0,0,0,0,0,0,0,0,0,0
Samurai Shodown III,"only winners live; losers must deliver their own fatal punishment! 
an endless sea of blood floods the realm as the demonic zankuro slashes a path of grisly terror! but even zankuro can?t be everywhere.  some say fate lent a hand when a dozen infants escaped the slaughter!  now, years later, 12 revenge-driven samurai begin their violent quest . .  . for the head of zankuro
*back cover* ",0,0,0,0,0,0,0,0,0,0
The King of Fighters EX2: Howling Blood,"in the king of fighters ex 2: howling blood, you can play as or against 21 characters from the king of fighters series, including three characters that are exclusive to this version. each new match gives you an opportunity to refine your fighting skills, unlock secrets, and master powerful moves. if you need help during a match, you can call on your partner to temporarily fight by your side. perfect your fighting strategy in a variety of gameplay modes, such as 3-vs-3 battle, two-player vs, and story. ",0,0,0,0,0,0,0,0,2,2
Yuu Yuu Hakusho: Makyo Toitsusen,"yuu yuu hakusho: makyo toitsusen is an action game, developed by treasure and published by tec toy,  which was released in japan in 1994. ",0,0,0,0,0,0,0,0,0,0
Bleach: Heat the Soul 4,"bleach: heat the soul 4 is a 3d fighting game, developed by eighting and published by scei,  which was released in japan in 2007. ",0,0,0,0,0,0,0,0,0,1
BlazBlue: Cross Tag Battle,"
an unrivaled clash of explosive proportions! the beloved blazblue franchise crosses universes, tags in fan favorites, and battles it out in blazblue: cross tag battle! created through an all-star collaboration between blazblue, atlus’ persona 4 arena, french bread’s under night in-birth, and rooster teeth’s hugely popular rwby web series, cross tag battle celebrates the fighting genre for pros and newcomers alike! choose your team in fast paced 2v2 team battles filled with the craziness you’ve come to love from blazblue, with all the tight mechanics, smooth gameplay, and gorgeous 2d graphics you expect from arc system works.
blazblue: cross tag battle features the work of arc system works’ up-and-coming illustrator: konomi higuchi as the game’s lead character designer.


features

cross: cross over between 4 different universes! play as characters from the blazblue, persona 4 arena, under night in-birth, and (for the first time ever in a fighting game), rwby series
tag: dive deep into the accessible 2 vs 2 gameplay system in a gorgeous 2d tag team based fighting game
battle: take the fight to your friends, online, or against cpu opponents in robust single and multiplayer modes
look good doing it: high definition anime styled 2d characters alongside beautiful 3d backgrounds and smooth animation brings the game to life
arc assembled: developed by arc system works, creators and developers of critically acclaimed and fan favorite fighting series blazblue and guilty gear

source: publisher
 ",0,0,0,0,0,0,0,0,0,4
Bleach: Heat the Soul 7,"bleach: heat the soul 7 is a 3d fighting game, developed by eighting and published by scei,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,1
Ultimate Fighting Championship: Throwdown, ,0,0,0,0,0,0,0,0,0,0
BlazBlue: Chrono Phantasma Extend, ,0,0,0,0,0,0,0,0,0,0
Guilty Gear XX Slash, ,0,0,0,0,0,0,0,0,0,0
Katekyoo Hitman Reborn! DS: Flame Rumble Kaien Ring Soudatsuen!, ,0,0,0,0,0,0,0,0,0,0
Katekyoo Hitman Reborn! DS: Flame Rumble Hyper - Moeyo Mirai, ,0,0,0,0,0,0,0,0,0,0
Fate/Tiger Colosseum,"fate/tiger colosseum is a 2d fighting game, developed by cavia inc. and published by capcom,  which was released in japan in 2007. ",0,0,0,0,0,0,0,0,0,1
One Piece: Gear Spirit,"one piece: gear spirit is a 3d fighting game, developed by matrix software and published by bandai namco games,  which was released in japan in 2007. ",0,0,0,0,0,0,0,0,0,1
Super Street Fighter IV: Arcade Edition,"super street fighter® iv arcade edition, brings the definitive vision of street fighter® to the pc. the follow-up to the critically acclaimed super street fighter® iv will further redefine the fighting game genre with classic 2d street fighter fighting action, a host of new and returning characters, beefed up online modes, and more.
super street fighter® iv arcade edition features a roster of 39 characters. this includes characters from the  original street fighter iv such as ryu, chun-li, el fuerte, and rufus,  while adding the 10 characters from super street fighter® iv and 4 new  characters, including classic combatants yun, yang, and evil ryu as well  as the all-new oni.
beyond characters, super street fighter® iv arcade edition adds all-new balancing, better online functionality, and the fully-featured replay channel, on the pc for the first time.
features:-

new playable characters: four new challengers enter the ring: yun, yang, oni and evil ryu. 
updated character balancing: features all new character balancing, further refining gameplay. 
updated replay channel:

replay follower: be able to follow up to 5 separate player replays making it easier to find your favorite players’ latest replay. 
my channel advanced: allows players to distribute their replay data to up to 50 players. 
elite channel: watch replay data from elite players who have a rating of 3000pp (player points) or more. 


all playable ssfiv characters will be unlocked out of the box, including yun & yang, oni, and evil ryu. 

(steam) ",0,0,0,0,0,0,2,0,0,2
Fairy Tail: Portable Guild 2,"fairy tail: portable guild 2 is a role-playing game, developed and published by konami,  with no announced release date. ",0,0,0,0,0,0,0,0,0,0
Kinnikuman Muscle Grand Prix Max 2: Tokumori, ,0,0,0,0,0,0,0,0,0,0
Naruto Shippuuden: Gekitou Ninja Taisen! EX 3, ,0,0,0,0,0,0,0,0,0,0
Boxing,"lace up the gloves and get ready to show the world how tough you really are. build your fighter from the ground up (unless you’re a seven-foot, 350-pound monster, you’ll probably want to avoid fashioning the fighter after yourself), and take him through the ranks. start out as a lightweight, bulk up and enter the ranks of the middleweights, and finally test your meddle as a premier heavyweight boxer. if you’d prefer, you can choose from a list of awesome fighters already created, pitting him against the other computer-controlled tough guys. each of the pre-programmed fighters has his own special punch to master, and every one of the pugilists is rated based on his skills in several categories. packed with state-of-the-art graphics and arcade-style gameplay, boxing is designed to deliver maximum impact at an affordable price. forget about the overpriced, over-hyped games with expensive endorsements to jack the prices up even higher; this is all the action you’ll be able to handle; in one complete package.

features: 
your choice of fighter
customizable boxers
three weight classes
awesome graphics
two-player action
 ",0,0,0,0,0,0,3,0,2,0
Cartoon Network: Punch Time Explosion XL,"featuring the casts of some of cartoon network’s most iconic shows,   cartoon network punch time explosion is the network’s first-ever   all-star brawler set to make its debut this spring on the   highly-anticipated nintendo 3ds. fans can go toe-to-toe with characters   from your favorite cartoon network shows including the powerpuff girls,   dexter’s laboratory, chowder and many more.
features:


get ready to battle as one of 18 different cartoon network characters!
includes additional 19 characters to assist in combat
experience 32 levels of action-packed adventure that takes place in 21 unique battle arenas
unleash special attacks, discover hidden objects and take on devious bosses 
unlock a secret playable character from signature cartoon network series
play in either battle mode or story mode, compete with 3 other players in multi-player wi-fi mode
share game levels


 
official website ",0,0,0,0,0,0,0,0,0,0
The King of Fighters Collection: The Orochi Saga,"the king of fighters series returns with fierce fighting action.
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,1,1
Mucha Lucha! Mascaritas of the Lost Code, ,0,0,0,0,0,0,0,0,0,0
Kengo: Legend of The 9,"
in feudal japan, it was kill or be killed for the samurai.  kengo: legend of the 9 lets you battle as one of nine famous samurai warriors while mastering expert techniques to gain an advantage over your foes.  become a kengo master as you fight your way through lush, high-definition japanese environments.

play as any of nine real samurai warriors from history: musashi miyamoto, jubei yagyu, sanako chiba, ittosai ito, izo okada, soji okita, kojiro sasaki, ryoma sakamoto and yasubi horibe. 
each samurai has different storylines, attributes and attack techniques . 
battles are loosely based on historical events including the raid of the kira mansion and the battle at ganryujima.
choose between 4 unique game play modes: 

main mode: select a character and advance his/her storyline that interconnects with other character storylines.
mission mode: includes 10 different missions that must be completed within a set time limit.
combat mode: compete in a 2-player head-to-head match.
xbox live leaderboard: connect to xbox live and compete against other gamers by pitting ai characters against each other. once the match has begun, your character will act according to his or her ai traits. your rank will change based on the outcome of the match, and you will be rewarded with various items for reaching certain ranks that you can use in game.


customize your samurai's nickname, fighting stance and weapons using items won online. 
collect and use spirit spheres to upgrade your samurai's attributes including health, stamina, attack power and defense. 
earn experience points in battle to unlock new attacks. 
three difficulty levels: easy, medium or difficult. 
perform instant kills by mastering grapple moves and using the environment to your advantage. 
edit your own range of diverse combo attacks. 
gorgeous high definition, next generation graphics employ light scattering, normal mapping and atmospheric subtleties. 
follow your ranking on xbox live and become the best in the world. 

majesco ",0,0,0,0,0,0,0,0,0,1
TMNT: Mutant Melee, ,0,0,0,0,0,0,0,0,0,0
The King of Fighters: Evolution,"the world famous king of fighters tournament is about to begin again, but this time there are new rules and additions to the event. individual or team battles have an additional character known as a ""striker"" thrown into the mix. players summon the striker at key moments to assail their foes and clinch the match. with teams having 3 fighters and 1 striker, the king of fighters tournament has evolved into a non-stop frenzy of hand-to-hand combat every fighter fan will enjoy.

latest edition to king of fighters legacy offers new rules and special attacks for familiar cast of characters.
multiple modes of play include: team play, team vs. computer, single play, survival time, practice, and survival endless modes.
more fighters than ever before - 30 different warriors, each with their own signature moves and special attacks.

agetec ",0,0,0,0,0,0,1,0,5,0
Saint Seiya: Brave Soldiers, ,0,0,0,0,0,0,0,0,0,0
Bleach: Heat the Soul 3,"bleach: heat the soul 3 is a 3d fighting game, developed by eighting and published by scei,  which was released in japan in 2006. ",0,0,0,0,0,0,0,0,0,1
Super Robot Spirits,"super robot spirits is a 3d fighting game, developed by vertex and published by banpresto,  which was released in japan in 1998. ",0,0,0,0,0,0,0,0,0,1
Teenage Mutant Ninja Turtles: Tournament Fighters,"teenage mutant ninja turtles: tournament fighters is a 2d fighting game, developed and published by konami,  which was released in 1994. ",0,0,0,0,0,0,0,0,1,1
Cartoon Network: Punch Time Explosion XL,"featuring the casts of some of cartoon network’s most iconic shows,   cartoon network punch time explosion is the network’s first-ever   all-star brawler set to make its debut this spring on the   highly-anticipated nintendo 3ds. fans can go toe-to-toe with characters   from your favorite cartoon network shows including the powerpuff girls,   dexter’s laboratory, chowder and many more.
features:


get ready to battle as one of 18 different cartoon network characters!
includes additional 19 characters to assist in combat
experience 32 levels of action-packed adventure that takes place in 21 unique battle arenas
unleash special attacks, discover hidden objects and take on devious bosses 
unlock a secret playable character from signature cartoon network series
play in either battle mode or story mode, compete with 3 other players in multi-player wi-fi mode
share game levels


 
official website ",0,0,0,0,0,0,0,0,0,0
Fairy Tail: Zelef Kakusei, ,0,0,0,0,0,0,0,0,0,0
Tom and Jerry in War of the Whiskers,"are you ready to kick some butt with tom and jerry and friends? with your choice of over 75 weapons, you can duke it out in unique levels such as frankenmouse, a twisted laboratory, or towering infurno, an unstable construction site! be prepared for the ultimate game of ""cat and mouse""!  *11 interactive destructible environments plus secret levels *featuring 9 different characters each with their own strengths, weaknesses, and exciting moves plus special boss characters *more than 75 different weapons *4 modes of game play including: single player, vs. modes, tag team, team play
playstation ",0,0,0,0,0,0,0,0,0,0
Digimon All-Star Rumble, ,0,0,0,0,0,0,0,0,0,0
Samurai Shodown, ,0,0,0,0,0,0,0,0,0,0
Fighter Maker 2,"this product is part of the designer series  for serious fighting game fans only!  fighter maker 2 gives you something you've never experienced before in a ps2 fighting game-the ability to build it yourself! in fighter maker 2 you get to build the world's greatest fighters from scratch using 3d models that respond to your every direction! the customization process includes costumes, body types, special moves, camera angles, and everything you need to create a personally designed cast of fighting characters that are ready to take on all comers! also included is an entire 3d fighting game with a host of opponents ready to take your fighters apart! once you prove your characters have what it takes to beat the locals, you can try your luck against your friend's fighters to see who can build the greatest fighter of all time!
agetec ",0,0,0,0,0,0,3,0,3,4
Street Fighter 30th Anniversary Collection,"celebrate the 30th anniversary of the iconic street fighter franchise with the street fighter 30th anniversary collection on playstation 4, xbox one, nintendo switch and windows pc!  this all-in-one package highlights the series’ past in an anthology of  12 classic titles, plus loads of archival documents, music and history.
this collection includes online-enabled versions of street fighter ii: hyper fighting, super street fighter ii turbo, street fighter alpha 3 and street fighter iii: 3rd strike.  while playing these four titles online, players can recreate the  classic arcade gaming experience by battling the cpu whilst waiting for  online opponents. put your skills to the test and climb global  leaderboards, one for each online title!
fans of the series can also enjoy diving into the past 30 years of  street fighter history with rich character bios, a huge museum mode  including never before seen art and interactive timeline, and listen to  tracks in the music player.
source: https://streetfighter.com/street-fighter-30th-anniversary-collection/ ",0,0,0,0,0,0,7,0,0,0
Dragon Ball Z: Battle of Z, ,0,0,0,0,0,0,0,0,0,0
Ultimate Marvel vs. Capcom 3,"the ultimate heroes from the marvel and capcom universes collide again in  ultimate marvel vs. capcom 3.   every epic character from the original blockbuster returns to the fray  alongside 12 new fighters, 8 over-the-top new stages, enhanced  gameplay,  and more surprises to be announced.
 
official website ",0,0,0,0,0,0,0,0,0,0
Legends of Wrestling II,"legends of wrestling ii takes you through the wrestling hall of fame with the top grapplers that are battling for squared-circle supremacy. play as your favorite wrestler--including hulk hogan, andre ""the giant,"" and bret ""hitman"" hart--each with signature entrances, taunts, and moves. a new storyline and career mode let you battle for the respect of promoters and fans while fighting for the heavyweight championship crown. the game also features tag-team tournaments, a $15,000 body slam challenge, and a variety of match types. ",0,0,0,0,0,0,0,2,0,1
Fatal Fury: Battle Archives Volume 2,"fatal fury battle archives vol. 2 includes real bout fatal fury, real bout fatal fury special, and real bout fatal fury 2: the newcomers.us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Street Fighter V, ,0,0,0,0,0,0,0,0,0,0
BlazBlue: Cross Tag Battle,"
an unrivaled clash of explosive proportions! the beloved blazblue franchise crosses universes, tags in fan favorites, and battles it out in blazblue: cross tag battle! created through an all-star collaboration between blazblue, atlus’ persona 4 arena, french bread’s under night in-birth, and rooster teeth’s hugely popular rwby web series, cross tag battle celebrates the fighting genre for pros and newcomers alike! choose your team in fast paced 2v2 team battles filled with the craziness you’ve come to love from blazblue, with all the tight mechanics, smooth gameplay, and gorgeous 2d graphics you expect from arc system works.
blazblue: cross tag battle features the work of arc system works’ up-and-coming illustrator: konomi higuchi as the game’s lead character designer.


features

cross: cross over between 4 different universes! play as characters from the blazblue, persona 4 arena, under night in-birth, and (for the first time ever in a fighting game), rwby series
tag: dive deep into the accessible 2 vs 2 gameplay system in a gorgeous 2d tag team based fighting game
battle: take the fight to your friends, online, or against cpu opponents in robust single and multiplayer modes
look good doing it: high definition anime styled 2d characters alongside beautiful 3d backgrounds and smooth animation brings the game to life
arc assembled: developed by arc system works, creators and developers of critically acclaimed and fan favorite fighting series blazblue and guilty gear

source: publisher
 ",0,0,0,0,0,0,0,0,0,4
Destrega, ,0,0,0,0,0,0,0,0,0,0
The King of Fighters 02/03,"the eighth and ninth installments in the king of fighters franchise make their ways to the playstation 2 in this double-pack collection of 2d fighting. this collection includes all of the great fighting teams, such as the fatal fury team and the women fighters team, comprising 39 characters from the king of fighters series. unleash special moves, superspecial moves, and combos in a variety of levels, and unlock more levels and bonus characters as you progress.
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,3,1
Steambot Chronicles: Battle Tournament,"about steambot chronicles battle tournament  a young trot driver comes to orion city with one dream in mind: to win the prestigious orion city trotmobile gladiator tournament. however, you'll quickly learn that it takes more than pluck and optimism to earn victory in the coliseum. with the help of a spirited mechanic named venus, you'll have to take on a series of jobs to earn the money and fame required to make a name for yourself about town as a skilled trotmobile operator. when a series of bandit attacks begins to affect the city's economy and distress the citizens, who will have the mettle and the metal to put a stop to it?  key features

you control your adventure -- mission-based gameplay puts you in the driver's seat: you choose what you do and say. take on missions ranging from cross-town delivery to mining in a canyon to defeating bandits. the money and fame points earned can be used to upgrade your trotmobile and enter arena battles.
complete freedom to build -- the cardinal rule of trotmobile design is that there is no ideal design. instead, there are tons of customization options, letting you upgrade your arms, legs, heads, bodies, and more, each changing the nature of how you battle! personalize your vehicle with color and emblem to make it distinctively yours.
four-player competition mode -- clash with your friends' trotmobiles in 4 player ad hoc multiplayer! set each player against the others battle royale style, or pair up for tag team action.
one cartridge, four players -- only one umd disc? you can still compete! activate ""game sharing"" to enter multiplayer mode with standard trotmobiles, or use multiple umds to have access to your customized battle vehicles!

 
source: www.atlus.com ",0,0,0,0,0,0,0,0,0,0
Tournament of Legends,"do you have what it takes to become a legend?become a legend in epic 3d duels against the greatest fighters of world mythology. wield mythic weapons and unleash special animated attacks. wield two weapons at the same time with the wii remote™ and nunchuk™ controller. sharpen your skills in the interactive training level.features intuitive wii remote™ and nunchuk™ controller fight controls for fun and challenging one and two-player duels. master 10 weapons sets, 50 magical attacks, and 10 fully-animated 3d characters. also features unlockable new weapons and giant mythological creatures that suddenly attack during battles.key features:3d weapon and magic duels for 1 to 2 players• master 10 weapon sets: battle axe, katana, roman sword, mace, gauntlet, and more. • unleash 50 powerful magic attacks: a thousand arrows, a man eating lion, thor’s fury, venomous snakes. additionally each weapon has its own enchantment. wield two weapons at the same time and more• wii remote™ is the main weapon and the nunchuk is the secondary weapon. • and more:• launch weapon-specific magic attacks.• dodge and charge opponents.• throw weapons.• combine attacks.• sharpen skills in the interactive training level.switchable weapons and special in-battle challenges• switch weapons with legends of the same class. defeat them in battle to earn their weapon. • dodge mythological creatures that protect the battle lairs: ice dragon, kraken, centaur, titan, and more.• beat wii remote™/nunchuck™ controller challenges to restore health and armor during fights.beautifully animated characters and magic• fluid 3d movement of large characters fuelled by the quantum 3 engine. • striking magical attacks and progressive character damage seen throughout the battle. • beautifully drawn animated comics tell the mythic journeys of each legend.
http://www.sega.com/games/tournament-of-legends/ ",0,0,0,0,0,0,0,0,1,0
Zatch Bell! Mamodo Battles,"battle to become the mighty mamodo king!every one thousand years, one hundred mamodo descend upon earth to conduct the ultimate battle for the mamodo throne! but to unlock the power of their spell books, the mamodo must find their human partners! grab your spell book, choose your team and let the battles commence!special features:

play as your favorite mamodo team!
battle across 18 different stages!
featuring voice acting by the original tv show cast.
collect cards within the game to unlock more powerful mamodo.

 
source: back of us box ",0,0,0,0,0,0,0,0,0,0
Bleach: Versus Crusade, ,0,0,0,0,0,0,0,0,0,0
Kamen Rider: Dragon Knight,"based on the new thecw4kids live action tv series, the kamen rider: dragon knight videogame is an intense action packed hero game where players will have the opportunity to experience the exciting kamen rider adventure firsthand. players will be able to play as all 13 kamen riders, each with their own unique advent cards and special abilities in multiple game modes allowing the players to battle head-to-head or fight legions of enemies as they explore ventara and stop the menacing plot of general xaviax. ",0,0,0,0,0,0,0,0,0,0
Naruto: Ultimate Ninja Heroes (JP sales), ,0,0,0,0,0,0,0,0,0,0
Legend of the Dragon,"
join the battle to maintain the universal balance between darkness and light with all the popular characters from the animated tv series.  ang lueng never dreamed that he would be the next golden dragon. he always assumed his twin sister, ling, the best fighter of the dragon dojo run by their mentor master chin, was next in line. ling is deeply humiliated, and swears to take vengeance upon those who betrayed her, starting with her brother and master chin.   the lure of power from the zodiac master proves too much for ling. hatred leads her into darkness and she becomes the shadow dragon…  enjoy the magic tale of the legend of the dragon in this combat action/adventure game that combines the thrilling fighting sequences and compelling story line of the tv series – in thrilling game-play and animation!
 



key features

18 characters from the series are playable in this game - each character is capable of transforming! players can move around freely in the outside universe or place of combat.
all the important places from the cartoon series are present in the game as combat arenas.
8 different game modes ensure hours of challenging game-play and there are 3 multi-player modes.
3d animations true to the grafic style of the tv series.
the game takes full advantage of the new and cool wii features such as:
the nunchunck is used for character directional moves, the wii remote is used for all movements related to fighting and the spell sytem uses the gyroscopic system of the wii remote!

 
the american game factory ",0,0,0,0,0,0,1,0,0,2
Dissidia: Final Fantasy Universal Tuning, ,0,0,0,0,0,0,0,0,0,0
Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,"rurouni kenshin: meiji kenkaku romantan saisen is a 2d fighting game, developed and published by bandai namco games,  scheduled to be released in japan in 2011. ",0,0,0,0,0,0,0,0,0,1
Showtime Championship Boxing,"
lace up the gloves and get in the ring for ""showtime championship        boxing"".
train and fight your way through the ranks. blood, sweat, and tears is        the only way you will conquer the top contender and be the ultimate        champion. an interactive boxing experience that takes gamers to new        levels. ""knockout"" cutting edge technology takes ""the sweet science"" off        the canvas and raises the championship belt on video game pugilism.
 

 14 boxers-7 heavyweights, 7 welterweights 
 4 different ring environments-chicago, new york, las vegas, los angeles 
 player can unlock other boxers as title belt series progresses 
 3rd person camera view 
 6 modes - single fight, amateur belt, contender belt, showtime belt,          king of the ring, and multiplayer 
 fights can be between four and twelve rounds 
 decisions are made based on tkos, kos, or points 
 takes full advantage of the wii remote and nunchuk style interactive          capabiliti 

nintendo ",0,0,0,0,0,0,0,0,0,0
Guilty Gear XX Accent Core Plus,"guilty gear xx accent core plus marks the return of over 20 beloved characters from the guilty gear franchise, including kliff and justice! fans of the series will be pleased to not only find all their characters available right off the bat, but will finally be able to uncover the rich stories of each character for the first time!
features

2 combatants return to the battle! accent core plus marks the return of fan favorites kliff undersn and justice, rounding out the cast of 25 playable characters.
all new story mode created specifically for ggxxacp! discover the back story to all of your favorite characters in the guilty gear mythos, with fully-voiced dialogue.
fight to survive! level up your character's abilities and traits in the re-tuned survival mode.
team battle royale! create a three-man team in versus mode to find out which characters are the ultimate guilty gear team-up.
 ",0,0,0,0,0,0,0,0,0,0
Shonen Jump's One Piece: Grand Battle, ,0,0,0,0,0,0,0,0,0,0
Naruto Shippuden: Gekitou Ninja Taisen Special,"naruto shippuden: gekitou ninja taisen special is a 3d fighting game, developed by eighting and published by takara tomy,  which was released in japan in 2010. ",1,0,0,0,0,0,0,0,0,1
Jissen Pachi-Slot Hisshouhou! Hokuto no Ken F - Seikimatsu Kyuuseishu Densetsu, ,0,0,0,0,0,0,0,0,0,0
Rurouni Kenshin: Meiji Kenyaku Romantan - Kansen, ,0,0,0,0,0,0,0,0,0,0
Marvel Super Heroes,"play as your favorite marvel character: wolverine, spider-man, the incredible hulk, captain america, iron man, psylocke, shuman-gorath, blackheart, juggernaut or magneto. power up with an infinity gem - grant your super hero healing power, super attacks and increased strength.

vibrant animation  
huge characters  
powerful gems  
earth-shattering combat

a spectacular translation of capcom's #1 ranked arcade blockbuster
[us back cover] ",0,0,0,0,0,0,0,0,0,0
Showtime Championship Boxing,"showtime boxing utilises the innovative touch screen control scheme of the nintendo ds to put you in absolute of your boxer. you can throw all manner of quick and powerful punches, as well as dodging, blocking and evading your opponent's moves all using either the ds stylus or buttons.

ds wifi enables frantic multiplayer action.


single player mode features six title belts with a host of unlockable competitions and boxers


game features a choice of 14 boxers from two weight divisions.


all the boxers are fully modelled, textured and motion captured.


uses the renowned showtime boxing licence, theme music and imagery.


each fighter has individual skills and special punches to help them take control of the fight.

zushi games ",0,0,0,0,0,0,1,0,0,0
Guilty Gear X: Advance Edition,"in the 22nd century, mankind is battling with futuristic biological weapons named gears. now you must stop these dangerous beasts in their tracks. at stake is a huge reward... and the fate of mankind. take on 6 gameplay modes, including arcade, vs, 3-on-3, tag and survival. 
fight as 14 characters and pull off cool moves, including combo attacks. 
compete in 2-player action via the game boy advance game link cable. ",0,0,0,0,0,0,0,0,0,0
Fate/Tiger Colosseum Upper,"fate/tiger colosseum upper is an action game, developed by cavia inc. and published by capcom,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,0
Melty Blood: Actress Again, ,0,0,0,0,0,0,0,0,0,0
Kamen Rider: Super Climax Heroes, ,0,0,0,0,0,0,0,0,0,0
All Kamen Rider: Rider Generation 2, ,0,0,0,0,0,0,0,0,0,0
Killing Zone, ,0,0,0,0,0,0,0,0,0,0
Hajime no Ippo Portable: Victorious Spirits,"hajime no ippo portable: victorious spirits is a boxing game, developed by esp software and published by grandprix inc.,  which was released in japan in 2007. ",0,0,0,0,0,0,0,0,0,0
Katekyoo Hitman Reborn! DS: Flame Rumble Mukuro Kyoushuu, ,0,0,0,0,0,0,0,0,0,0
Real Bout Garou Densetsu Special: Dominated Mind,"geese howard may have been dead, but that doesn't mean that southtown is at peace again. a madman psycho, white, is planning to take over the city & to fulfill his objectives more easily, has brainwashed billy kane, geese's right hand man. fortunately, terry has heard of this, as well as his friends & rivals. most of them are planning to defeat white & to save southtown again. 21 fighters, one of them a daredevil plane pilot, alfred airhawk to be exact. however, only 1 of them will get the chance to take on white & hopefully save the city, while the rest will have to lick thier wounds! prepare for one of the best fighting experiences you'll ever see!
features:

21 immediately selectable characters. one of them a new character, alfred airhawk to be exact! he may be a daredevil plane pilot, but that doesn't mean that he's not a good fighter too!

 

all new ""final impacts""! cancel a regular special move into a super move when the going gets tough!

 

all new fmv sequences show the power of the psx! 

 

tons of exclusive bonus features, like unlockable super moves & artwork to name a few. the replay value is huge for this game!

 

real bout fatal fury special: dominated mind is only available on psx, but you can get real bout fatal fury special for the saturn, neo geo aes, mvs, neo geo cd, & gameboy which is similar to dominated mind, but has much less content.

written by marktheshark275
 
 
 
 
  ",0,0,0,0,0,0,1,0,0,1
Samurai Shodown Anthology," the complete collection of the samurai shodown series, containing 6 games: samurai shodown, i, ii, iii, iv, v, and vi
celebrate the history of samurai shodown by battling as one of the greatest samurai of all time. six separate adventures that span across the life of the franchise in this incredible collection. ",0,0,0,0,0,0,0,0,0,0
