Name,Summary,investigation,clues,hakuouki,5pb,hunex,telltale,csi,factory,idea,adventure
Suzumiya Haruhi no Tsuisou, ,0,0,0,0,0,0,0,0,0,0
Great Edo Blacksmith, ,0,0,0,0,0,0,0,0,0,0
Simple DS Series Vol. 8: The Kanshikikan - Kinkyuu Shutsudou!! Jiken Genba wo Touch Seyo, ,0,0,0,0,0,0,0,0,0,0
Harukanaru Toki no Naka de Yumenoukihashi Special,"harukanaru toki no naka de yumenoukihashi special is a role-playing game, developed and published by koei,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,0
Tsuyo Kiss: Mighty Heart, ,0,0,0,0,0,0,0,0,0,0
Steins;Gate 0, ,0,0,0,0,0,0,0,0,0,0
Parfait, ,0,0,0,0,0,0,0,0,0,0
Mashiro Iro Symphony: *mutsu-no-hana, ,0,0,0,0,0,0,0,0,0,0
Metal Gear Solid: The Essential Collection (JP sales),"twenty years ago konami created the metal gear franchise and it first appeared on the msx. now the series is one of konami’s pillars and to celebrate twenty years of solid snake they are releasing the metal gear 20th anniversary metal gear solid collection specifically for the playstation. the collection is being sold for 6,900 yen ($57) and it comes with:
 
metal gear (ps2)
metal gear 2: solid snake (ps2)
metal gear solid (ps1)
metal gear solid: sons of liberty (ps2)
the document of metal gear solid 2 (ps2)
metal gear solid 3: snake eater (ps2)
metal gear solid portable ops (psp)
metal gear saga (dvd) ",0,0,0,0,0,0,0,0,0,0
Harukanaru Toki no Naka de 6, ,0,0,0,0,0,0,0,0,0,0
Tail Concerto,"dogs and cats inhabit the world of prairie. the dogs are the dominant group and have denied the cats representation in the government. the black cats is formed to get feline representation by any means necessary. believing that five crystals scattered in prairie hold the key to a utopia filled with catnip, the black cats go after them. if the crystals are gathered, they will awaken the iron giant who will destroy prairie. you take the role of waffle, who must stop the black cats and save the world. luckily, he is equipped with a robotic suit that can immobilize fleeing cats with the bubble gun, allowing the arms to capture them. after a cat is captured, it is thrown into a teleporter and sent to jail. will waffle be able to stop the black cats before they find the crystals? find out by playing tail concerto. ",0,0,0,0,0,0,0,0,0,0
Emma at the Farm,"look after all of the animals on the farm with your friend emma!  join emma, and her dog pickles, as she spends the day at uncle jules' farm. however, everything quickly turns into an uproar as the chicks have gone missing, the piglets have run away, the eggs must be collected, the cows must be milked, along with all of the other chores. only you can help emma put things right again!
* animals - take care of the farm animals; neddy the donkey, the rabbits, the piglets, the sheep, the hens, and more
* learning - discover lots of fun things: the vegetables in the garden, the sounds of the animals and delicious recipes
* fashion - dress emma in any clothes you like from the vast wardrobe available to you     * cooking - learn many new recipes
* exclusive sticker sheet included- perfect for decorating your nintendo ds!
* 18 mini-games use the nintendo ds functionality - blow on your screen to make the dandelion clocks fly away, call neddy the donkey, use the stylus to look for eggs and more

nintendo ",0,0,0,0,0,0,0,0,0,0
Night Head: The Labyrinth, ,0,0,0,0,0,0,0,0,0,0
EverBlue 2,"everblue 2 takes you on a deep-sea diving adventure with hidden treasure and marine life. you'll join divers leo and zucco in their search for the truth behind the caribbean's bermuda triangle and coral reef. the mysteries unfold as you freely explore sunken treasure ships, play with dolphins and underwater sea life, wander the great coral sea, and avoid shark attacks. this role-playing game provides not only an exciting adventure, but also valuable lessons in deep-sea diving. ",0,0,0,0,0,0,0,0,0,1
Safari Adventures: Africa,"safari adventures is a collection of 3d adventure games designed for children from 6 to 9 years old. the game includes five 3d games mixing discovery & exploration on the african continent, where the child discovers various ecosystems and resolves problems linked to the environmental degradation. join alex and emma and set off to discover africa! ",0,0,0,0,0,0,0,0,0,1
Higurashi no Naku Koro ni Kizuna: Dai-San-Kan - Rasen, ,0,0,0,0,0,0,0,0,0,0
King's Quest: The Complete Collection,"embark on an extraordinary journey across the world of daventry
king’s quest is a collection of five different chapter releases, each focusing on an untold tale in graham’s past. in each chapter, an aging king graham reflects on his life of adventure with his granddaughter, gwendolyn, while players are transported back to influence first-hand the decisions and events that shaped a kingdom. embark on an extraordinary journey across the world of daventry.
source: publisher ",0,0,0,0,0,0,0,0,0,1
Nancy Drew: Alibi In Ashes, ,0,0,0,0,0,0,0,0,0,0
Clannad,"clannad is an adventure game, developed and published by prototype,  with no announced release date. ",0,0,0,0,0,0,0,0,0,1
The Void, ,0,0,0,0,0,0,0,0,0,0
Accel World: Ginyoku no Kakusei, ,0,0,0,0,0,0,0,0,0,0
Vitamin X Evolution,"vitamin x evolution is an action game, developed by hunex and published by d3,  which was released in japan in 2008. ",0,0,0,0,1,0,0,0,0,0
Arthur and the Invisibles,"directly inspired by the upcoming animated film of the same name, arthur        and the invisibles is allows players to relive the fantastic adventures        of young arthur and his two pals, selenia and bétamèche, in their        mission to save the invisibles’ world from destruction. the game will        incorporate filmmaker luc besson’s entire minimoy universe and its tiny        inhabitants with the richness and extraordinary visuals of the film.

 game play is based on the concept of the ""trio"" - each phase of a          puzzle or combat requires utilizing the skills of all three characters          (arthur, selenia and bétamèche). 
 each character has unique but complimentary powers which players must          use to their advantage. the three heroes have their own particular          objectives, but they must also aid one other. 
 players can watch integrated scenes from the film offered in the form          of parallel action phases. 

 
  nintendo ",0,0,0,0,0,0,0,0,0,0
Black Mirror,"david gordon never knew his estranged father particularly well. still  it comes as a shock when he is summoned to his family’s ancestral home  in the scottish highlands, after his father has taken his own life  there. david does not know much about his father’s final weeks, but the  circumstances of his death seem more than peculiar. settling the  heritage is merely an excuse for david to find out more about the castle  his father grew up in, meeting the family he never knew and for  shedding light on the mysteries surrounding his father’s death.
tormented by nightmares and waking dreams for all his life, he fears  that it might be his destiny to follow in his father’s footsteps, down a  path that leads to madness and death. is there really a curse that has been haunting his family for  generations as his father believed? or are the mysteries hidden inside  the cold walls of black mirror house of a far more wordly nature?
it is up to david to uncover the horrible truths, buried under generations of silence and fathoms of stone.
source: https://blackmirror-game.com/game/story-and-game/ ",0,0,0,0,0,0,0,0,0,0
Togainu no Chi: True Blood, ,0,0,0,0,0,0,0,0,0,0
Chicken Shoot 2,"chicken shoot 2 is a shoot-'em-up game, developed by zuxxez and published by dsi games,  which was released in 2005. ",0,0,0,0,0,0,0,0,0,0
Shin Hayarigami 2, ,0,0,0,0,0,0,0,0,0,0
Accel World: Ginyoku no Kakusei, ,0,0,0,0,0,0,0,0,0,0
Rampo,"rampo is an adventure game, published by soj,  which was released in japan in 1995. ",0,0,0,0,0,0,0,0,0,1
Hiiro no Kakera 2: Hisui no Shizuku, ,0,0,0,0,0,0,0,0,0,0
Chaos;Head - Love Chu*Chu!,"chaos;head - love chu*chu! is an adventure game, developed and published by 5pb,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,1
House M.D., ,0,0,0,0,0,0,0,0,0,0
"Moshi, Kono Sekai ni Kami-sama ga Iru to suru Naraba.", ,0,0,0,0,0,0,0,0,0,0
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen, ,0,0,0,0,0,0,0,0,0,0
Midnight Mysteries: The Edgar Allan Poe Conspiracy, ,0,0,0,0,0,0,0,0,0,0
Last Escort: Club Katze,"last escort: club katze is an adventure game, developed and published by d3,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,1
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen, ,0,0,0,0,0,0,0,0,0,0
Otometeki Koi Kakumei * Love Revo,"otometeki koi kakumei * love revo is an adventure game, developed by hunex and published by interchannel,  which was released in japan in 2006. ",0,0,0,0,1,0,0,0,0,1
Hallowed Legends: Samhain, ,0,0,0,0,0,0,0,0,0,0
Kiniro no Corda 3, ,0,0,0,0,0,0,0,0,0,0
Nil Admirari no Tenbin: Teito Genwaku Toukidan, ,0,0,0,0,0,0,0,0,0,0
Highschool Terra Story,"high school terra story is a virtual life game, published by kid,  which was released in japan in 1998. ",0,0,0,0,0,0,0,0,0,0
Mother Goose no Himitsu no Yakata, ,0,0,0,0,0,0,0,0,0,0
Tantei Jinguuji Saburo DS: Kienai Kokoro,"tantei jinguuji saburo ds: kienai kokoro is an adventure game, developed by workjam and published by arc system works,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,1
StormLover, ,0,0,0,0,0,0,0,0,0,0
Dancing Blade II: Tears of Eden, ,0,0,0,0,0,0,0,0,0,0
Gochuumon wa Usagi Desu ka?? Wonderful Party!, ,0,0,0,0,0,0,0,0,0,0
Hiiro no Kakera 3: Aoikuro no Kusabi, ,0,0,0,0,0,0,0,0,0,0
DokiDoki Majo Shinpan! 2, ,0,0,0,0,0,0,0,0,0,0
Don't Knock Twice, ,0,0,0,0,0,0,0,0,0,0
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,"to loveru trouble: doki doki! rinkaigakkou-hen is a text adventure game, developed and published by marvelous,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,1
Adventure Time: Pirates of the Enchiridion,"the land of ooo is underwater, and it’s up to finn and jake to find out why. join our heroes as they explore dangerous waters, search for clues, interrogate pirates and fight bad guys to solve this wet, wet mystery and save the day!



features


explore the land of ooo freely, discover secrets and collect loot with playable fan-favourite characters, finn, jake, bmo and marceline.


set sail across the high seas between kingdoms and venture into uncharted territories to figure out what’s going on.


upgrade your heroes, use items, spells, potions and unique ultimate hero abilities to battle bad guys in fast-paced tactical combat.


an original adventure time story, all voiced by the show’s cast.


source: publisher


 ",0,0,0,0,0,0,0,0,0,1
Lux-Pain (JP sales),"lux-pain is set in historical kisaragi city, a town plagued by mysteries from small mishaps to murders - with no logical explanation as to why these events occur. it seems “silent”, a worm born through hate and sadness, has infected humans and forced them to commit atrocious crimes. the hero's parents are victims of such crimes. to avenge his parents, atsuki goes through a dangerous operation to acquire lux-pain in his left arm, a power so strong that his left eye turns golden when using it to seek and destroy silent for good.
features

investigate your surroundings and gather hints by conversing with characters in the game
explore the massive world of kisaragi city
use your stylus to conduct autopsies of silent worms found throughout the game
psychic powers enable you to save potential victims from silent. use your stylus to find the parasite before it reaches the heart of the victim.
 ",0,0,0,0,0,0,0,0,0,0
Tokimeki Memorial Girl's Side 1st Love Plus, ,0,0,0,0,0,0,0,0,0,0
Story Hour: Adventures,"you and your child can now read classic fairytales and stories on the nintendo wii thanks to the launch of two innovative titles: story hour: fairy tales and story hour adventures. these ‘interactive storybooks’ feature some of the world’s best known tales including cinderella, snow white, aladin and jack & the beanstalk. the beautifully illustrated stories, all with their own individual style, provide a fun and education game play experience for both you and your child. the child can choose to read through the story themselves or have them narrated by professional voice actors. each of the games also features an interactive game using the wii remote.all of the stories have been created by different artists who have chosen their individual style and unique perspective for each of the tales. choose between listening to the narrator or reading out loud.parent and child help the story proceed by accomplishing basic tasks for the characters in the game, for example helping cinderella find pumpkins in the pumpkin patch or helping paul bunyanchopping down a copse of trees. easy to use, wii-remote only controls make these games instantly accessible to all ages.

zushi games ",0,0,0,0,0,0,0,0,0,0
Suzumiya Haruhi no Chokuretsu, ,0,0,0,0,0,0,0,0,0,0
S.Y.K Renshouden,"s.y.k renshouden is an adventure game, developed and published by idea factory,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,1,1
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future, ,0,0,0,0,0,0,0,0,0,0
D.C.I.F.: Da Capo Innocent Finale,"d.c.i.f.: da capo innocent finale is an adventure game, developed and published by sweets,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,1
Sukitomo. Tsukiuta. 12 Memories, ,0,0,0,0,0,0,0,0,0,0
The Inner World, ,0,0,0,0,0,0,0,0,0,0
The Pillars of the Earth," 

based on ken follett's world-bestseller, ‘the pillars of the earth’ retells the story of the village of kingsbridge in a whole new interactive way. play as jack, aliena and philip and change the events of the book through exploration, decision-making and dialogues. this interactive novel contains three 'books', containing 7 chapters each. 
12th century, england: in a time of great poverty and war, a small town begins the construction of a cathedral to claim wealth and security for its people. in their struggle to survive, lives and destinies intertwine. philip the monk becomes prior of the small abbey of kingsbridge. at the same time, a boy called jack is raised in the woods by his outlawed mother. his apprenticeship as a stonemason paves his way to become a gifted master builder. together with the disgraced noblewoman aliena, jack and philip begin the construction of one of the greatest cathedrals england will ever see.
features


one of the most successful novels of all      time, now adapted as a three-part videogame series


change events from the novel and influence      the fates of its characters


follow an epic of war, conspiracies and      romance spanning over 30 years


three different playable characters: jack      the outsider, aliena the noblewoman and philip the monk


brings the 12th century to life with over      200 handpainted backgrounds


fully animated in a unique 2d style


optimized for use with controller and mouse


orchestral soundtrack by the filmharmonic      orchestra, prague


full voice over in english and german,      featuring glen mccready as philip, naomi sheldon as aliena and cody molko      and alex jordan as the young and adult jack


with a special appearance by ken follett as      the voice of the cantor


source: daedalic entertainment
 ",0,0,0,0,0,0,0,0,0,0
Hakuouki,"hakuouki is an adventure game, developed and published by idea factory,  which was released in japan in 2008. ",0,0,1,0,0,0,0,0,1,1
Taishou Moebius Line Vitable, ,0,0,0,0,0,0,0,0,0,0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.6, ,0,0,0,0,0,0,0,0,0,0
Drake & Josh: Talent Showdown,"""teen american talent,"" the hottest talent competition, has everyone abuzz at belleview high. drake is desperate to win the ""best musical act"" while josh hones his magic tricks.
unfortunately, travis, the front man for the happy sundays band, plans to win the competition by sabotaging the other contestants. he and his football buddies will use any means they have to make sure travis and the happy sundays win!

play as all three characters – drake, josh, megan.
exciting adventure-style gameplay featuring all the humor from the hit tv series.
all-new guitar gameplay: strum guitar strings with your stylus to make rocking music and help put drake on the fast lane to stardom!
new weapons to battle bullies – water gun and fire extinguisher.
use megan or josh's innocence ability to avoid danger.
perform dazzling magic tricks to earn power ups



game website ",0,0,0,0,0,0,0,0,0,0
Hayate no Gotoku! Nightmare Paradise,"hayate no gotoku! nightmare paradise is an action game, developed by hunex and published by konami,  which was released in japan in 2009. ",0,0,0,0,1,0,0,0,0,0
Senjou no Waltz, ,0,0,0,0,0,0,0,0,0,0
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou, ,0,0,0,0,0,0,0,0,0,0
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna, ,0,0,0,0,0,0,0,0,0,0
The Great Mystery Hidden Object Package 5, ,0,0,0,0,0,0,0,0,0,0
Net High, ,0,0,0,0,0,0,0,0,0,0
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable, ,0,0,0,0,0,0,0,0,0,0
Syberia II,"syberia ii is the sequel to the award-winning adventure game syberia. the plot follows heroine kate walker as she embarks on a daring quest through four majestic worlds to find the mythical syberia. with the help of hans voralberg, kate is on the hunt for the last of the fabled syberian mammoths at the heart of a long-forgotten universe.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,0,0,0,0,0,1
Secret Files 2: Puritas Cordis,"volcanic eruptions, earthquakes, tsunamis... the world is on the brink of disaster. by the time nina kalenkow realizes that the recent catastrophes were caused not by nature, but by an unscrupulous secret society known as puritas cordis, it is almost too late.  while her ex-boyfriend max, a scientist, witnesses the brutal methods of puritas cordis at the excavation site of an ancient indonesian temple complex, nina joins forces with a priest in france to investigate the connection between the secret society's sinister prophesies and the creepy leader of an ancient order. a dramatic race against time begins.
will the protagonists be able to avert the impending apocalypse?  features

official sequel to secret files: tunguska
puzzles and elements of gameplay tailored to the specific features of the wii 
spectacular graphics and cinematic cutscenes
four playable, sometimes cooperating characters
comfortable controls with a diary, puzzle help and hotspot display
professional voice actors (wii only)
two-player mode for cooperative gameplay (wii only)
 ",0,0,0,0,0,0,0,0,0,0
Storm Lover 2nd V, ,0,0,0,0,0,0,0,0,0,0
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure, ,0,0,0,0,0,0,0,0,0,0
Nisenochigiri: Omoide no Saki e, ,0,0,0,0,0,0,0,0,0,0
Grand Theft Auto: The Trilogy,"
rockstar games is proud to present grand theft auto: the trilogy. all three games in the epic saga are here together: grand theft auto 3, grand theft auto: vice city and grand theft auto: san andreas. exclusive, limited edition packaging makes this the ultimate collector’s set of the series.
take 2
 ",0,0,0,0,0,0,0,0,0,0
In Cold Blood,"in cold blood is an adventure game, developed by revolution software and published by dreamcatcher interactive,  which was released in 2001. ",0,0,0,0,0,0,0,0,0,1
Safari Adventures: Africa,"
safari adventures is a collection of 3d adventure games for children 6  to 9 years old.
the game includes several quests mixing discovery and exploration of  the african continent, where the player encounters various ecosystems  and resolves problems linked to environmental degradation.



explore the african continent through dozens of extensive missions!
make friends with over 50 animals, including elephants, cheetahs,  gorillas, and more!
fill your photo album with pictures of all your latest explorations  and new found friends.

http://www.conspiracygames.com/products.php?productid=81531500124 ",0,0,0,0,0,0,0,0,0,1
The Island of Dr. Frankenstein,"in this epic and fun adventure and exploration game, you’re a young mechanic in charge of keeping a flying island in the air. 60 missions, 30 puzzles, 14 charismatic characters, and 20 hours of gameplay add up to a visually stunning, and delightfully fun gaming experience. not to be missed!

adventure and exploration game for all ages 
60 missions 
30 puzzles 
up to 20 hours of game play 
3 adventure filled acts 
 ",0,0,0,0,0,0,0,0,0,3
Tsuku Monogatari, ,0,0,0,0,0,0,0,0,0,0
Vitamin Z,"vitamin z is an adventure game, developed by hunex and published by d3,  which was released in japan in 2009. ",0,0,0,0,1,0,0,0,0,1
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu, ,0,0,0,0,0,0,0,0,0,0
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen, ,0,0,0,0,0,0,0,0,0,0
Harukanaru Toki no Naka de 5: Kazahanaki, ,0,0,0,0,0,0,0,0,0,0
Emily Archer and the Curse of Tutankhamun,"thrilling hidden object murder mystery in egypt!
lady archer was invited to egypt to see the priceless treasure of  king tutankhamun by her friend lord carnarvon. she arrives two months  later to find her dear friend murdered and the mask of tutankhamun  stolen! help emily archer to solve the murder and find the missing mask.
can you solve the murder… or is it the curse of tutankhamun?
features:

search through dozens of challenging scenes, such as excavations, tombs and hotel rooms, for clues and hidden objects 
varied and demanding minigames: open safes, repair ripped-up documents, cocktail mixing and many more! 
take an atmospheric journey through 1920s egypt, with beautiful backgrounds and an engrossing soundtrack

http://www.mastertronic.com/productmastertronic.asp?pid=956 ",0,1,0,0,0,0,0,0,0,0
Diabolik Lovers: More Blood, ,0,0,0,0,0,0,0,0,0,0
The Town of Light,"
the town of light
12 march 1938. renée, 16 years old, is ripped out of her world, locked up and deprived of everything. her only fault was that she didn't know what her place in the world was. ""a danger to herself and others and a cause of public scandal"" wrote the police headquarters. the only horror you will find in this game is the truth: a blow to the solar plexus, much more intense than any supernatural presence
the town of light is a psychological adventure told in the first person. the story is set in italy in the first half of the 20th century in a place which really existed and has been meticulously reconstructed. exploring and interacting with the environment you will relive the history of the main character through her confused viewpoint and on the basis of your choices, the story will develop in different ways.
source: thetownoflight.com
 ",0,0,0,0,0,0,0,0,0,1
Syberia,"a journey beyond compare...for the young kate walker, an ambitious lawyer, the voralberg toy company acquisition seemed like a textbook case - a quick stopover to a small alpine village in france to buy-out an old automaton factory, then straight back home to new york.  her journey across land and time throws all she values into question, while the deal she set out to sign turns into a pact with destiny...
features:
 third-person-perspective adventure 
 more than 30 characters, dozens of automated toys 
 logical problems and puzzles mixed with an engrossing storyline 
 different environments propel the player into strange settings 
 symphonic musical score and detailed sound environment
 ",0,0,0,0,0,0,0,0,0,1
Wand of Fortune R2: Jikuu ni Shizumu Mokushiroku, ,0,0,0,0,0,0,0,0,0,0
Akane Iro ni Somaru Saka Parallel,"akane iro ni somaru saka: parallel is an adventure game, developed by feng and published by gn software,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,1
Wand of Fortune R, ,0,0,0,0,0,0,0,0,0,0
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder, ,0,0,0,0,0,0,0,0,0,0
Starry * Sky: In Winter - PSP Edition, ,0,0,0,0,0,0,0,0,0,0
Saka Agari Hurricane Portable, ,0,0,0,0,0,0,0,0,0,0
Eco Creatures: Save The Forest,"at the foot of mana mountain is the naturally beautiful mana woods.        animals, spirits, and wizards once lived peacefully here until the        adjoining kingdom set out to industrialize and destroy the forest. with        the help of an old wizard, an army of woodland creatures and magical        powers, you must conserve and revitalize the woodlands in this unique        real time strategy game for the nintendo ds.
• the first eco-friendly adventure for the nintendo ds! eco creatures:        save the forest promotes awareness of the perils of        over-industrialization, deforestation, pollution, extinction and global        warming, as well as their effects on various life forms
• use the touch screen to control magical powers and units of woodland        creatures with ease and precision
• employ woodland creatures to strategically protect the woods and        recover the polluted land. each creature type has different abilities:        ecolis grow trees, ecoby build bridges and swim, and ecomon move objects        and fly
• manage your powers and creatures wisely in a robust single player        experience filled with more than 40 challenging missions
• nurture your woodland creatures to help them evolve and learn new        abilities so they can better assist your environmental missions
• plant new trees to prevent deforestation of the woods, earn power-ups        that grant enhanced or new abilities, and grow your army of creatures
• choose between an enormous array of strategies to defend your homeland        from enemies and bosses like the evil mecha army
• play with friends through local ad-hoc connections or via wi-fi        connection
– 2-4 players can play over a local connection or via game sharing with        1 cartridge
– 2 players can play via wi-fi connection and see where they rank in an        online ranking system
• land make feature lets you build your own maps and invite friends to        play in levels you’ve created!

nintendo ",0,0,0,0,0,0,0,0,0,1
Kintaihi Shounen no Jiken: Kyakusen Eris-Gou no Sangeki, ,0,0,0,0,0,0,0,0,0,0
Jack Keane,"jack keane – the seed of evil
the game is set in the early stages of colonialism and takes place in diverse locations like london, capetown or the indian jungle.
starting in london, jack has to cope with cruel thugs who want to collect jack's debt. jack escapes and by chance receives a dangerous mission from the queen that leads him far into the indian ocean. soon, jack meets a mysterious girl named amanda, and together they embark upon a wild and adventurous quest on tooth island and eventually battle against the evil ""doctor t"". will they manage to foil his evil plans and finally save the world?
key features
* wild and action packed point-and-click adventure game
* enthralling story including many allusions to famous movies and video games
* humorous dialogues inspired by the classic lucas arts adventures plenty of cinematic movies and cutscenes
* more than 40 wacky characters
* countless adventurous locations stuffed with interaction
* suited for both genre beginners and, because of increasing difficulty levels, advanced players
* two playable characters: the ironic, slightly clumsy daredevil jack keane, plus the attractive but mysterious lady, amanda
* 3d levels presented with state of the art special effects plenty of diverse locations such as london, capetown and the indian jungle
-kalypsomedia.com ",0,0,0,0,0,0,0,0,0,1
The Raven Remastered,"london, 1964. an ancient ruby is stolen from the british museum. at the crime scene: a raven feather. is somebody trying to follow in the footsteps of the raven, the legendary master thief who disappeared years before?
constable anton jakob zellner finds himself in the middle of the kind of murder mystery he so far only knew from reading his favourite crime novels. nothing is what it seems. everyone has something to hide. and the raven is always one step ahead...
 
features

a classic whodunit adventure from king art, the creators of the book of unwritten tales-series
experience a thrilling crime story through the eyes of multiple characters
classic murder mystery locations, from a train in the swiss alps, to a majestic cruise ship and the cairo museum
high quality voice acting from a compelling cast of quirky characters
fully remastered animations, lighting and hair in full hd resolution

source: publisher
  ",0,0,0,0,0,0,0,0,0,1
Mahou Sensei Negima! Kagai Jugyou ~Otome no Dokidoki Beachside~, ,0,0,0,0,0,0,0,0,0,0
The Pillars of the Earth," 
based on ken follett's world-bestseller, ‘the pillars of the earth’ retells the story of the village of kingsbridge in a whole new interactive way. play as jack, aliena and philip and change the events of the book through exploration, decision-making and dialogues. this interactive novel contains three 'books', containing 7 chapters each. 
12th century, england: in a time of great poverty and war, a small town begins the construction of a cathedral to claim wealth and security for its people. in their struggle to survive, lives and destinies intertwine. philip the monk becomes prior of the small abbey of kingsbridge. at the same time, a boy called jack is raised in the woods by his outlawed mother. his apprenticeship as a stonemason paves his way to become a gifted master builder. together with the disgraced noblewoman aliena, jack and philip begin the construction of one of the greatest cathedrals england will ever see.
features


one of the most successful novels of all      time, now adapted as a three-part videogame series


change events from the novel and influence      the fates of its characters


follow an epic of war, conspiracies and      romance spanning over 30 years


three different playable characters: jack      the outsider, aliena the noblewoman and philip the monk


brings the 12th century to life with over      200 handpainted backgrounds


fully animated in a unique 2d style


optimized for use with controller and mouse


orchestral soundtrack by the filmharmonic      orchestra, prague


full voice over in english and german,      featuring glen mccready as philip, naomi sheldon as aliena and cody molko      and alex jordan as the young and adult jack


with a special appearance by ken follett as      the voice of the cantor


source: daedalic entertainment ",0,0,0,0,0,0,0,0,0,0
Clannad,"
「clannad」(クラナド)は、pc ソフトの大ヒット作「kanon」や「air」を送り出した制作チーム「key」が贈る、 恋愛アドベンチャーゲームの第 3 弾です。「家族」というテーマを通して人と人との絆を描いた大ボリュームのシナリオは、序盤から様々な分岐が始まり、 エンディングは数十種類にもおよびます。 また、特定のストーリーを見る事により、新たなストーリーが現れ、 世界観も広がって行きます。
 

 

hd 画質による、高解像度グラフィック xbox 360 版では解像度が 1280×720 ピクセルに。hd 画質となり、感動の物語を高精細なビジュアルで堪能できます。

ドルビーデジタル (5.1ch) 対応 かねてから評判の高い「clannad」の音楽をドルビーデジタル 5.1ch で再構成。美しい音楽をより感動的に演出します。 また、フルボイス(主人公除く) の音声の一部も対応させ、臨場感が大幅にアップ! 春原が絶叫と共に引きずられ、早苗さんが泣きながら駆け抜けて行きます。

スピンオフショートストーリー「光見守る坂道で」配信pc 版の原作チーム「key」自らの手により書き下ろされた「clannad」のスピンオフストーリー集「光見守る坂道で」全 16 話をゲーム本編の進行に合わせて、xbox live からダウンロード(有料) 可能です。物 語は clannad に登場するキャラクター個々にスポットを当てたショートノベルになっており、ダウンロードコンテンツは、clannad 本編の bgm とゲーム同様のキャスティングによる声優の音声に加え、人気イラストレーター「ごとｐ」氏の描くビジュアルによる「映像付きドラマ cd」になっています。

 
xbox.com
 
""clannad"" (clannad) is, pc software blockbuster ""kanon"" and ""air"" production team sent a ""key"" give the first three bullets love adventure games.  ""family"" depicting the scenario of large volumes of bonds between people through the theme, we start from the beginning of the branch-like, even dozens oyobimasu ending. in addition, the stories show a specific thing, a new story appears, i'll also expanded view of the world.         * hd by image quality, high-resolution graphics         xbox 360 version of the resolution 1280 × 720 pixels. and hd picture quality and can be enjoyed by the high-definition visuals moving story.       * dolby digital (5.1ch) for         for some time a high reputation ""clannad"" reconfigure 5.1ch dolby digital music. more compelling the beautiful music director. the voice track (except the hero) to make for some of the voice of realism significantly up! sunohara is dragged along with the screaming, crying because i'll run through ms. sanae.       * supinofushotosutori ""hill watching the light"" distribution         pc version of the original team ""key"" that was written by his own hand ""clannad"" supinofusutori collection of ""the hill watching light"" according to all 16 games of this story the story progresses, xbox live download (surcharge) is available .        clannad individual characters in the story we have been focusing on the short novel, downloadable content, clannad bgm addition to the voice of this story by casting the same actor play, and popular illustrator ""by p"" to draw his visual by ""drama with a video cd"" has.
 
[google translation] ",0,0,0,0,0,0,0,0,0,1
Kuryuu Youma Gakuenki Recharge, ,0,0,0,0,0,0,0,0,0,0
Shin Hayarigami 2, ,0,0,0,0,0,0,0,0,0,0
The Town of Light,"
the town of light
12 march 1938. renée, 16 years old, is ripped out of her world, locked up and deprived of everything. her only fault was that she didn't know what her place in the world was. ""a danger to herself and others and a cause of public scandal"" wrote the police headquarters. the only horror you will find in this game is the truth: a blow to the solar plexus, much more intense than any supernatural presence
the town of light is a psychological adventure told in the first person. the story is set in italy in the first half of the 20th century in a place which really existed and has been meticulously reconstructed. exploring and interacting with the environment you will relive the history of the main character through her confused viewpoint and on the basis of your choices, the story will develop in different ways.
source: thetownoflight.com
 ",0,0,0,0,0,0,0,0,0,1
Hakuoki: Kyoto Winds, ,0,0,0,0,0,0,0,0,0,0
Clannad: Mitsumi Mamoru Sakamichi de - Gekan,"clannad: mitsumi mamoru sakamichi de - gekan is an adventure game, developed and published by prototype,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,1
