Name,Summary,tales,pokémon,monsters,enix,dungeon,dungeons,fantasy,playing,role,rpg
Kurikin: Nano Island Story, ,0,0,0,0,0,0,0,0,0,0
Ys I & II Chronicles, ,0,0,0,0,0,0,0,0,0,0
Exist Archive: The Other Side of the Sky, ,0,0,0,0,0,0,0,0,0,0
Spectral Force 3,"magic era: 996. the ten kingdoms of the land, seizing the opportunity provided by overlord januss death, are attempting to unify the continent under their own banners. this is the beginning of the great neverland war. in order to bolster their defenses, kingdoms have begun hiring mercenary units. as new members of the norius mercenaries, you and your friend diaz are eager to prove yourselves. when the squads commander judo is mortally wounded in battle, the mantle of leadership is entrusted to you, and so the adventure begins.
-atlus.com ",0,0,0,0,0,0,0,0,0,0
Digimon World Re:Digitize Decode, ,0,0,0,0,0,0,0,0,0,0
Digimon World 4,"get ready. the digimon are back and they’re ready for another new adventure! in digimon world 4, a freak security breach has terminated the connection with the real world. in the process of searching for the cause of the breach, researchers stumbled upon a mysterious new world. it's up to you, the digital security guard, to investigate this new discovery. you must uncover the secrets behind the problem and return peace to the digital world.   in this four player action rpg, you will get to play as your favorite digmon from the tv show. fights will take place in real-time thanks to an enhanced battle system, unlike the usual turn-taking fights. by mastering skills and techniques, you can unlock special digivolved digimon.
features:
play as the most popular digimon from the tv series!  
action and adventure – digimon-style for up to 4 players!  
featuring a new enhanced battle system, with real-time battles.  
unlock special digivolved digimon by mastering skills and technique
 ",0,0,0,0,0,0,0,0,0,0
Grand Kingdom, ,0,0,0,0,0,0,0,0,0,0
Nights of Azure, ,0,0,0,0,0,0,0,0,0,0
Chou Jigen Game Neptune Mk-II, ,0,0,0,0,0,0,0,0,0,0
Criminal Girls 2: Party Favors, ,0,0,0,0,0,0,0,0,0,0
Dragon's Dogma Online, ,0,0,0,0,0,0,0,0,0,0
Shining Resonance Refrain, ,0,0,0,0,0,0,0,0,0,0
Wizardry: Tale of the Forsaken Land,"our story takes place in the kingdom of duhan, a peaceful place…until one day a sphere of light from the heavens shatters the evening sky. thousands are killed and the kingdom is in ruins. demonic creatures from the underworld have emerged and the queen of duhan has disappeared into the labyrinths beneath the castle. the labyrinths are said to hold the greatest treasures in the land, but will you survive long enough to enjoy them? it is now up to you to face the ultimate challenge: can you find the queen in time and rid the kingdom of the evil that has befallen it? fight on, brave warrior! wizardry: tale of the forsaken land introduces a unique gameplay mechanic, called the trust system, which gives you the ability to use special group combat techniques known as allied actions. like the converge attack and sacred cross, these allied actions are critical to success in battle, as you often run into groups of enemies that outnumber you 2 to 1. the trust system takes into account many factors that contribute to overall party unity including your successes/failures in battle, the personality of each party member and even who your characters stand by in battle. ultimately, without these special attacks you will stand little chance of fending off the attacks of the enemy horde.  can you handle it?
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Lost Heroes, ,0,0,0,0,0,0,0,0,0,0
Shin Megami Tensei: Devil Summoner - Raidou Kuzunoha vs the Soulless Army,"raidou kuzunoha is a private detective in japan's taishou period of the 1910s and 1920s, but he's much more than just a well-dressed crime scene investigator; he also has the power to capture and conjure demons to do his bidding. take control of raidou and his otherworldly companions, guide them through thrilling episodes of action and intrigue, and learn the incredible secrets of the soulless army!
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Dungeon Maker II: The Hidden War,seventy thousand years of peace has finally come to an end. the evil that lay dormant is now beginning to stir. will a hero emerge once more to shed light upon the shadow? ferocious beasts and monsters have invaded your lands. delve deep underground and create a grand dungeon to lure the evil and vanquish it forever. ,0,0,1,0,1,0,0,0,0,0
Risen 3: Titan Lords,"goblins and gnomes are fighting for supremacy on the isle of thieves.
the choice is yours.
the world has been abandoned by its gods and is scarred from the rampage of the titans. humanity is struggling to regain strength and rally its forces. you, however, have more pressing concerns:
your own life has been shattered and you must set off to  reclaim what is lost amidst the darkness that is spreading throughout  the world. who knows, maybe you’ll even save the world at the same time?
three threads of destiny lie before you. three ways to rise up against the
titans and regain your soul. which path will you take?
deepsilver.com ",0,0,0,0,0,0,0,0,0,0
Ephemeral Fantasia,"a story of a wandering minstrel who steals hearts with his music (then steals everything else with his secret thieving skills), a talking guitar that accompanies its looting lute player, a former devil child girl who starts thinking evil isn't all it's cracked up to be, and a day without an end in sight, continuously warping to the same morning...something's strange in konami's latest whimsical and weird role-playing game ephemeral fantasia. players will find themselves on a mysterious island stuck in the spell of a warlock that forever repeats the days before a fateful wedding. the guitar player was brought to the island to compose a song for the ceremony that could never be, but with the aid of the striking and half-sinister girl and her magical powers, he ends up being the hero charged with rescuing the town from its fate of time. ephemeral fantasia brings to role-playing fantasy an extraordinary new adventure, with wonderful 3d graphics, an innovative battle system, and real-time gameplay dynamics that bring new adventures with every tick of the clock.
 
us.playstation.com ",0,0,0,0,0,0,1,0,0,0
Koudelka," wales, great britain, 1898. a group of three characters, including the beautiful medium koudelka are drawn to the mysterious nemeton monastery. the dark, deserted and foreboding place keeps within its walls a secret mystery of witchcraft and sorcery.

3 highly individual characters, all with a part to play in an epic plot
incredible fmv cinematics and an immersive musical score
complete voice-overs that create a true movie like experience
thrilling and strategic turn-based combat sequences
highly detailed 3d backgrounds that give a true gothic atmosphere
the best of japanese rpg meets a fully european style plot and gameplay environment
 ",0,0,0,0,0,0,0,0,0,1
Lost Dimension, ,0,0,0,0,0,0,0,0,0,0
RockMan EXE 4.5 Real Operation,"rockman exe 4.5 real operation is a role-playing game, published by capcom,  which was released in japan in 2004. ",0,0,0,0,0,0,0,0,0,0
Knights in the Nightmare,"somewhere between heaven and the underworld -- in the center of a quiet lake -- stood an ancient castle known as aventheim. one night, without warning, denizens of the netherworld emerged and slaughtered the kingdom; nary a soul was left alive.  within an abandoned, long-forgotten church deep in the woods, a wisp is set free. bereft of memory, it is drawn toward the monster-infested castle and re-awakens the souls of the vanquished knights, leading them back towards the fallen stronghold to confront the very forces of evil that took their lives.  key features -  an experience unlike any before it -- incorporating strategy rpg, real-time strategy, and shooter elements, you've never experienced a game like this. control a wisp with your stylus and activate the souls of deceased knights to aid you in destroying foes on the map. enemies fire bullets in multiple directions, making it vital for players to master the unique touch controls.  -  over 100 playable characters -- find and recruit the ghosts of seven different classes of knights from your kingdom, and learn of their pasts, hopes, dreams, and untimely deaths. sacrifice their souls to one another to balance their skills and create your ultimate party.  -  a tale from two perspectives -- this twice-told legend entangles you in a dark and brooding tale that is simultaneously examined through events both past and present. complete the adventure to unlock the ability to play through the game with a new narrative twist, placing the antagonist in the starring role.
source: www.atlus.com ",0,0,0,0,0,0,0,0,0,0
Nights of Azure, ,0,0,0,0,0,0,0,0,0,0
Zoids: Legacy,join over 70 characters and battle over 140 types of zoids in the war for control of planet zi. create and upgrade zoids to improve efficiency and perform awesome combination attacks. customize battle conditions and fight your way through 10 incredible levels. ,0,0,0,0,0,0,0,0,0,0
Kamen Rider Travelers Record, ,0,0,0,0,0,0,0,0,0,0
SaGa 3: Jikuu no Hasha - Shadow or Light,"saga 3: jikuu no hasha - shadow or light is a role-playing game, developed and published by square enix,  scheduled to be released in japan in 2011. ",0,0,0,0,0,0,0,0,0,0
Shining Force: Resurrection of the Dark Dragon,"the mysterious traveler darksol has worked his way into the king's graces to further his plans of resurrecting an ancient evil—the dark dragon. you play the role of max, a young warrior who remembers nothing of his past. 

when guardiana is attacked, you are given an army to lead, & must unravel the mystery behind the legacy of the gods, lest the world perish. ",0,0,0,0,0,0,0,0,1,0
Shining Soul II,"long ago, the warriors of light defeated darkness, but in time, the story became just an old legend. for many years, the world was at peace, but eventually, disaster slowly drew near. thick, mysterious clouds formed overhead, blocking out the sun, but not releasing a drop of rain. the people were tormented by drought for years. then, monsters began to appear, and people's hearts filled with despair. king marcel, the ruler of klantol, feared for his people's welfare. and so, he announced a grand tournament at the colosseum to find a mighty hero that could protect the country and vanquish the wandering monsters.  ""...heroes who have inherited the power of light, save this world from being engulfed in darkness!"" ",0,0,1,0,0,0,0,0,0,0
Shin Megami Tensei: Digital Devil Saga 2,"serph, leader of the embryon, wanders aimlessly through the lifeless streets before him. in the junkyard, his tribe fought a gruesome war, hoping the light of heaven would relieve their suffering. in the end, serph’s world vanished, along with the comrades who stood by him. all that awaited him in nirvana were endless streets littered with the silent remains of human statues.
the promised land was nothing but a new hell.
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
The Legend of Heroes: Trails in the Sky First Chapter, ,0,0,0,0,0,0,0,0,0,0
PoPoLoCrois (JP sales),"popolocrois, the traditional first role-playing game for the psp® (playstation®portable) system, is a classically animated adventure sure to thrill the entire family this holiday season. this charming adventure from agetec®, follows the brave prince pietro traveling to faraway lands and enchanted kingdoms, where he interacts with fairies and does battle with dragons. developed by g-artist and sony computer entertainment inc., popolocrois is a tale that the entire family can enjoy together!
playstation ",0,0,0,0,0,0,0,0,0,0
Ken to Mahou to Gakuen Mono. 2,"ken to mahou to gakuen mono. 2 is a role-playing game, developed by zerodiv and published by acquire,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,0
Gintama Gin-Oh Quest: Gin-San ga Tenshoku Shitari Sekai wo Sukuttari, ,0,0,0,0,0,0,0,0,0,0
Slayers Royal, ,0,0,0,0,0,0,0,0,0,0
King's Field (Japan), ,0,0,0,0,0,0,0,0,0,0
Shining Resonance Refrain, ,0,0,0,0,0,0,0,0,0,0
Final Fantasy VI,"magitek has been reborn. and the end of the world is near.
ages ago, evil beings created powerful creatures called espers, and  unleashed them against each other. the resulting battles left their  world a smoldering rubble. legend has it, the espers destroyed  themselves and most of humanity. magic disappeared forever.
centuries have passed and a rational world now exists with espers  living only in myths, until one frozen solid since the ancient wars is  unearthed. suddenly, there are reports of magical attacks on civilians.  imperial commandos launch raids using magic-powered magitek weapons.  magic is obviously alive and the world is in danger again.
who or what is behind the rediscovery and redeployment of this  legendary power? what chaotic plans exist that will wreak havoc on this  orderly world? ",0,0,0,0,0,0,0,0,0,0
The Legend of Alon D'ar,"discovery lies within...a cataclysmic evil is tearing the magical world of chandar in two. control a young warrior and assemble a party of heroes to engage in desperate battle and labyrinthine mystery as you explore this shattered realm. discover the dark mysteries of the past and become the savior of a world so big the adventure is boundless.lead your party through the massive original fantasy world of chandar, encountering mysterious quests and magical monsters in seamless 3d environments! 
us.playstation.com ",0,0,1,0,0,0,1,0,0,0
Super Robot Taisen OG Saga: Endless Frontier,"super robot taisen og saga: endless frontier is a unique sci-fi/fantasy rpg that takes players across a variety of worlds, ranging from an apocalyptic wasteland covered with the hulks of downed spaceships to a fantastical place of fairy tales and dark magic. join haken browning: gunslinger, professional bounty hunter, and amateur ladies' man, along with his motley crew of robots, were-beasts, secret agents, and busty princesses as they delve deep into the mysteries of how their worlds came to be and face a threat that imperils the multiverse. ",1,0,0,0,0,0,0,0,0,1
Ogre Battle Series: Tactics Ogre,"the story takes place in a land called valeria, which has established itself as a major trading port. valeria consists of 15 islands and several different ethnic groups. as a result, many wars have been fought over who would control valeria.
peace was brought to the land by a king named dolgare. but after his death, valeria was divided into 3 different ethnic groups, each claiming that they were the ones to succeed king dolgare. the story begins when a minor ethnic group called the walstanians were oppressed and discriminated by the other factions. ",0,0,0,0,0,0,0,0,0,0
Atelier Firis: The Alchemist and the Mysterious Journey, ,0,0,0,0,0,0,0,0,0,0
Final Fantasy XI: Vana'diel Collection 2008,"the following games are included in this collection:-

 final fantasy xi: online
 final fantasy xi: rise of the zilart
 final fantasy xi: chains of promathia
 final fantasy xi: treasures of aht urhgan
 final fantasy xi: wings of the goddess
 ",0,0,0,0,0,0,5,0,0,0
Evolution Worlds,"the first traditional rpg for the gamecube.
evolution worlds is the next episode in the epic adventure of heroes, mag and linear, from evolution and evolution 2.
after the demise of a superior ancient civilization, cyframe technology -- enchanted mechanical body weaponry -- is discovered. every young adolescent aspires to be a cyframe ""adventurer,"" including evolution worlds' feisty hero, mag.
mag and his friend, the enigmatic heroine, linear, embark on a journey to discover the mysterious evolutia. evil warriors of the eighth empire are also trying to find evolutia, the last piece of the ancient world.
mag, linear, and their watchful butler gre nade, along with friends chain gun and pepper spray, set out on their perilous journey to save the world from treacherous evil forces, and uncover the truth of evolutia and the ancient world!
game features:

ew is the latest chronicle in the series featuring the best-selling dreamcast rpg in the u.s., evolution, and its highly acclaimed sequel, evolution 2. 
gameplay utilizes 360-degree turn-based tactical combat unique to gamecube. 
ew features 40+ hours of gameplay and includes more than 100 characters. 
graphically stunning visuals and special effects are showcased throughout the game. 
new features include extra voices, improved visuals, hidden features and new game technology. 

source: ubi.com ",0,0,0,0,0,0,0,0,0,2
Dungeon Travelers 2: The Royal Library & the Monster Seal, ,0,0,0,0,0,0,0,0,0,0
Alien Syndrome,"in alien syndrome, players take control of the game's strong and enigmatic heroine - earth command trooper aileen harding - and battle a variety of fearsome aliens and colossal bosses. gamers choose from a wide selection of character specialties and skills as they progress through an engrossing campaign, protected by many different types of armor and using a variety of melee and ranged weaponry. players can improve their heroine's statistics and discover a huge number of powerful new abilities as they fight through infested spaceships and bizarre alien planets.
playstation ",0,0,0,0,0,0,0,0,0,0
Phantasy Star Online Episode III: C.A.R.D. Revolution,"fate's deck awaits you
once again war rages on the planet ragol in the third installment of the phantasy star online saga. experience a new style of strategic combat as you draw upon powerful cards to wage battle against your opponents. choose the path of the hero or the arkz, and enter into the conflict that rages on the planet ragol as the next generation of hunters. your fate as victor or victim has never been more in your hands.
-go online to chat in the lobby with other players to get tips or find a challenger
-build your personal deck of cards
-take to the battlefield - online or offline
*back of box (pal) ",0,0,0,0,0,0,0,0,0,0
Moe Chronicle, ,0,0,0,0,0,0,0,0,0,0
Criminal Girls,"criminal girls is a role-playing game, developed by image epoch and published by nippon ichi software,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
Dragon Shadow Spell, ,0,0,0,0,0,0,0,0,0,0
Dragon Slayer: Eiyuu Densetsu,"dragon slayer: eiyuu densetsu is a role-playing game, developed and published by sega,  which was released in japan in 1994. ",0,0,0,0,0,0,0,0,0,0
Dragon Slayer: The Legend of Heroes, ,0,0,0,0,0,0,0,0,0,0
Child of Light,"the kingdom of lemuria is in despair!
the black queen  has stolen the sun, the moon and the stars. you play as aurora, a young  princess with a pure heart whose soul is brought to the kingdom of  lemuria. embark on a quest to recapture the three sources of light,  defeat the black queen and restore the kingdom of lemuria.
an adventure waits!
created  by the talented team of ubisoft montréal using the ubiart framework,  child of light is an rpg inspired by fairy tales. take an extraordinary  journey through the vast world of lemuria and explore its mythical  environments, interact with its inhabitants as you discover new  locations and their secrets.
the breathing world of lemuria
across  your experience through lemuria you will meet encounters that you will  remember, from friendly fairies and gnomes to vile wolves and dark  dragons.
fight monsters and evil mythical creatures
aurora  has the power to fight creatures from the dark and to restore the  stolen lights. fight alongside the igniculus in active time battle  systems. your firefly ally can be controlled by another player, so you  can live this adventure with your friends.
source: https://www.ubisoft.com/en-us/game/child-of-light/ ",0,0,1,0,0,0,0,0,0,1
Slayers Royal 2, ,0,0,0,0,0,0,0,0,0,0
Dawn of Heroes,"
the once great kingdom of brimthule is in despair following the loss of its lord and champion. king leroy sacrificed himself to entomb the great beast ragnakore in a body of stone. without its leader, the kingdom has split into baronies and is beset by curses, monsters, and misfortunes, with some believing ragnakore, though trapped, is responsible. the time has come for new heroes to stand tall against the realm's greatest foes; the time has come for the dawn of heroes.
dawn of heroes features classic rpg concepts, character development, epic combat, quests and puzzle solving. dawn of heroes differs from other rpgs with hilarious dialogue, customizable parties, a variety of dungeons and items, and multiplayer features geared towards building a community of heroes all over the world.


take in breathtaking 3d graphics, from the massive world of brimthule to the unique look of all its inhabitants.

immerse yourself in a deep storyline as you experience multiple quests and dangers. 
play more than 50 missions with branching paths and side quests. 
over 25 playable classes from 6 unique factions let you create your own party of heroes to work together as the ultimate team. 
face a multitude of enemies from 12 unique factions. 
collect hundreds of items during your adventure and share them online with friends. 
awesome local and wi fi multiplayer action has players constantly optimizing their parties for a different battle every time they seek a new challenge. 
streamlined user interface allows players to command all aspects of their adventure using the touch screen and stylus.

http://majescoentertainment.com/games/nintendo-ds/dawn-of-heroes/ ",0,0,0,0,0,1,0,0,0,1
Lost Heroes 2, ,0,0,0,0,0,0,0,0,0,0
Majin Tensei,"majin tensei is a sci-fi turn-based strategy game, developed and published by atlus co.,  which was released in japan in 1994. ",0,0,0,0,0,0,0,0,0,0
Dragon Ball Z: The Legacy of Goku I & II, ,0,0,0,0,0,0,0,0,0,0
Hero Bank, ,0,0,0,0,0,0,0,0,0,0
Tales of Fandom Vol.2,"tales of fandom vol. 2 is a miscellaneous game, developed and published by bandai namco games,  which was released in japan in 2007. ",1,0,0,0,0,0,0,0,0,0
Baroque," 

a dark, twisted fantasy
the world of baroque is one inhabited by twisted people. meta-beings, angels, the order of malkuth, and the ""neuro tower"" are all tangled threads of the warped tapestry that is baroque.
a world that changes every time you play
the protagonist must head to the lowest floor of the neuro tower and fight through the foul denizens of the world. the neuro tower itself is also constantly distorting, and hence, the protagonist will be introduced to a new labyrinth every time he sets foot inside.
battle with meta-beings
strange and twisted meta-beings will impede your progress through the neuro tower. you will need to use your purification abilities as well as a vast assortment of weapons, armor, and even parasites.
 
[atlus]

  ",0,0,0,0,0,0,1,0,0,0
Conception: Please Give Birth to My Child!, ,0,0,0,0,0,0,0,0,0,0
Wizardry: Llylgamyn Saga, ,0,0,0,0,0,0,0,0,0,0
God Wars: Future Past, ,0,0,0,0,0,0,0,0,0,0
Magic Pengel: The Quest for Color,"draw your own game characters!  take the adventure game role of a lifetime as a doodler -- a special person capable of drawing your own cast of characters and watch them come alive as active 3d cast members in one of the most original games of all time! your doodles are granted awesome powers so you can compete in arenas all across the realm!
 
agetec ",0,0,0,0,0,0,0,0,1,0
Mega Man Battle Network: Operation Shooting Star, ,0,0,0,0,0,0,0,0,0,0
The Witch and the Hundred Knight 2, ,0,0,0,0,0,0,0,0,0,0
I am Setsuna,"to maintain peace, once a decade, a sacrifice was offered to a fiend on the island. however, one year, the fiend grew violent before the next sacrifice was due. those living on the island were afraid and tried to calm the fiend by offering a sacrifice; setsuna, chosen because of her powers of enchantment. setsuna must leave with her safeguards for the farthest land, where the ceremony of sacrifice will be held.
i am setsuna introduces the authentic jrpg style of yesteryear! journey with setsuna as she prepares to make the ultimate sacrifice and save the people of her land. a powerfully nostalgic experience, blending a classic style of story-telling, battle system and gameplay.

gameplay and features

a great homage to jrpg masterpieces of yesteryear, using the latest technology to develop a truly memorable story and player experience and bring the authentic jrpg style to current hardware.
a new battle system inspired by the timeless jrpg classic, chrono trigger.
an emotionally impactful and memorable story which immerses players in the narrative of setsuna, whose story portrays heartrending sorrow.
beautiful character designs and varied in-game locales evoke nostalgia for classic rpgs.

source: official site
 ",0,0,0,0,0,0,0,0,0,0
Summon Night 4, ,0,0,0,0,0,0,0,0,0,0
Sigma Harmonics, ,0,0,0,0,0,0,0,0,0,0
Summon Night, ,0,0,0,0,0,0,0,0,0,0
Seiken Densetsu Collection, ,0,0,0,0,0,0,0,0,0,0
Hyperdimension Neptunia Re;Birth 3: V Generation, ,0,0,0,0,0,0,0,0,0,0
The Elder Scrolls IV: Shivering Isles,"the elder scrolls iv: shivering isles is                           the official expansion for oblivion -- the                           2006 rpg and game of the year. it features more than                           30 hours of new gameplay as you are sent to explore                         an entirely new plane of oblivion -- the realm of                         sheogorath, the daedric prince of madness. shivering                         isles adds to the existing  world of oblivion,                         so you can continue playing with your existing save game/character,                         or create an all new character just to explore the new                         content in shivering  isles. new creatures,                         weapons, armor, ingredients, branching questlines, and                         more await in the land of mania and dementia.
enter the world of the madgod -- the realm of  sheogorath.  inside                             this torn plane reside the sublimely creative and the                             completely psychotic. something is happening to the                             shivering isles and sheogorath himself looks to you                             to be his champion and defend his realm and its inhabitants                             from destruction. do you have the strength to survive                             his trials, to tame a realm fraught with paranoia and                             despair, and wear the mantle of a god?
 
source - www.bethsoft.com (publisher) ",0,0,0,0,0,0,0,1,0,1
Divinity II: Ego Draconis,"
many years have passed since the darkness of damian’s armies was repelled and he was banished from the world of rivellon. while men enjoy their first years of real peace, damian breaks free from his bonds and returns to take vengeance. and with him come the dragons. in divinity ii - ego draconis, you are the only one who stands in the way of evil. in this new installment to the award winning divinity series, face your destiny and become one of the world’s most mysterious and powerful beings, a dragon knight. fight as both, human and dragon, use your powerful battle tower as a base of operations, create creatures to support you in battle, and delve deep into a story that unfolds depending on your choices. your decisions determine the fate of rivellon.




the battle tower: the battle tower serves as your base of operations. recruit staff to create weapons, an armory, spells, and potions for you and your own creatures, customized to your liking, and ready to be summoned for aid in battle.
a dragon knight: to be a dragon knight allows you to fight as either human or dragon. engage in massive aerial combats or use your sword in close quarters combat. but choose your form wisely for the best tactical advantage.
the choice: the choice is yours. delve deep into a story that unfolds depending on your choices and acquired skills. your decisions determine the fate of rivellon.


 ",0,0,0,0,0,0,0,0,0,0
Torchlight,"word of ember blazed across the land, and the town of torchlight flared to life.
ember is the essence of magic and the keystone of alchemy; it lures the restless with promises of power and riches. miners burrowed deep beneath the dirt streets of torchlight, discovering veins of the ore richer than any found in living memory- but they were not the first to covet these mines. the miners broke through into the buried past, a dangerous labyrinth of caverns and ruined civilizations, twisted creatures and the bones of those who came before. evil bubbles up from the depths and threatens to overrun this town as it has so many others. the heart of a villain has infused the ember, and his darkness seeps through the veins. to survive, the townspeople must break the cycle of destruction; they need a champion who can destroy the evil at its root. removing the source of the rot may purify the ember, but it is a long and perilous journey. the champion must battle through rock and fire, through lost cities and ancient tombs, into the palace of the villain himself.
the adventure is set in the mining settlement of torchlight, a boomtown founded on the discovery of rich veins of ember – a rare and mysterious ore with the power to enchant or corrupt all that it contacts. this corruptive power may have dire consequences however, and players set out into the nearby mountains and depths below to discover the full extent of ember’s influence on the civilizations that have come before.
players will choose from among three character classes, and venture from the safety of the town of torchlight into randomly generated dungeon levels, with a huge variety of creepy monsters, endless variations of loot to find, and quests to complete. the endless randomization ensures a long-lived gameplay experience.(developer) ",0,0,0,0,1,0,0,0,0,0
Kenyuu Densetsu Yaiba,"kenyuu densetsu yaiba is a role-playing game, developed by atelier double and published by banpresto,  which was released in japan in 1994. ",0,0,0,0,0,0,0,0,0,0
Operation Darkness,"enter an alternate wwii-era world where history and fantasy collide! leading an army of ruthless officers and unearthly creatures, adolf hitler marches through europe, leaving behind a trail of death and destruction. with his powers on the rise and his armies on the move, it falls on you and your team of elite soldiers to cut deep into the heart of the third reich and strike a fatal blow to hitlers ever-growing legion of evil!
-atlus.com ",0,0,0,0,0,0,1,0,0,0
The Legend of Heroes: Trails in the Sky the 3rd, ,0,0,0,0,0,0,0,0,0,0
The Legend of Heroes: Trails in the Sky Third Chapter,"eiyuu densetsu: sora no kiseki the 3rd is a role-playing game, developed and published by falcom,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,0
Ragnarok: Hikari to Yami no Koujo, ,0,0,0,0,0,0,0,0,0,0
The Caligula Effect, ,0,0,0,0,0,0,0,0,0,0
Record of Agarest War," 

at the dawn of time, a terrible war raged between the forces of  good and evil, ending in the destruction of the world of agarest. after  their victory, the gods of light unified the decaying bodies of the gods  of darkness and created a new world.
now, the forces of darkness are awakening once again…


choose the path of darkness or light through a truly epic story,  spanning multiple generations.
battle hundreds of different creatures using an array of character   abilities, in a compelling and innovative turn-based combat system.
build your ultimate army of warriors and master extra skills,  special arts and over kills to defeat colossal enemies!
unite with your chosen heroine and use the ""soul breed"" system to  shape the fate of the next generation of heroes.

 
ghostlight ltd ",0,0,0,0,0,0,0,0,0,0
Mugen Souls Z, ,0,0,0,0,0,0,0,0,0,0
Lost Heroes, ,0,0,0,0,0,0,0,0,0,0
Eiyuu Densetsu: Zero no Kiseki: Evolution, ,0,0,0,0,0,0,0,0,0,0
Tales of Rebirth,"tales of rebirth is a role-playing game, developed and published by bandai namco games,  which was released in japan in 2008. ",1,0,0,0,0,0,0,0,0,0
Tecmo's Deception, ,0,0,0,0,0,0,0,0,0,0
Ghost in the Shell: Stand Alone Complex,"box text: in a world without borders, terrorism knows no limits
 
       section 9 is back to give the cyber-terrorists a run for their money. the niihama terror plot was just the beginning - berutarbe in the northern region celebrates its 20th anniversary return to the kurile islands and section 9 must investigate several mysteries in the surrounding area. play as section 9 members and use motoko's agility, batou's strength, togusa's stealth or saito's sniper skills to protect the festivities and take down the terrorists!
 

6-player wireless battles and communication 
train and customize your tachikoma - add weapons and parts to enhance their abilities! 
more than 50 different weapons! from hand guns and rocket launchers to sub-machine guns. 
hack into enemies or surveillance systems to break down the terrorist cells.
 ",0,0,0,0,0,0,0,0,0,0
Neverland Card Battles,"the scales of judgment day are teetering. the evil deity hellgaia has escaped from his tomb and threatens to destroy neverland’s existence. the shrine guardian summons the dominators, those who wield the power of the spectral cards – to help. eleven are sent, but only one has the strength to prevail - galahad.
 
armed with the power to summon allied warriors and creatures, cast powerful spells, and build resourceful bases with his spectral cards, guide galahad on his quest to stop hellgaia and save the world. the other dominators await, each with their own card-wielding ways. think you have what it takes to be a true card master? join the battle and find out.
features:

strategy rpg meets card based tactics.
conquer territory to collect mana and strengthen your powers in battle.
15 different game boards provides hours of tactical action.
wield the power of over 200 different summoning cards.
ad hoc head-to-head multiplayer mode.
build customized decks and vary your playing style.

playstation ",0,0,0,0,0,0,0,1,0,1
Genkai Tokki: Moero Crystal, ,0,0,0,0,0,0,0,0,0,0
Digimon World Championship,"a legendary digimon tournament has just been announced!  as a new digimon tamer, explore the digital world to hunt down and capture the strongest digimon in the wild!  raise digimon in a variety of ways, training them in different skills, digivolve them and prepare them for over 50 competitions.  assemble the ultimate digimon squad for team battles or go one-on-one in your journey to win the digimon world® championship!
features

a new kind of digimon game:  digimon world championship features hunting, tactical training, and intense title matches in a first for the popular digimon world series!



hunt wild digimon:  experience the thrill of the hunt and pursue wild digimon in the vast digital world.  capture the wild digimon with weapons, ingenious traps, and more.



remember your training:  the way a tamer trains and treats a digimon will change the way the digimon fights and acts.  buy and utilize different training aids.  teach your digimon to be strong, or teach your digimon to be defensive – it is up to you how to train them!  the training combinations are endless. 


over 200 digimon:  digimon world championship features over 200 digimon, including returning favorites like agumon and gaomon, as well as some new digimon.  



a massive digital world:  some wild digimon can be found only in certain environments.  snowy mountains, sandy deserts, and lush jungles abound.  as the day changes to night, different digimon appear.  check back throughout the day to hunt the most elusive digimon!


take on rival tamers: challenge friends to battle over wireless communication or nintendo wi-fi connection.  

source: namco-bandai website ",0,0,0,0,0,0,0,0,0,0
Colosseum: Road to Freedom,"while china was in the midst of an upheaval, the roman empire experienced its own decline after the death of caesar marcus aurelius. nonetheless, the citizens of rome were provided with ample public diversion in the form of gladiator games. through the action role-playing game, colosseum: road to freedom, video gamers will experience first-hand the thrill of fighting in these gruesome spectacles, as well as the hardships of training as a slave. ",0,0,0,0,0,0,0,0,0,0
I am Setsuna,"to maintain peace, once a decade, a sacrifice was offered to a fiend on the island. however, one year, the fiend grew violent before the next sacrifice was due. those living on the island were afraid and tried to calm the fiend by offering a sacrifice; setsuna, chosen because of her powers of enchantment. setsuna must leave with her safeguards for the farthest land, where the ceremony of sacrifice will be held.
i am setsuna introduces the authentic jrpg style of yesteryear! journey with setsuna as she prepares to make the ultimate sacrifice and save the people of her land. a powerfully nostalgic experience, blending a classic style of story-telling, battle system and gameplay.

gameplay and features

a great homage to jrpg masterpieces of yesteryear, using the latest technology to develop a truly memorable story and player experience and bring the authentic jrpg style to current hardware.
a new battle system inspired by the timeless jrpg classic, chrono trigger.
an emotionally impactful and memorable story which immerses players in the narrative of setsuna, whose story portrays heartrending sorrow.
beautiful character designs and varied in-game locales evoke nostalgia for classic rpgs.

source: official site
 ",0,0,0,0,0,0,0,0,0,0
Dragon Slayer: Eiyuu Densetsu, ,0,0,0,0,0,0,0,0,0,0
Dragon Slayer: The Legend of Heroes, ,0,0,0,0,0,0,0,0,0,0
