Name,Summary,sim,fifa,nfl,pro,league,soccer,nba,football,sports,baseball
FIFA Street,"let your skills reign supreme in the ultimate combination of arcade action blended with the culture of freestyle street football, ea sports big™ presents fifa street. by removing the rules from the simulation football experience, fifa street exposes the heart of the world's beautiful game, on-the-ball flare and individual style.   play against the worlds top professional players, showing off your skills and individual style in 4-on-4 match-ups against the backdrop of global venues that represent the culture of street football. use a combination of freestyle moves and dominate your opponents with show stopping gamebreakers. fifa street showcases dynamic player match ups where beating your opponent will require skill, technique, and the careful selection of specific moves.  break away from the stadiums & rules of the modern game, playing in ten distinctive street locations from around the world. from the favelas of brazil to the urban courts of amsterdam experience the flavour of football from around the globe.   create your own team and take on the world's best football players, gradually building your reputation and team into an unstoppable force that leads the tide of street football.
 
source - www.electronicarts.co.uk (publisher) ",0,3,0,0,0,0,0,3,1,0
Rugby World Cup 2015,"rugby lovers? you get to experience your passion in this official 2015 rugby world cup game with the best international rugby teams along with their anthems, players and official kits. the new world cup mode lets you set up your own tournament, from the pool stage to the final stage. you can take on up to 4 friends in games and control all aspect of a rugby game:  scrums, lineouts, tries, conversions… you’ll get to discover new moves,  new stadiums and experience the intensity of a real game with  play-by-play coverage by famous commentators.
source: bigben-interactive.co.uk ",0,0,0,0,0,0,0,0,0,0
Aggressive Inline,"the skin on your knees can always grow back. after a while, a fractured nose only looks funny at certain angles. some people think it's funny when you write backwards that you write ""open head my cracked i."" it doesn't matter what you hurt and what you break in the process--so long as you always go aggressive.

 never stop pushing: the makers of dave mirra freestyle bmx turn it out again with a skating game showing off fresh new gameplay and twice the polygons of mirra.9 huge levels: a plethora of rails, ramps, pipes and surprises are await your inlines.
 over-the-top tricks: hand grinds, six types of manuals, grind transitions, double leg grind, new big air tricks, wall taps, stalls, wall flips, hand plants and much more never before seen in an extreme sports game.
 introducing the ""action button"": the one button for all your skitching, pole grabbing, vaulting and interactive needs.30 to 60 objectives per level: challenges include time limit point total, head-to-head, single trick point value, npc challenges and many others.
 10 to 15 cinematic events per level: special events make the worlds really come alive. as an example, if you skate off of the atlas statue, the massive globe rolls on to the street smashing two buses that form into a half pipe.
 integrated park editor within main game levels: allows players to build terrain in order to accomplish objectives.

playstation ",0,0,0,0,0,0,0,0,1,0
Rugby World Cup 2015,"rugby lovers? you get to experience your passion in this official 2015 rugby world cup game with the best international rugby teams along with their anthems, players and official kits. the new world cup mode lets you set up your own tournament, from the pool stage to the final stage. you can take on up to 4 friends in games and control all aspect of a rugby game:  scrums, lineouts, tries, conversions… you’ll get to discover new moves,  new stadiums and experience the intensity of a real game with  play-by-play coverage by famous commentators.
source: bigben-interactive.co.uk ",0,0,0,0,0,0,0,0,0,0
FIFA Soccer 06,"ea sports fifa 06: road to fifa world cup™ immerses players into the emotional intensity of next generation football. utilising the power of the xbox 360™, fans will be able to revel in the world’s most sophisticated representation of football.
gameplay:intuitive gameplay enables you to command every move of your player with pinpoint accuracy. passing, shooting and tackling is now more responsive than ever and enables you to trap, shield and dribble like a world-class football player. 
features:attacking gameplay: as the midfield general battle your rivals using physical play and on-the-ball skill. all-new tackling, dribbling and shielding with the ball give you complete control on the pitch.   all-new manager mode: determine the fate of your club in the 15 year career mode. control club budgets, manage coaching staff and decide on tactical formations or search a new fully-functional transfer market for potential star players of the future.   pure authenticity: the definitive officially licensed soccer game, fifa 06 contains over 21 leagues, 10,000 world class players and the latest 05/06 statistics. experience all-new multimedia videos that highlight the golden moments and heritage of soccer history past and present.  all-new fifa lounge: play offline with up to 8-players in the fifa lounge match up system. setup competitions via match central then take on your friends to find out who’s the ultimate champion. if you rank high enough you’ll be granted special rewards you can use to gain the competitive edge in your next match.  complete customization: shape fifa 06 into your own personalized soccer world. with the all-new create-a-player you can now design a star from scratch, customizing everything from his passing ability to his appearance and body-type. then take it one step further and use my fifa and team management to set each aspect of the game to fit your individual playing style and preferences.  online play: play online against up to 2 other players or even enter the fifa interactive world cup to challenge soccer fans from all around the world. discover if you’ve got what it takes to be the best. ",0,8,0,0,0,4,0,1,1,0
ESPN International Winter Sports 2002,"espn international winter sports 2002 brings the intensity of winter sports to life with 10 events, including alpine skiing, bobsledding, figure skating and snowboarding. two-player competitive modes and rich graphics round out this all-inclusive winter sports game that gets the details right down to the spray of the snow and the glimmer of the ice.
us.playstation.com ",0,0,0,0,0,0,0,0,3,0
"Tennis no Oji-Sama: Doubles no Oji-Sama - Girls, Be Gracious!", ,0,0,0,0,0,0,0,0,0,0
NBA Live 07,"take your game to the highest level in nba live 07. with all-new ea sports™ total freestyle control and revolutionary gameplay—complete with ultra realistic moves and player emotions—the highly acclaimed basketball video game from the ea sports™ brand plays as good as it looks. pull off moves only the pros perform as you replicate the styles of your favourite nba players. elevate to the rim for an electrifying dunk and bring the crowd to its feet, or look to your superstars to shift momentum with the game on the line. featuring all-new levels of ability for your ea sports™ freestyle superstars and the power to switch their skills on-the-fly, the hardwood is yours for the taking in nba live 07.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,3,0,0,0
Diva Girls: Divas on Ice,"the diva girls are skating back onto nintendo ds. cute kelly, sassy madison, bookworm alyssa and classy gabrielle are fresh from winning the miracle ice festival. now all they have to do is deal with the fame that goes with it. with improved 3d graphics and all-new stadiums to skate in, the girls have to step, spin and jump with style and passion if they’re going to impress the judges and win over the crowds. can they hold on to the coveted title of princess on ice? ",0,0,0,0,0,0,0,0,0,0
Champion Jockey: G1 Jockey & Gallop Racer,"get back in the saddle for some serious thoroughbred horse racing action!
champion  jockey: g1 jockey & gallop racer is the spiritual    successor of the  g1 jockey and gallop racer series, and depicts the    horse racing universe  through a collection of real world races and    immersive and intuitive  gameplay with simple controls. through the use    of the latest motion  controllers on the market, experience what it    feels like to be a jockey!
 features:

 the jockey experience:use the xbox360® kinect to drive your   horse, use your whip, jump  fences, and experience real  life horse   racing action! in addition to  controlling their horse,  players must   understand it’s unique rhythm,  potential, stamina and  preferred racing   style to truly master the game. 
 real world inspired tracks:  race on a total of 19    different tracks inspired by real world horse  racing tracks, including    american-style tracks focusing primarily on  dirt tracks and    steeplechases, and traditional turf tracks. 
 accessible ""fun race mode"":  you don’t need to be a  serious   horse racing fan to race in champion  jockey. an available “fun  race   mode” tones down the simulation levels of  authenticity to  maximize  the  fun of using motion controls to race  horses.

 
official website ",0,0,0,0,0,0,0,0,0,0
Backyard NFL Football '08,"authentic nfl action! real pros, plays and strategies! now in its 6th season, backyard football is the best selling kids’ football video game of all time. play all 32 nfl teams, 10 wacky backyard teams, or create your own. game comes loaded with top nfl superstars as kids--tom brady, peyton manning, ladainian tomlinson, brian urlacher, reggie bush, michael strahan, shaun alexander, frank gore, and more. 7 on 7 teams with wild arcade style power moves. play one game or a whole season. tons of unlockable players, fields, and goodies.
 
source - www.atari.com (publisher)
  ",0,0,3,0,0,0,0,2,0,0
Cabela's Big Game Hunter 2005 Adventures,"the best just keeps getting better! go on the virtual hunting trip of  									a lifetime with our newest version of the big game hunter series. take off after 10 species of big-game animals: 									black bear, barron ground caribou, yukon moose, rocky mountain mule deer, rocky mountain elk, cougar, 									whitetail deer, roosevelt deer, bobcat and javelina.
 features include:
 •	live action hunting simulation •	two hunting modes- quick hunt and challenge •	choose one of five unique regions of the usa in which to hunt •	a new scope mode allows you to make the perfect shot •	choose your caliber weapon •	track your animals- look for droppings, tracks, beds, or blood if shot •	multiple difficulty settings for novice or expert hunting •	hunt during the different seasons and weather conditions •	overhead view and first-person modes •	intelligent animals that will react to sight, sound, and smell •	a trophy room to display your prizes •	use a map to navigate and plan your trip
 
cabela's ",0,0,0,0,0,0,0,0,0,0
Pro Yakyuu Famista 2011, ,0,0,0,0,0,0,0,0,0,0
Major League Baseball 2K11,"major league baseball 2k11 is a baseball sim game, developed by visual concepts and published by 2k sports,  scheduled to be released in 2011. ",1,0,0,0,1,0,0,0,0,2
Jikkyou Powerful Pro Yakyuu DreamCast Edition,"jikkyou powerful pro yakyuu dreamcast edition is a baseball sim game, published by konami,  which was released in japan in 2000. ",1,0,0,1,0,0,0,0,0,1
Kid Fit Island Resort,"fitness fun in the sun!
explore this sunny island resort filled with exciting aerobic beach  activities. catch coconuts, go surfing, sprint for treasure, swing  through vines and get fit using either the wii™ remote or the wii™  balance board. exercise has never been so much fun!
features:

includes 10 fun activities including beach bonfire, log roll, sandcastle, long jump, treasure race, surfing and more
choose from single or two-player mode, or play with the whole family in party mode
customise your characters hair and clothes
2 difficulty levels for children of all ages
get fit in two ways; play with the wii™ remote or plug in the wii™ balance board

http://www.avanquest.com/uk/software/junior-fitness-trainer-wii-148021 ",0,0,0,0,0,0,0,0,0,0
My Fitness Coach: Club, ,0,0,0,0,0,0,0,0,0,0
Winning Post World 8, ,0,0,0,0,0,0,0,0,0,0
NHL Powerplay 98, ,0,0,0,0,0,0,0,0,0,0
Olympic Soccer: Atlanta 1996,"features :
-the first true 3d multi event sports game -15 action packed sporting events -arcade and olympic games style tournament mode -multi player option. 1 to 8 players simultanious action -compete against athletes from 30 countires  -events mirror the 1996 atlanta olympic games -motion captured athlete animation -tv style camera views of all events, and commentary by radio's alan green  100  metre, javelin, long jump, pole vault, weight lifting, 400metres,  hammer, triple jump, fencing, archery, 100m crawl, discus , high jump,  rapid fire pistol, skeet shooting
- back of box - ",0,0,0,0,0,0,0,0,1,0
NFL Quarterback Club 2002, ,0,0,0,0,0,0,0,0,0,0
Sega Soccer Slam,"
sega soccer slam is a kick-off revolution, and the pitch will never be the same. a host of outrageous teams from across the globe unite on the pitch for intense, three-on-three matches of the world's most popular sport. the thrilling gameplay action involves nasty tackles, lethal killer kicks, and brilliant spotlight maneuvers.
in quest mode, take your selected team through a series of matches, unlocking secret stadium locations and gaining access to hidden items that improve player attributes. alternative game-play options include arcade mode, challenge mode, and a round-robin tourney mode with sizzling multiplayer action for up to six players.
 
xbox.com
 ",0,0,0,0,0,1,0,0,0,0
Bottom of the 9th '99,"all of your major league favorites are batting for this third generation baseball game. real players and stadiums only add to the great gameplay of mlbpa '99. 
are you ready for the big leagues?

features: 
motion captured animations
30 different stadiums
1998 opening day rosters
1998 interleague schedule 
scenario mode. 20 pressure packed situations
over 700 real mlbpa players. signature styles of star players
6 exciting play modes including training, playoffs and an adjustable season mode
real time play-by-play announcer
 ",0,0,0,0,1,0,0,0,0,1
WTA Tour Tennis, ,0,0,0,0,0,0,0,0,0,0
FIFA Soccer 2003,"master the fundamentals of soccer in fifa soccer 2003. with more ball control and player moves, this year's fifa soccer puts the the total club championship within your grasp. unleash the skills of the world's greatest players through new player animations and signature skill moves. experience pressure-cooker atmospheres as you take on europe's elite teams in their own stadiums featuring actual team chants and songs. ea sports freestyle control lets you produce a feint, one-touch pass, or skill move to leave your opponents standing. ",0,2,0,0,0,3,0,0,1,0
MLB SlugFest 2006,"the most aggressive, arcade-style baseball game ever takes mlb to the extreme in a larger-than-life style! mlb® slugfest® 2006 heats up the field with towering home runs, hard tags, circus catches, home-plate collisions and outrageous abilities like turbo pitching, throwing bean balls, on-fire fielding and base running and the option of breaking-up double-plays by going in spikes high. compete in season, playoff or challenge mode, and for the first time ever in slugfest, use the create-a-player feature to build your ultimate sluggers and flame throwing pitchers!
 
source - www.midway.com ",0,0,0,0,0,0,0,0,0,1
UEFA Euro 2004: Portugal,"uefa euro 2004 gives you the chance to lead your country on the road to euro 2004 glory. in the deepest championship mode ever released, you will be immersed in the highs and lows of qualification and the challenge of selecting the perfect team to win. this is authentic national team football, where you'll have to pit their wits on and off the pitch to qualify and win for your country in the official game of uefa euro 2004.  a fresh ai and gameplay continues the authentic football experience. not only will you have all new skill moves, but further enhanced player movement, passing, shooting, heading and dribbling have been introduced making uefa euro 2004 easy to pick up and play but a challenge for the real gaming fan.   have a look around the site, you'll be able to find out more about the different game play modes euro mode, home and away, fantasy mode, tournament and knockout. see what the game looks like in the gallery and watch the game come to life in the video section. compare the host of new options with fifa 2004. ",0,1,0,0,0,0,0,1,0,0
NFL Blitz Pro,"for the first time, die-hard football fans get the authentic nfl features they demand. with midway sports' trademark fast and furious gameplay, nfl® blitz® pro delivers an all-new experience. it’s not what you'd expect from blitz, and it’s different from any other football video game.
 
xbox.com ",0,0,1,1,0,0,0,2,0,0
Mountain Bike Adrenaline,"straddle your mountain bike and ride the adrenaline as you hurtle down the world's most spectacular slopes. speed, dexterity and daring are the three ingredients that will turn you into an exceptional rider. are you ready to ride out of your skin?
www.us.playstation.com
  ",0,0,0,0,0,0,0,0,0,0
Wakeboarding Unleashed Featuring Shaun Murray,"
hang on for your life in wakeboarding unleashed™ featuring shaun murray, as you get ripped across a lake by a high-powered speedboat and trick through dangerous terrain.
feel the rush as you crash into houseboats and catch huge air in nine exotic levels, with seven world-class wakeboarders. tired? then drive the boat, and help your friend pull off challenging technical tricks on the most realistic-looking water ever.




unique gameplay: with a ton of innovative objectives, the game gives you the option to take control of the speedboat, compete in a variety of competitions, and unlock secret challenges. with the rope mechanics™, let go of the rope in order to find secret areas and venture into unteathered territory. then, grab onto the rope again to continue exploring exciting new areas.
revolutionary water graphics: the game features the most impressive water physics in a video game to date. from the particle effects to the formation of the wake, you'll be mesmerized by the realistic shape and reflections of the water.
groundbreaking two-player modes: play cooperatively with a friend in co-op (one of you controls the rider while the other controls the boat) and tug-of-war (dominate the other wakeboarders by taking their extra rope).



 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Sled Shred featuring the Jamaican Bobsled Team,"
hang on for a wild ride!
the world snow games are quickly approaching and once again, the jamaican bobsled team is preparing to take the world by storm. but finding a team that has the right stuff isn't easy...
coach mon has embarked on a mission to find those rare individuals that have what it takes. are you fit enough? 																 are you focused enough? can you  rocket down a tube of ice at break neck speeds? 																 in sled shred featuring the jamaican bobsled team, prove yourself to the legendary jamaican bobsledders																 and learn the ropes of downhill sledding in order to join their legendary group!
features:

exhilarating downhill sledding using wii™ balance board™ controls, wii™ remote/nunchuk, or wii™ remote and classic controller
in-game achievements to track your sledding accomplishments
unlockable characters, vehicles, and super special abilities
take sledding to the extreme by executing tricks to boost your speed or score
pelt your opponents with snowballs to knock them off course!
dash down the hills in inner tubes, giant discs, toboggans, classic steel runners, and bonafide 2-and 4-man bobsleds!
race with friends in freeplay mode in a single race, choose from a variety of circuits, or create your own customized race!



southpeak ",0,0,0,0,0,0,0,0,0,0
Bass Rise,"bass rise is a fishing game, developed and published by bandai,  which was released in 1999. ",0,0,0,0,0,0,0,0,0,0
UEFA Champions League 2006-2007,"feel the weight of history as you walk out to a deafening roar and onto the biggest stage in club football. in the cauldron-like atmosphere of a stadium alive with the dreams of thousands, take on the most formidably talented footballers in europe – and outplay them. here is the ultimate test. here history is made. write yourself into legend with the only official uefa champions league™ videogame for the playstation®2/pc, psp® system and xbox 360™.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,0,0,0,0,0
Virtua Striker 2002, ,0,0,0,0,0,0,0,0,0,0
Princess on Ice,"
jump, spin, and pirouette your way to fame!
follow the fortune of four young ice dancers all auditioning for the        princess on ice tournament, the most prestigious ice dancing event of        the year. do you have what it takes to be crowned princess on ice?
 
nintendo ",0,0,0,0,0,0,0,0,0,0
My Horse & Me: Riding for Gold," 
this sequel to my horse & me is packed with exciting new features, brand new graphics and animations, and an engrossing storyline to give fans the most complete equestrian experience and the most realistic horse simulation ever seen in a game. delivering all the excitement and fun of the equestrian life, from sports and leisure riding to horse care, my horse and me riding for gold is a unique gaming experience for anyone with an interest or passion for horses. the game features the most accurate horse models and animations yet realized in a video game, alongside a richly rewarding game play experience, all set against a beautiful backdrop of charming indoor and outdoor environments.
atari ",0,0,0,0,0,0,0,0,1,0
Pro Evolution Soccer 2019,"authentic leagues
this year pes 2019 welcomes 7 new leagues, an abundance of new partnerships and stadiums.
new myclub
the biggest changes to myclub in years. obtain  strong players, play co-op, or go up against your rivals and compete in  pes league.
magic moments
the drama of the beautiful game, more visible  and clearly portrayed through many different playing styles.
the beautiful game
4k hdr support across all capable platforms.  experience pes 2019's realistic visuals with more clarity and a  realistic range of colors.
ml real season
pre-season featuring the international champions  cup, improved negotiations for transfers, and more licensed leagues.  these 3 key changes will make you feel more like an actual manager.
source: https://www.konami.com/wepes/2019/us/en-us/ ",0,0,0,0,0,0,0,0,0,0
Pro Yakyuu Spirits 5 Kanzenban, ,0,0,0,0,0,0,0,0,0,0
The BIGS 2,"

overview
it’s the last stop.  the final destination. the big show. it’s where dreams born in backyards are finally realized. where the fences are farther.  the grandstands are larger. and the spotlight is brighter. it’s where thieves run faster, pitchers throw harder and the sluggers go deeper. where the bats are bigger, the spikes are sharper and the comebacks are harder to swallow. it’s where home runs are ruthian and fastballs catch fire. it’s where a monster lurks in left. where bombers terrorize the night. and where the confines aren’t always so friendly. it’s the bigs. and everything about them just got bigger.


xbox®360

season mode: as requested by fans, enjoy a new season mode featuring full mlb schedules, stat tracking and roster management.improved gameplay: bigger and better arcade baseball action, featuring legendary moves, batter’s wheelhouse & a more powerful big slam.home run pinball: enjoy exciting single player or co-op action in times square or three new environments.mini-games: test your hitting, fielding, running and throwing skills against mlb stars in several all-new mini-games.
become a legend mode: new & improved story mode, picking up at the end of the “rookie challenge” mode from the bigs. create a player and progress your career from a mexican league to the majors and, eventually, the hall of fame. along the way, compete in boss battles against mlb legends.
 



wii™

season mode: as requested by fans, enjoy a new season mode featuring full mlb schedules, stat tracking and roster management.improved gameplay: bigger and better arcade baseball action, featuring legendary moves, batter’s wheelhouse & a more powerful big slam.home run pinball: enjoy exciting single player or co-op action in times square or three new environments.mini-games: test your hitting, fielding, running and throwing skills against mlb stars in several all-new mini-games.
become a legend mode: new & improved story mode, picking up at the end of the “rookie challenge” mode from the bigs. create a player and progress your career from a mexican league to the majors and, eventually, the hall of fame. along the way, compete in boss battles against mlb legends.
 



playstation®3

season mode: as requested by fans, enjoy a new season mode featuring full mlb schedules, stat tracking and roster management.improved gameplay: bigger and better arcade baseball action, featuring legendary moves, batter’s wheelhouse & a more powerful big slam.home run pinball: enjoy exciting single player or co-op action in times square or three new environments.mini-games: test your hitting, fielding, running and throwing skills against mlb stars in several all-new mini-games.
become a legend mode: new & improved story mode, picking up at the end of the “rookie challenge” mode from the bigs. create a player and progress your career from a mexican league to the majors and, eventually, the hall of fame. along the way, compete in boss battles against mlb legends.
 



playstation®2
epic arcade baseball action: larger-than-life gameplay, stadiums and player models provide a truly heroic baseball experience.batter ’s wheelhouse: pitches thrown into the batter’s wheelhouse are more likely to be launched into the next time zone, but sneaking a pitch past the hitter will shrink his wheelhouse for the rest of the game. do you have the guts to pitch into the batter’s wheelhouse?legend challenge: unique story mode allows users to pit their created player against mlb legends past and present as they strive for a world series™ championship and mvp trophy.


psp® system
epic arcade baseball action: larger-than-life gameplay, stadiums and player models provide a truly heroic baseball experience.batter ’s wheelhouse: pitches thrown into the batter’s wheelhouse are more likely to be launched into the next time zone, but sneaking a pitch past the hitter will shrink his wheelhouse for the rest of the game. do you have the guts to pitch into the batter’s wheelhouse?legend challenge: unique story mode allows users to pit their created player against mlb legends past and present as they strive for a world series™ championship and mvp trophy.

nintendo ds™
stylus and touch screen:  for the first time ever, experience bigs style baseball on nintendo ds.  use your stylus and touch screen to hit monster home runs, throw blazing fastballs and make heroic defensive plays.
thrilling power-ups:  use turbo points to crush big blast home runs and throw big heat fastballs past opposing hitters.
home run pinball:  crush baseballs into las vegas windows, billboards and even parked taxicabs.  the more targets you hit, the higher your score.
home run derby: test your power hitting skills while participating in a traditional derby mode.
2k sports ",0,0,0,0,3,0,0,0,1,8
Monster! Bass Fishing, ,0,0,0,0,0,0,0,0,0,0
Winning Post 7 2010,"winning post 7 2010 is a horse racing game, developed and published by koei tecmo games,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
FIFA Soccer 2004,"fifa soccer kicks its game up a few notches with new installment, fifa soccer 2004.  this year's action features more advanced levels of player detail and responsiveness.  play as one of the best players from 16 leagues and 350 teams, from europe's super leagues to the americas.  plus, a new career mode gives you the chance to take a team from the lower divisions, battle through ranks, sign new players, and turn them into champions.  with immersive atmospheres, total realism with the world's premier clubs, and improved gameplay, fifa soccer 2004 looks to reach the goals of soccer fans. ",0,3,0,0,0,4,0,0,0,0
Tennis no Oji-Sama: 2005 Crystal Drive,"tennis no ouji-sama 2005: crystal drive is a tennis game, developed by kcej and published by konami,  which was released in japan in 2004. ",0,0,0,0,0,0,0,0,0,0
Yanya Caballista: City Skater,"here's the deal with skateboarding: if you can't throw down your own tricks, you might as well either let your jaw drop or take off when real skaters are putting on a show. be cool about it. but scratch that, these little ghostly hosers called gawoo are getting all up on the city and trying to take it over. they ain't cool, and why? because they can't skate. they're skater-haters, just like the rest of these street peds. but they still get wowed when you bust out boarding moves like a breakdancer, and that's the whole deal with yanya caballista: city skater. koei's new skating game is one part wacky japanese-styled insanity, then another few thousand parts more wacky japanese-styled insanity for some of the most bizarre and funky graphic design explosions on the playstation 2 computer entertainment system. skate the city collecting cash and other goodies to boost your trick bag, then go after the gawoo and drive them off the block. show some fierce moves, and they'll take off running from your godly skills. yanya caballista even comes with a giddy little gaming trinket--a fingerboard for pulling off your own ollies and aggro moves.
us.playststion.com ",0,0,0,0,0,0,0,0,0,0
Golf Club 2019, ,0,0,0,0,0,0,0,0,0,0
Top Spin 2,"everything you loved about top spin is back and made even better. the peerless player-creator is reborn with the powerful digital identity that truly puts you in the game. experience grand slam events in venues that are alive and dynamic with environmental elements that react to your play.
gameplay:the game contains exciting tennis gameplay, a number of different modes, and a lot of fun. career mode, the main mode of the game, has players creating a male or female character from scratch using the game's fairly deep customization mode. once their player is created and named, gamers move to the court. first comes several training rounds with the coach, who will teach players everything then need to know about controlling their character, serving, and returning the ball in top spin 2. however, each lesson costs money, so players will need to quickly enter a low-level tournament to earn some cash. many of the tournaments won't be available at the beginning, but as players win matches and earn rankings, more difficult tournaments will open up. eventually, players will find themselves facing off against big name tennis stars like andy roddick, venus williams and roger federer. gamers can also play quick games as either singles or doubles, play an exhibition match, play three different mini-games in party mode, and take on friends using the multiplayer mode.
features:

 experience the pro tour in real-world venues, as one of 24 world-ranked tennis pros 
 design your own digital identity - create realistic player models and customize them with the highest level of detail 
 create your own style of tennis play with a range of shots - slices, drops, chops, lobs and drives 
 train with a coach to master shots and playing surfaces - then work your way up the rankings 
 play singles or doubles matches with 16 top pros, from anna kournikova to lleyton hewitt


take 2  ",0,0,0,1,0,0,0,0,0,0
NHL Blades of Steel '99,"non-stop nhl action! the newest all-star in the konami sports series hits the ice! get ready for a whole new game! nhl blades of steel '99 hits the ice with all the nhl players, stats and action. motion captured animation, adjustable team strategies and fully detailed nhl stadiums with real ice conditions. updated 98-99 rosters called out by nhl tv announcer randy hahn. trade players and sign free agents. full season stat tracking and league leaders. ",0,0,0,0,1,0,0,0,1,0
ESPN International Winter Sports 2002,"espn international winter sports 2002 brings the intensity of winter sports to life with 10 events, including alpine skiing, bobsledding, figure skating and snowboarding. two-player competitive modes and rich graphics round out this all-inclusive winter sports game that gets the details right down to the spray of the snow and the glimmer of the ice.
playstation ",0,0,0,0,0,0,0,0,3,0
All Star Tennis 99,"all the power, speed and intensity of professional tennis! compete against professional tennis' top talent: michael chang, mark philippoussis, amanda coetzer, richard krajicek, conchita martinez, jonas bjorkman, gustavo kuerten and '98 wimbledon champion jana novotna. realistic courts and characters bring tennis to life. smash overhead shots, crush 140mph serves and dive for cross-court volleys. up to four players can go head-to-head simultaneously! multiplayer options in singles, doubles and tournament play! ",0,0,0,0,0,0,0,0,0,0
Winning Post World,"winning post world is a horse racing game, developed and published by koei,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,0
Slam Dunk SD Heat Up!!, ,0,0,0,0,0,0,0,0,0,0
Virtua Tennis 3,"virtua tennis returns for a third interation, featuring improved ai, higher detail for the characters, and various modes such as career, mini-games, and more.
www.us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Winning Post 7 2013, ,0,0,0,0,0,0,0,0,0,0
Rugby 18, ,0,0,0,0,0,0,0,0,0,0
Dark Summit,unlock the mystery!the military has mysteriously closed the summit of mt. garrick and chief o'leary is trying deperately to drive boarders off the mountain. do you have what it takes to explore this vast terrain and expose the conspiracy shrouded at the summit?the first action adventure on the slopescomplete 45 missionslocate bomb parts & launch avalanche cannonsdetachable board tricks*thq - back of box ,0,0,0,0,0,0,0,0,0,0
Keiba Eight Special,"keiba eight special is a horse racing game, developed by c-lab and published by misawa,  which was released in japan in 1993. ",0,0,0,0,0,0,0,0,0,0
Reel Fishing: The Great Outdoors,"reel fishing: the great outdoors is a return to nature fishing! whether you’re a seasoned veteran or have yet to cast your first line, reel fishing: the great outdoors will make it possible to experience fishing as it was meant to be…as it should be…in mother nature. experience a magnificent 3-dimensional fishing adventure with beautiful environments, life-like fish and soothing environmental sounds!
 
natsume ",0,0,0,0,0,0,0,0,0,0
Whirl Tour, ,0,0,0,0,0,0,0,0,0,0
Major League Baseball 2K11,"major league baseball 2k11 is a baseball sim game, developed by visual concepts and published by 2k sports,  scheduled to be released in 2011. ",1,0,0,0,1,0,0,0,0,2
Power Spike Pro Beach Volleyball,"power spike pro beach volleyball is a volleyball game, developed by carapace and published by infogrames,  which was released in 2000. ",0,0,0,1,0,0,0,0,0,0
NBA 2K,"nba 2k....so real you'll need an agent.

new, innovative free throw system
endorsed by 1998-99 nba scoring leader allen iverson
jaw-dropping player likeness and detail
player create freaturing full facial morphing
player emotion for all players including the bench
over 1,300 motion captured moves and over 100 different dunks

 
--box ",0,0,0,0,0,0,2,0,0,0
J-League Winning Eleven 2010: Club Championship,"j-league winning eleven 2010 club championship is a soccer sim game, developed and published by konami,  which was released in japan in 2010. ",1,0,0,0,0,1,0,0,0,0
Deadliest Catch: Alaskan Storm,"
head to the high seas in this intense, challenging action/strategy title based on authentic elements from the discovery channel's highest-rated tv series deadliest catch in the game deadliest catch™ alaskan storm. battle 40-foot waves, storms, ice, and crew injury as you serve as captain of a bering sea crab boat, as inspired by sig, edgar and norman hansen, stars of the deadliest catch show.




yes, captain!: you are the captain of the boat, with the responsibility for twenty crewmembers. try different boats for different results.
real-world environment: the dangerous waters of the bering sea are faithfully replicated with over 34,000 miles of actual coastline and four real bering sea harbors.
real-world action: participate in exciting missions and mini-games, including coast guard rescues, throw-the-hook challenges, and skiff racing.
the full experience: take an interactive virtual tour of the crab boat and check out over 100 exclusive crewmember videos.
multiplayer: the game is suitable for multiplayer for up to eight players over xbox live®.



 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Finny the Fish & the Seven Waters,"...there wasn't a warning.the danger rippled beyond our tallest highwater marks. the bottom shook, thunder rumbled in the sky, and a dark shadow stained our water...then there was this fish. not exactly the hero-type, mind you. but a hero none-the-less…finny the fish is a three dimensional, underwater adventure game where you play through the eyes of a fish. you must solve various puzzles and mysteries to bring back balance to your aquatic home. just like any fish, you’ll need to eat, and more importantly, avoid being eaten…not only by other fish, but the local fishermen as well! it pays to carefully observe what you consume, since some bits of food are actually fishermen’s lures – if you get caught, you will need to use a variety of skills to try and escape.
natsume ",0,0,0,0,0,0,0,0,0,0
J-League '96 Dream Stadium,"j-league '96 dream stadium is a soccer sim game, published by hudson,  which was released in japan in 1996. ",1,0,0,0,0,1,0,0,0,0
