Name,Summary,yabou,gundam,tycoon,armies,command,sd,rts,units,worms,strategy
Submarine Titans,"in the year 2047, a massive comet ravages earth's surface 						and the remnants of mankind descend to the bottom of the ocean in order to 						survive. a century passes, and humans, resilient and enduring, slowly create 						new life in their cool blue underwater universe. but even in the still of the 						deep, one truth remains... where man goes, war soon follows. the cradle of 						civilization has spawned the seeds of man's destruction and now all the oceans 						of the world are not big enough for the embattled civilizations of the 						power-hungry white sharks, the technologically savvy black octopi and the alien 						silicons. deploy armies, research technologies, mine for resources and set in 						motion a plan to gain control of this spellbinding abyss or find the fate of 						civilization and mankind dead in the water.
info from the back of the boxart's usa version. ",0,0,0,0,0,0,0,0,0,0
Galaxy Angel II: Mugen Kairou no Kagi, ,0,0,0,0,0,0,0,0,0,0
Konpeki no Kantai,"konpeki no kantai is a strategy game, developed by access and published by angel studios,  which was released in japan in 1995. ",0,0,0,0,0,0,0,0,0,1
Nectaris: Military Madness, ,0,0,0,0,0,0,0,0,0,0
Tenka-bito,"tenka-bito is a historic real-time strategy game, developed by shade and published by sega,  which was released in japan in 2006. ",0,0,0,0,0,0,0,0,0,1
Robin Hood: Defender of the Crown,"take on the role of legendary hero robin hood in defender of the crown. ambush enemy caravans with your bow, and fight your way through dank dungeons to rescue fair maidens. siege enemy strongholds, and rally your men to victory on the battlefield. joust for fame and fortune. restore peace in england.
this title is playable on xbox 360™ with a software emulator. please see http://www.xbox.com/en-us/games/backwardscompatibility.htm for more details.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Master of Monsters: Disciples of Gaia,"the 16-bit classic is conjured back to life, only this time in 32-bit style! a turn based strategy game, master of monsters delivers everything imaginable. take command of the land by creating your own monsters to fight against enemies. have your creations gain levels and experience by defeating enemy monsters. a plethora of different landscapes will add lasting value to this title, as well as the endless fun of taking over the world in campaign mode.  master of monsters also features some remarkable multiplayer capabilities, with up to 4 players able to compete for supremacy of the land (no multi-tap needed). intense action and great character depth make this one game that will be played over and over.  battles occur whenever two enemies meet and the battle that ensues will render you breathless. players choose between a necromancer, barbarian, summoner, hero, warlock, shadow master, knight, or fortune teller. all have their own special powers and summoning abilities. strategy will play an important role if you are to accomplish the missions successfully. powers, magic, and summoning abilities all increase as master of monsters tests the strengths and abilities of the player. light-sourcing, detailed characters, and atmospheric music sets the tone in this awesome new title.
 
agetec ",0,0,0,0,1,0,0,0,0,2
SD Gundam: Gashapon Wars,"sd gundam: gashapon wars is an action game, developed and published by bandai namco games,  which was released in japan in 2010. ",0,0,0,0,0,1,0,0,0,0
Culdcept,"the fate of the universe depends on who gains control of culdcept, a book that has the power to create and destroy. cepters, who can summon power from within the book, fight for control of its godlike powers. culdcept combines the strategic factors of a collectible card game with elements from a tabletop board game. with up to three other players, you'll encounter fantastical creatures, powerful items and spells, and over 480 collectible cards, illustrated by famous japanese artists.
 
source: us.playstation.com ",0,0,0,0,0,0,0,0,0,0
Homeworld 2,"years after the higarans reclaimed their homeworld, there is still no peace. now a new war, a prophecy, and a deadly new enemy threaten to make the recent journey home all for nothing. in homeworld, you helped them reclaim their home. now, help them reclaim their destiny.
in addition to the engrossing single player experience, homeworld 2 allows competition with five other players via a lan or over the internet. homeworld2 also will support mod groups by making the tools to create your own content available via download at www.homeworld2.com. developed with the rts community in mind, the game technology includes robust support for mods and high levels of customization.
 

epic story continuing the saga and borne of the hiigarans in homeworld.
story driven missions culminating in a fully-integrated gameplay experience.
new 3d engine that renders breathtaking graphics of outer space and intricate details of every ship in the fleet.
all new fleets, each with unique abilities and craft, for different styles of play.
command fleets of imposing capital ships and nimble strikecraft amidst nebulas and space debris.
carry your fleet from mission to mission using homeworld 2’s unique persistent fleets. 
streamlined user interface enhances the ease of use and the gameplay experience. 
multiplayer play with room for 6 via lan, network, or internet connections
comes with support for tools to create your own content, including new homeworld 2 multiplayer maps.
game engine written specifically to support customization and community modification.

official fact sheet from sierra. ",0,0,0,0,1,0,1,0,0,0
Codename: Panzers Cold War,"the successor to the hit title ""codename: panzers."" for the first time ever, the series leaves the world war ii stage to take the story into cold war east-west conflicts fought on fictitious battlefields. ",0,0,0,0,0,0,0,0,0,0
Empire Earth II,"from the discovery of fire to the technological frontiers of the future, empire earth 2 serves up worldwide conquest on an epic scale. players will take control of a fledgling civilization and strive to forge the greatest of all empires. the game builds upon the success of its predecessor by adding unique units, powers, leaders, and inherent bonuses to all of the game's 14 different civilizations. the new crown system will provide temporary, but potent, rewards for players who demonstrate excellent military, economic, imperialistic, or cultural ability. multiplayer competition will feature nine different game types, including new additions to the series such as ""hot spots,"" which force gamers to capture and hold positions of strategic importance.  ",0,0,0,0,0,0,0,0,0,0
Knights of Honor,"

the opportunity to rewrite history waits for you in this epic, sprawling struggle for sovereignty, dominance and riches. choose one of over 100 kingdoms and play through the early, high, and late periods of the middle ages during one of europe’s most turbulent and fascinating times. use any number of methods to achieve your goals and impose your will on others, including trade, diplomacy, subterfuge or brute force. through words or steel, lead your nation to victory and make your mark on history. with numerous allies and foes to contend with and an entire continent to conquer, the path to ultimate domination is no simple feat. it takes the wisdom, strength and courage of a leader to weather the trials of history: do you have it in you?

features

take numerous paths to victory through trade, espionage, diplomacy, and war. 
begin in the early, high or late periods of the middle ages, and carry your people through its tumultuous history and onto victory. 
lead your hand picked troops into battle and conquer enemy realms. storm massive fortresses or lay siege to them and starve your enemies out or even poison the water. defend your own realms against invading forces and use your tactical skills wisely.
use your feel for diplomacy when concluding trade agreements or entering into military alliances. choose husbands for your daughters wisely, consolidating your power through marriage. be ever on the watch for assassins and spies - and do not get caught.
spanning hundreds of years, knights of honor puts players in control of one of over 100 kingdoms in the heart of medieval europe. 
command knights loyal to your cause to conquer enemy kingdoms, perform devious espionage actions or rule over your own provinces. choose between 6 types of knights with different special abilities and upgrade options. 
build more than 60 different structures and upgrade them to improve the production and defence capabilities. 
engage in a unique battle-system with tactical elements with nine types of warfare and over 50 military units, including siege weaponry, and learn that the fist can rule the day. 
handle the political climate with trade agreements, non-aggression pacts, alliances, and marriages. wage war on the weak, and befriend the strong. 
launch into one of nine different types of battle-scenarios 
4 action packed multiplayer battle modes for up to 6 players.

http://www.paradoxplaza.com/games/knights-of-honor
 ",0,0,0,0,1,0,0,0,0,0
Saihai no Yukue,"saihai no yukue is a strategy game, developed and published by koei,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,1
Future Tactics: The Uprising,"welcome to the future. it's not a pretty place. not since the creatures took over, anyway. what's left is a rag-tag bunch of human survivors who live in squalor, battle their multi-dimensional overlords and wax nostalgic for better days. now, a young boy named low, his sister and a collection of fighters find themselves mankind's only hope for blasting the creatures back to where they came from. wherever that is.

 a unique, turn-based tactical combat engine that's all about the action, not the stats, leaving you more time for destruction.
really leave your mark on a deformable terrain that changes as you  destroy it. blast holes in the wall, make craters out of meadows and send boulders flying like toys. make a mess! no one will be around to clean it up.
compelling story in the 19-level single player story mode. build to suit with an experience point system that lets you upgrade them with more powerful weapons.
two-player customizable battle mode lets you modify the handicaps, power-ups and victory conditions.
uniquely stylized high-polygon rpg characters, 18 in all, each with their own personality and attitude, let loose in a 3d world that is just as rich and full of surprises as they are.

crave ent. ",0,0,0,0,0,0,0,0,0,0
Sins of a Solar Empire,"the survival of humanity stands on the edge of utter ruin as three powerful factions vie for control of the galaxy. take command of one of three space-faring races as you work to establish your domination of the galaxy in sins of a solar empire. through a combination of diplomacy, economic skill, cultural influence, and sheer military might you will establish order over your corner of the galaxy!
features:• seamless blend of epic strategy and tactical combat.• dynamic galaxy on an unrivalled scale.• three unique, customizable races.• customizable units with powerful special abilities.• intuitive empire control.• robust multi-player via lan and ironclad online.• spectacular 3d graphics drawn to scale utilizing the proprietary iron engine.• over three cds worth of cinematic music.• captivating story and extensive lore for all three races.• conquer and colonize planets, asteroids and more, with multiple paths to victory.




recommended requirements 








os:
windows xp sp2 or windows vista


processor:
2.2 ghz dual core


ram:
1gb windows xp sp2 or 2gb windows vista


hard drive:
3gb


video card:
256 mb 3d video card (geforce 7600 / radeon x1600 or better)


online multi-player:
broadband connection for internet multiplayer.


drive:
dvd-rom drive






 




minimum requirements 








os:
windows xp sp2


processor:
1.8 ghz single core


ram:
512mb (1gb windows vista)


hard drive:
2gb


video card:
128 mb 3d video card (geforce 6600 / radeon 9600 or better)





 ",0,0,0,0,1,0,0,1,0,1
Galaxy Angel II: Zettairyouiki no Tobira,"galaxy angel ii: zettairyouiki no tobira is a sci-fi real-time strategy game, developed by seta corporation and published by broccoli,  which was released in japan in 2006. ",0,0,0,0,0,0,0,0,0,1
Hyakumanton no Bara Bara,"patchwork heroes is an action game, developed by acquire and published by scea,  which was released in 2010. ",0,0,0,0,0,0,0,0,0,0
Nobunaga's Ambition: Tenshouki with Power-Up Kit HD Version, ,0,0,0,0,0,0,0,0,0,0
Commander: Conquest of the Americas,"commander: conquest of the americas taking  charge of one of the many european powers, found new colonies and make  them thrive, optimise resources and production and transport the goods  to other colonies or back to europe. rival powers and natives can prove to be  allies or enemies, depending on your decisions. command your ships and engage in naval battles with hostile fleets on a highly detailed tactical level.
features:• choose from 7 different european factions.• manage your colonies: resources, production, military and much more.• experience a game world spanning form caribbean to hudson  bay.• immerse yourself in epic naval battles with as many as 30 ships in varied environments.• hire commanders and specialists to increase the abilities of your fleets.• choose between two command modes: give orders to your ships in real-time strategy mode or take the helm of a single ship in  direct command mode. ",0,0,0,0,3,0,0,0,0,1
Star Trek: Tactical Assault,"star trek: tactical assault is a real-time spaceship combat game for 1 or 2 players, featuring a wide array of authentic star trek races, ships, and weaponry from the universe of the original star trek series. players take command of powerful federation and klingon warships and must outthink and out duel their opponents in order to succeed. play through either the federation or klingon campaigns in single-player mode or go head-to-head against a friend in wireless multiplayer action.
key features:

based on the films of the original series. space is the final frontier, kirk is in command, and the klingons are the bad guys. play through the era that started it all with this classic star trek game.
real-time combat involving multiple warships. the true test of a captain is his ability to act under fire. every second counts as you attempt to out-maneuver enemy warships and expose their weaknesses while protecting your own.
two full campaign modes. become a hero of the federation or a champion of the klingon empire in two full-length, independent campaigns.
branching missions with multiple outcomes. you are in command. as the captain, it is up to you to make the best decisions for your crew. with a multitude of paths to choose from, you will decide the direction and ultimate outcome of your campaign.
head-to-head wireless multiplayer. test your skills and tactics against the most challenging opponents you’ll find…your friends.
five playable races. in skirmish and multiplayer modes, command ships from the federation, klingon, romulan, gorn, and orion fleets. each fleet has its own combat philosophy, strengths, and weaknesses. tactics that lead to victory for one race will result in disaster for another. 

source - www.bethsoft.com (publisher) ",0,0,0,0,2,0,0,0,0,0
Nobunaga no Yabou DS 2, ,0,0,0,0,0,0,0,0,0,0
Devil Survivor: Over Clock, ,0,0,0,0,0,0,0,0,0,0
Blackguards 2,"having succumbed to madness following years of incarceration at the   hands of her husband, disgraced noblewoman cassia now has only goal: to   take revenge on him and seize his throne, no matter the cost. teaming  up  with the infamous blackguards and a loyal but ruthless army of   sellswords, she heads out to wage an unrelenting war against the   entirety of southern aventuria. but for cassia, time itself is a mighty   foe, with each passing day taking a greater toll on her sanity…
with blackguards 2, experience a turn-based tactic-rpg delivering   challenging hexfield battles and a gritty story of revenge. choose your   play style by specializing in melee and ranged combat, or by wielding   devastating magical spells. develop cunning strategies to overcome   merciless foes. every action has far reaching consequences, as every   decision you make is a march against your own descent into madness.

features


recruit mercenaries, find upgrades and build an indomitable army!
blackguards 2 offers an open, dynamic world map which changes according to your strategic decisions!
a story with many twists and turns, fateful decisions and more than 20 hours of challenging gameplay awaits you!
choose your spells, talents and skills wisely to shape your strategy on the battlefield!
tyrant or saint:  on your path of vengeance, choose to be a feared conqueror or merciful liberator!

source: https://www.kalypsomedia.com/

 ",0,0,0,0,0,0,0,0,0,1
Warhammer: Mark of Chaos,"""fear me mortals, for i am the anointed, the favoured son of chaos, the scourge of the world. the armies of the gods rally behind me, and it is by my will and by my sword that your weakling nations shall fall."" archaon, lord of the end times
warhammer - mark of chaos gives you unprecedented control over the tactics, appearance and unit content of chaos, empire, skaven and high elf armies. design your own personal army and take up arms against the mighty empire. crush your enemies beneath your feet and bring chaos to the warhammer world. fight your way through a huge single player epic, or bring death to your enemies online.
make your mark.
<back of the box>  ",0,0,0,1,0,0,0,0,0,0
Negima!? Dream Tactic Yumemiru Otome Princess, ,0,0,0,0,0,0,0,0,0,0
Dynasty Warriors: Godseekers, ,0,0,0,0,0,0,0,0,0,0
Cossacks: European Wars,"cossacks: european wars takes players back in time to historical events of
16th to 18th century europe and immerses them into epic battles with
hundreds, even thousands of units.  players pick one of sixteen countries
that possess military forces in the infantry, cavalry, artillery and navy
and march them into over 85 large-scale battles, most notably the thirty
year war, the english revolution, the spanish succession, and the seven year
war. ",0,0,0,0,0,0,0,0,0,0
The Settlers II 10th Anniversary,"on the 10th anniversary of the settlers ii, this new settlers game will allow pc gamers to revisit the 1996 classic, enhancing the players’ experience with 3d up-to-date graphics and new gameplay additions. an all-new game engine has also been developed exclusively by ubisoft’s blue byte studio (germany) in cooperation with funatics. this engine will generate an interactive 3d environment and charming comic strip look including beautiful fauna and flora. typical sound and music effects will underline the bustling atmosphere of the game.

players will have to establish a running economy in a fictitious world based around the 5th century bc. 
the building of streets is essential in the gameplay and the transport system will have to be optimised in order to guarantee the most efficient transportation of goods. 
main actions will begin from the headquarters with a choice of 31 different buildings, 25 carriers, 5 military units and 31 goods to use wisely. 
the three original types of population are back in the single player campaign with 10 big missions as well as for numerous additional maps. 
three nations will be available: romans, nubians and chinese. 
on top of that, the settlers ii – 10th anniversary will also include a random map generator and multiplayer mode.

official fact sheet from ubisoft. ",0,0,0,0,0,0,0,1,0,0
Sengoku Efuda Yuugi: Hototogisu Tairan,"sengoku efuda yuugi: hototogisu tairan is a board game, developed and published by irem,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
The Legend of Korra (3DS),"the legend of korra is an  action-packed brawler based on the hit television series of the same  name. unleash korra's mastery of martial arts and the four elements –  fire, earth, air and water – to bolster her combos and counters against  foes in this action game sure to delight korra and platinum fans alike.
cell-shaded visuals recreate the beautiful look and immersive feel of  the show, with colorful, vivid detail going into every action,  elemental effect and animated story sequence.
source: developer ",0,0,0,0,0,0,0,0,0,0
Age of Empires III: Gold Edition, ,0,0,0,0,0,0,0,0,0,0
God Wars The Complete Legend," a long time ago, there was a beautiful land made up of three nations: fuji, izumo, and hyuga. this land was called mizuho. the people of mizuho disliked conflict,  honored their ancestral spirits, and lived in harmony with nature.  however, over time, they began cultivating crops, forging and using  metal, fighting wars, destroying nature, and neglecting to honor their  ancestral spirits.
in the meantime, various locations in mizuho suffered from natural  disasters like flooding, earthquakes, and volcanic eruptions. in order  to stop a destructive eruption, the queen of mizuho, tsukuyomi,  sacrificed her beloved daughter sakuya to the mountain, confined her  other daughter kaguya within a bamboo seal in case of future disasters,  and then disappeared. 13 years later, princess kaguya has grown into a  beautiful woman and her childhood friend, kintaro, saves her during a  riot. she rises against her ""fate to be a sacrifice,"" and in order to  follow her own path, they both escape from fuji and journey across  mizuho to discover the truth behind tsukuyomi's decision.
source: publisher store page ",0,0,0,0,0,0,0,0,0,0
RollerCoaster Tycoon 2: Triple Thrill Pack,"add rides and scenery to the world’s greatest attractions with the complete rollercoaster tycoon 2 collection! travel through time, span the globe or simply create the most gut-wrenching roller coasters imaginable. experience a jurassic safari, confront a mythical skeleton army and relive the golden age of rock ’n roll!

includes full versions of: rollercoaster® tycoon 2, rollercoaster® tycoon 2 wacky worlds expansion pack, rollercoaster® tycoon 2 time twister expansion pack
test your tycoon skills with 25 amazing six flags® coasters and five six flags parks including six flags magic mountain and six flags great adventure
create incredible roller coasters with the amazing roller coaster designerthrill your guests with over 200 rides and attractions
customize your parks with the ultimate collection of themes, including locations from all seven continents and time periods that span the ages
more than 45 scenarios and three skill levels to challenge both beginners and experts
use the ride exchange to download thousands of additional coasters created by other tycoons

-atari.com ",0,0,5,0,0,0,0,0,0,0
Star Wars: Empire at War - Forces of Corruption,"the expansion to the star wars: empire at war game for the pc. this expansion includes new vehicles, soldiers, and the consortium. ",0,0,0,0,0,0,0,0,0,0
Tank Beat,"tank beat brings military warfare to the ds. control your tank with the stylus and command allied troops to assist you as you take on ground, air and sea enemies in the effort to reclaim the country that was taken in a ruthless invasion.
gameplay:featuring three different game play modes, tank beat is a touch based action battle game that drives the player through each battle in a variety of tanks against armored, airborne, and sea opponents. tank beat is entirely stylus-based. as you draw tracks and fire on the ds's bottom screen game map, your tank appears and responds on the top screen. players engage in a variety of missions and commandeer a full range of tanks: from tiny scrappers, to missile carriers, to giant panzers.   the game features with three modes: story, skirmish, and battle. in single player story mode, players progress through 27 levels of play and unlock various tanks as they achieve objectives. skirmish mode allows players to practice on any of the maps and tanks that were unlocked in story mode plus additional exclusive levels. free-for-all battle mode pitches up to 4 players against each other in either wireless head to head action or via the nintendo wi-fi connection.
features:
20 single player missions with varied objectives - reach destination within time limit, destroy all enemies, escort friendly units, secure new areas and destroy boss unit. 
huge variety of tanks including historical, modern and futuristic models. each has their own statistics and weaponry making them ideal for different scenarios. 
intuitive control and display system using the ds's unique functionality. stylus control to command friendly troops and co-ordinate battle tactics. 
great 3d graphics brings the combat to life. 
responsive decision making - the enemy reacts to your movements and every time you play the game is different adding huge replay value. 
wireless play for up to 4 players (each player needs a ds and game cards except in download mode where just one game card is required).
 ",0,0,0,0,2,0,0,0,0,0
Dynasty Warriors: Eiketsuden, ,0,0,0,0,0,0,0,0,0,0
Battlestations: Pacific,"battlestations: pacific is the immense sequel to the critically acclaimed battlestations: midway. the innovative franchise returns to complete the entire pacific war with two massive single-player campaigns, the historically based us campaign and a historically possible japanese campaign.players will experience one war through two epic sagas to be a part of history or change it. commanding the us fleet, players relive the grandest and most critical naval battles of the pacific war and for the first time, as the japanese, players lead the ijn fleet to a completely different ending to the war.no other game delivers the challenge of an rts with the rush of real-time wwii flight and naval warfare. players need intelligence and expertise to plan their moves in order to remain one step ahead of the opponent. the players command both strategy and action to anticipate every opponent move and turn the tide of war.twice the size of the original, the sequel includes 28 major battles, 100 units including 21 new units, five new innovative multi-player modes across eight new multi-player maps, and new features which include island capture, kamikaze attacks, and an improved easy-to-use interface.features

combined real-time strategy, flight, and naval action gameplay: command the air, sea, and sub forces. launch full-scale attacks and at anytime switch to and take full-control of any plane, ship or sub. you command, fly the attack, fire the battleship’s 15-inch guns, and submerge the mini-sub anyway you choose throughout the battle.
two massive campaigns: 28 full-scale battles across two unique campaigns. the historic american campaign begins after midway and goes to guadalcanal, leyte, iwo jima, okinawa, and more. the “what if” japanese campaign begins at pearl harbor and goes to the java sea, port moresby, midway, and beyond.
100 war machines: fighters, bombers, carriers, battleships, cruisers, destroyers, subs, mini subs and more. 17 us planes including the new corsair fighters and curtis helldivers, and 20 japanese planes including the mitsubishi j2m raiden (thunderbolt), and the night-fighting nakajima j1n1 gekko.
innovative online multi-player battles: huge multi-unit battles for up to eight players (four on each side) on xbox live and games for windows live. the largest battle involves over 100 units. and five all-new online gameplay modes:  island capture, duel, siege, escort, and competitive.  

new & improved features:

new kamikaze attacks: the deadly attack is now fully integrated. also features the manned ohka, rocket powered kamikaze aircraft.
new island capture:  capture and hold islands. support the landing forces and take over artillery, radar stations, and airstrips.
new cockpit view: go inside the wwii cockpits of fighters, dive bombers, torpedo planes and more.
new skirmish mode: team up with a friend against the ai and expand your single player and multi-player experience.
new level of realism: greater detail and depth of field. new plane and ship destruction effects. bullet tracers. new smoke and fire effects.
new interface: improved command and control map screen, artillery, and repair controls. new hints and tips feature for new players. 
 ",0,0,0,0,3,0,1,1,0,1
ParaWorld, ,0,0,0,0,0,0,0,0,0,0
Worms: WMD,"the worms are back in their most destructive game yet. with a  gorgeous, hand-drawn 2d look, brand new weapons, the introduction of  crafting, vehicles and buildings plus the return of some much-loved  classic weapons and gameplay, worms w.m.d is the best worms experience  ever.
work your way through 30 campaign levels of increasing difficulty  using the huge arsenal of new and classic weapons at your disposal. use  new vehicles to cause chaos amongst the enemy ranks and use buildings to  gain the tactical advantage as you try to dominate the battlefield!
take on up to five opponents in hilarious all-out tactical worm  warfare with up to eight worms each, either in local or online  multiplayer, including ranked play. flatten your opponents with the  concrete donkey. turn them into chunks of worm meat with the holy hand  grenade. rain down hell from above in helicopters or pound them into  oblivion with the tank. with 80 weapons and utilities at your  fingertips, this is worms at its chaotic best!
key features

wonderfully 2d: the best implementation of the worms formula yet, now with a brand new worm, and gorgeous digitally-painted 2d artwork. 


vehicles: worm warfare gets serious with the  introduction of vehicles for the first time in the series. dominate the  landscape in warfare-ready tanks, take to the skies to unleash hell from  from above in helicopters and more! 


buildings: keep your head down, and hide out in a  building. buildings provide a tactical advantage by hiding away your  worms, and keeping them safe from direct attacks! 


crafting: no more waiting around while your  opponents take their turns! grab the crafting crates that drop from the  sky during games to make fiendishly upgraded versions of items such as  the electric sheep, the bazooka pie and the holy mine grenade to unleash  on your enemies! 


classic worms physics and gameplay: our brand new  engine recreates the feel of the fan-favourite entrants in the series;  and sees the reintroduction of the much loved classic ninja rope! 


new and classic weapons: over 80 weapons and  utilities at your fingertips, including many returning classics and a  slew of new additions such as the dodgy phone battery, the unwanted  present and the omg strike. 


mounted guns: as if over 80 weapons and utilities  wasn’t already enough! a range of different gun types are placed around  the landscape, allowing your warmongering worms to do even more damage! 


hilarious single player plus online and local multiplayer warfare:  worms w.m.d comes locked and loaded with a huge arsenal of training  missions, campaign missions and challenges for the solo player. train up  then head online to create havoc in multiplayer modes including ranked  play, with room for up to six players with eight worms each on a map!

source: https://www.team17.com/games/worms-wmd/ ",0,0,0,0,0,0,0,0,10,0
Carnage Heart EXA,"carnage heart exa is a strategy game, developed and published by artdink,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,1
Sheep, ,0,0,0,0,0,0,0,0,0,0
Empire Deluxe, ,0,0,0,0,0,0,0,0,0,0
Future Tactics: The Uprising,"welcome to the future. it's not a pretty place. not since the creatures took over, anyway. what's left is a rag-tag bunch of human survivors who live in squalor, battle their multi-dimensional overlords and wax nostalgic for better days. now, a young boy named low, his sister and a collection of fighters find themselves mankind's only hope for blasting the creatures back to where they came from. wherever that is.

 a unique, turn-based tactical combat engine that's all about the action, not the stats, leaving you more time for destruction.
really leave your mark on a deformable terrain that changes as you  destroy it. blast holes in the wall, make craters out of meadows and send boulders flying like toys. make a mess! no one will be around to clean it up.
compelling story in the 19-level single player story mode. build to suit with an experience point system that lets you upgrade them with more powerful weapons.
two-player customizable battle mode lets you modify the handicaps, power-ups and victory conditions.
uniquely stylized high-polygon rpg characters, 18 in all, each with their own personality and attitude, let loose in a 3d world that is just as rich and full of surprises as they are.

crave ent. ",0,0,0,0,0,0,0,0,0,0
The Settlers: Rise of an Empire,"will you go down in history as a legendary king? lead your civilization as you build your city and battle enemies in the settlers: rise of an empire history edition, a modernized version of the popular strategic fantasy civilization builder.
 

source: ubisoft store.
 ",0,0,0,0,0,0,0,0,0,0
Tropico Reloaded, ,0,0,0,0,0,0,0,0,0,0
Sudden Strike 4, ,0,0,0,0,0,0,0,0,0,0
Catan, ,0,0,0,0,0,0,0,0,0,0
Mage Knight: Destiny's Soldier,"in a world ravaged by war, a retired soldier is forced to take up arms once again. the solonavi are corrupting the land, and a great army of warriors must be gathered to stop them. it is this soldier’s destiny to bring these warring factions together and fight against the solonavi. his army is the land’s only hope to prevent its total devastation.

gameplay:
players assume the role of destiny’s soldier, creating and commanding an army of their own to defeat the solonavi and bring peace back to the land. with the use of the touch screen controls on the nintendo ds, players can virtually pick up units, deploy them, issue commands and roll dice just like they would in the tabletop game.  ",0,0,0,0,0,0,0,0,0,0
Demigod,"the all father has vanished, creating an opening in the pantheon. to fill the void, demigods from across from the mortal world must wage war against one another in a bid to ascend to true godhood.  demigod is a real-time, tactical strategy game that includes extensive role-playing elements. choose from several demigods, each poised for battle with their own unique capabilities and awe-inspiring powers. vanquish other would-be gods as you gain levels, increase in power, unlock the power of mystic artifacts and slowly battle your way closer to joining the pantheon.  standing in your path are cunning and ferocious opponents that are controlled by either a sophisticated ai system, or by other players via the internet. both single- and multiplayer offer a persistent universe where your demigod uses the spoils of victory to draw closer to ascension, thwart an enemy's attempt at ascension or even acquire powerful items that can be unleashed in the next battle.  the combination of awesome gameplay, incredible graphics and pulse-pounding action means that demigod is infinitely replayable. you'll keep coming back again and again as you valiantly try to reach the pantheon and bask in the glory of your final ascension.
-gas powered games, http://www.demigodthegame.com/ ",0,0,0,0,0,0,0,0,0,1
Stronghold 2 Deluxe, ,0,0,0,0,0,0,0,0,0,0
Pharaoh,"pharaoh is set in ancient egypt from 3200 - 1350 bc and allows players to lay out majestic egyptian cities and grow them into thriving metropolises.  
players will experience the challenges and thrills of building pyramids of such vast proportions that they are still listed first among the great wonders of the world. fans will discover why the nile was so crucial to all aspects of life as they witness the effects of seasonal flooding on the lives of the local 
inhabitants.  players will feel as if they have been transported back in time to ancient egypt as they watch the inhabitants and economy of this exotic land come to life. ",0,0,0,0,0,0,0,0,0,0
Stronghold Crusader Extreme, ,0,0,0,0,0,0,0,0,0,0
Europa Universalis III Complete, ,0,0,0,0,0,0,0,0,0,0
Space Hulk Tactics, ,0,0,0,0,0,0,0,0,0,0
The Settlers IV,"experience the world of the settlers like never before as you build your city and take down the dark tribe and its leader, morbus, in the settlers iv history edition, a modernized strategic fantasy city-building game.
source: ubisoft store. ",0,0,0,0,0,0,0,0,0,0
Military History: Commander - Europe at War, ,0,0,0,0,0,0,0,0,0,0
Galaxy Angel II: Eigou Kaiki no Koku,"galaxy angel ii: eigou kaiki no koku is a strategy game, developed and published by broccoli,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,1
Fritz Chess,"
the chess game fritz teaches players the basics of the world's most famous board game in an entertaining way.
it's a fun game that is exciting to play, easy to learn, and not at all easy to master.fritz has a database containing more than 2000 exciting documented historical matches. relive great moments in the history at the hands of its illustrious players, with matches that go from opponents such as napoleon against madame de remusat to the strange automaton and even through classic matches of kasparov and fischer, or the legendary morphy. in addition, fritz includes a gallery of your victories. learn and enjoy having access yourself to a personalized record of games with your friends and family!the monarchs of the kingdoms of ebony and ivory, fritz ""the black king"" and elizabeth ""the white queen"", hold every ten years the ""chess masters tournament"" to which come the champions from all villages of the kingdom. you are one of those champions who will fight to secure the coveted title of chess master. but to succeed you must defeat your opponents, thus earning the privilege to face the very fritz himself, the unbroken black king, and current chess master. fritz will be your faithful squire and the one who can help you when you face your terrible opponents. and you better believe this: you'll need all the help you can get when you face different enemies, each with a different challenge to throw at you. from the brutal force and stupidity of the brute to the dirty tricks of the merchant and coming across the kingdom's hero, the only champion of the kingdom who has never been defeated, they all try to make you fail in your odyssey. vanquish them all and extend your collection of fritz chess treasures!


features

free chess: to play games freely in any of the three modes of play: classic chess, chess 960 or giveaway. you can have all the help fritz has to offer.
fritz chess elo: only you against the machine playing classic chess, without any help. the outcome will affect your elo score. elo is the number that indicates how good a player you are.
multiplayer: you can play against a friend on the same console, in any of three modes: classic, 960 or giveaway.
set up position: put the pieces in a certain position and continue the match. ideal for solving chess problems from the newspaper.

-deepsilver ",0,0,0,0,0,0,0,0,0,0
