Name,Summary,campaign,war,sniper,fps,soldier,weapons,enemy,person,duty,shooter
Twin Strike: Operation Thunder,"a fast-action arcade style aerial combat game that pits you against a variety of adversaries all intent on blowing you out of the skies. suit up and choose between six helicopters, all fully loaded and ready to engage the enemy in the air while avoiding attacks from infantry and artillery on the ground.


the only helicopter game currently available on the wii – follows success of arcade style titles such as desert strike. 



twenty immersive missions to play where you take on a variety of air and land-based targets such as military installations, fighter jets, tanks, boats and more. 


two control schemes to choose from: beginner just uses the wii-remote while advanced also makes use of the nunchuck.


anime-style cut scenes tell the story of the unaf (united nations air force) and its fight to maintain world peace.

* copied from publishers page http://www.zoodigitalpublishing.com/product-item.php?id=336 *
 







 ",0,0,0,0,0,0,1,0,0,0
Black Clover: Quartet Knights,"based on the hit manga and recently launched anime series, black clover: quartet knights enables players to form their own ultimate magic knights squads to challenge rivals in cooperative battles with friends. featuring a unique combination of third person shooting and magic combat, players  will create balanced and diverse teams of four using complementary  player types including attack, defense, and support specializations and  face off in heated battle.
source: publisher ",0,0,0,0,0,0,0,1,0,0
Danganronpa Another Episode: Ultra Despair Girls, ,0,0,0,0,0,0,0,0,0,0
Brothers In Arms DS,"brothers in arms ds brings all the action and strategy of the series to a handheld, utilizing the ds touch screen to control the squad
 
·         first brothers in arms for the ds system: exclusively designed for nintendo ds with easy-to-use, stylus-based controls such as using the touch screen to aim, with the camera following the stylus.
·         impressive, realistic 3d graphics: incredibly detailed environments with highly believable characters and enemies, cinematic camera angles, and great animation.
·         drivable vehicles: drive a recon car or a sherman tank. use a wide range of weapons such as bazookas, sniper rifles, grenades and more to destroy your enemy.
·         16 missions and three different campaigns: relive the intensity of wwii through three different campaigns, from normandy to north-africa and ardennes.
·         redesigned new multiplayer experience: fight major multiplayer battles with three of your friends in different multiplayer modes, including deathmatch and team deathmatch.
·         contextual movements: gameplay adapted to the nintendo ds hardware with auto-cover behind walls or auto-recovering life system.
·         an unrivalled sense of drama: experience a stronger emotional factor, due to the third-person view and dialogue between soldiers.
source: ubi.com ",0,0,1,0,0,1,0,0,0,0
Shadow Warrior (2013),"shadow warrior is our newest shooter - together with devolver digital we present you a total reimagining of this classic fps.
shadow warrior is a bold reimagining of the 3d realms’ cult classic shooter starring the legendary and quick-witted warrior lo wang. combine the brute force of overwhelming firepower with the elegant precision of a katana to annihilate the merciless armies of the shadow realm in an exhilarating and visually stunning transformation of the classic first-person shooter.
story
shadow warrior tells the offbeat tale of zilla enterprise’s corporate shogun lo wang as he is ordered to acquire a legendary blade of limitless power by his deceitful employer. betrayed and left for dead, lo wang learns of the blade’s connection to ancient gods from another realm preparing to push our world to the brink of destruction.  now the reluctant hero must become legend through a masterful  combination of gun, blade, magic and wit to uncover the truth behind the  demonic invasion and banish evil back into the darkness.
features
shadow warrior reborn – a bold new vision of shadow  warrior elegantly blends classic first-person shooter gameplay with  thrilling action, inventive combat, and a contemporary retelling of the  hilarious legend of lo wang.
elegant swordplay – unsheathe your legendary katana  to slice enemies apart with precisely targeted swings or unleash fluid  combos and special attacks to cut down hordes of enemies with one swift  pass through the enraged hordes.
upgradeable arsenal – utilize every gun in your  formidable armory – from stylish revolvers and quad barrel shotguns to  explosive-tipped crossbow bolts and laser-guided rocket launchers. each  weapon offers several unique upgrades to increase power, speed, and add  devastating alternative firing options.
mystical powers – call upon mystical powers to  protect yourself and paralyze your enemies or use their own severed  heads and still-beating hearts to bring them to their knees.
source: http://www.flyingwildhog.com/game/shadow-warrior ",0,0,0,0,0,0,0,0,0,3
Dead Alliance, ,0,0,0,0,0,0,0,0,0,0
Crypt Killer,"crypt killer is a light gun shooter game, developed by kcet and published by konami,  which was released in 1997. ",0,0,0,0,0,0,0,0,0,1
Resident Evil: Operation Raccoon City,"it is september 1998 and the action centres on the ill-fated raccoon  city and the horrific consequences of the deadly t-virus outbreak,  developed at the umbrella facility. with a cover up required, umbrella  orders an elite team into raccoon city to destroy all evidence of the  outbreak and eliminate any survivors. meanwhile, the us government has  quarantined the city and dispatched its own team of elite soldiers to  determine the source of the mysterious outbreak. you are an umbrella  security services soldier (u.s.s.), competing alone or in up to four  player co-op in a battle against all the competing forces at play in  raccoon city. expect the return of original resident evil enemies,  iconic landmarks such as the raccoon city police department and fan  favourite characters, including leon s. kennedy, who, as a rookie police  officer in raccoon city, is on your hit list to eliminate.

experience the fear: set in the terrifying world of resident evil 
three corner conflict: bio-organic weapons (b.o.w) and zombies  create an unpredictable third force and additional challenge on the  battlefield, adding chaos to the shooter game play. 
campaign mode - both single player and up to 4 player co-op:  you are part of the umbrella security service. protect the truth behind  the t-virus outbreak by any means necessary. 
fight online: robust and fully featured online multiplayer modes 
define your play style: gain new abilities and skills unique to your playable character as your experience level increases. 
international team development: a high quality, fully loaded,  third person co-op / multiplayer shooter developed in collaboration  between capcom japan development studios and an experienced western  multiplayer specialist studio. 

 
official website ",1,0,0,0,1,1,0,1,0,2
PO'ed, ,0,0,0,0,0,0,0,0,0,0
Doom II, ,0,0,0,0,0,0,0,0,0,0
Operation Warcade, ,0,0,0,0,0,0,0,0,0,0
Greg Hastings' Tournament Paintball Max'd, ,0,0,0,0,0,0,0,0,0,0
Little Red Riding Hood's Zombie BBQ,"
something has gone terribly wrong in fairy tale land!
an army of zombies has invaded fairy tale land! your favorite characters        have been reborn as the hungry undead, including the three little pigs,        pinocchio and more! only one heroine can stop this horrible army. her        name is little red riding hood and now she's armed and dangerous!
 
nintendo ",0,0,0,0,0,0,0,0,0,0
Bionicle Heroes,"developed by the makers of the best-selling children's title, lego star wars: the video game, bionicle heroes brings to life the characters and world of lego's bionicle universe. this brand-new action/adventure title for kids allows players to control the entire 2006 toy lineup of bionicle action figures, which features both the heroic toa inika and the villainous piraka.
battle and explore your way through the jungles, volcanoes, and deserts of the mysterious island of voya nui in this epic quest. in order to survive, players will need to master the powerful weapons and elemental powers of each bionicle character in order to defeat the piraka and to solve the challenges and puzzles of this uniquely, interactive lego universe.

features:

the official bionicle video game featuring the entire range of the latest bionicle action figure toys including both the evil piraka and heroic toa inika.


master the unique weapons and elemental powers of all of the toa inika and piraka.


uncover and collect unique lego pieces that can be used to upgrade weapons and special abilities as well as unlock special playable characters, such as the piraka.


discover secret areas and hidden extras that provide an interactive world in which kids will enjoy finding something new every time they play it.


experience the simple controls and accessible gameplay design created just for kids and families.


source - www.eidosinteractive.com (publisher) ",0,0,0,0,0,3,0,0,0,0
Halo: Combat Evolved,"bent on humankind's extermination, a powerful fellowship of alien races known as the covenant is wiping out the earth's fledgling interstellar empire. you and the other surviving defenders of a devastated colony-world make a desperate attempt to lure the alien fleet away from earth. shot down and marooned on the ancient ring-world halo, you begin a guerilla-war against the covenant. fight for humanity against an alien onslaught as you race to uncover the mysteries of halo. halo, the award-winning and critically acclaimed science fiction epic adventure, is coming to the pc, courtesy of bungie and gearbox software. packed with action, halo contains all the thrilling gameplay and rich story that made it a smash hit with gamers all over the world. now you can take the battle online with all new multiplayer including new maps, weapons and vehicles available only on your pc!
 
microsoft.com ",0,0,0,0,0,1,0,0,0,0
C.O.R.E.,"c.o.r.e is the first classic fps game designed for intend ds console. its story concentrates on the meteor crash and its unpredictable influence. as one of the elite marine soldiers, you have been sent with your squad on a secret mission into the laboratory complex built on the meteor crash site. you will explore various locations, starting from exterior parts of the complex, through underground laboratories, living quarters, warehouses to finally reach the secret beneath the base. your aim: discover mysteries about the meteor by solving following quests. you will become aware of the danger, threatening the existence of entire humankind, which has been buried underground for twenty years. 
features:

 complete 14 huge, shocking levels, discover different ways through - they are not linear, so there are always a few routes to complete them 
reveal the mysterious story of the meteor crash guarded by 20 different enemies ranging from insane marines and mad scientist to big deadly mutar
choose among 8 types of guns, such as: blaster, shotgun, plasmagun, or rocket launcher. some of them will have alternative fire option or optical zoom, also entire arsenal of weapons and power ups are available.
enjoy interactive world of our design: use of vehicles and operate interactive tools like switches, controllers, access cards, open the boxes, and blow up objects.
get into dark, murky atmosphere intensified by heavy music and advanced graphic solutions.
enjoy the game with 3 other people
have access to the player’s statistics for the best competition elements
enjoy three different types of multiplayer modes

death match
team area
capture the flag



developer
source ",0,0,0,1,0,1,0,0,0,0
Without Warning,"terrorists have seized the peterson-daniels chemical plant, taken hostages and planted explosives. if the plant explodes, millions could die. outside, three covert army operatives get ready to infiltrate. they'll need their specialist expertise and all the help they can get to defeat the terrorists inside. three ordinary people - a secretary, cameraman and guard - are trapped in the mayhem. follow all six through the toughest twelve hours of their lives - minute by minute. clock's ticking...
 

play as six very different people caught up in the events - will they all make it out alive?

blast through intense firefights, defuse ticking bombs and take big risks to beat the clock

use the volatile environment of the chemical plant to your advantage
 ",0,0,0,0,0,0,0,0,0,0
Monster Force,"in monster force you'll play as kid versions of universal studios monsters frankenstein, dracula, and the wolfman. your objective is to use your fledgling fright skills to combat evil spells and and save the land.  ",0,0,0,0,0,0,0,0,0,0
SD Gundam Force: Showdown!, ,0,0,0,0,0,0,0,0,0,0
RLH: Run Like Hell,"you are alone, danger is lurking around every dark corner, you don't know where to go or what is waiting for you. welcome to the world of run like hell (rlh). the sci-fi action game puts you in the role of an exiled military hero sent to work on a mining station in deep space. after returning from a mission, nick finds that all of his crewmembers have been wiped out by a vicious alien race. as the ex-soldier nick connor, your mission is to remain alive long enough to discover the alien's plans for your ship and find any survivors in the process. run like hell features intelligent alien foes that learn from the player's actions, along with voice acting by veteran film and television actors. ",0,0,0,0,0,0,0,0,0,0
Espgaluda II Black Label,"espgaluda ii black label is a shoot-'em-up game, developed and published by cave,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
Resident Evil: Umbrella Corps, ,0,0,0,0,0,0,0,0,0,0
Painkiller: Hell Wars,"gripping single player actioncrank up the intensity as you blast your way through 20 levels of mayhem and more than 75 species of hell's wildest incarnations.experience frantic action and wicked weapons: fire your stakegun and pin your enemies to the walls, or lob a grenade to send them flying!insane multiplayer action!battle online with painkiller's 7 hardcore multiplayer modes, including: deathmatch, capture the flag, last man standing and free-for-all.source: back of us box ",0,0,0,0,0,0,0,0,0,0
Greg Hastings Paintball 2,"in greg hastings paintball 2, players take to the field in 12 global paintball locations, each containing three to six different fields. seven single-player game modes challenge the most experienced ""ballers"" to hone their skills and then test them against up to 19 others in seven different multiplayer game types. whether playing alone or against others, greg hastings paintball 2 ups the ante with game-changing weather conditions and field hazards including rain, wind and fog. while the difficulty level may have increased, so have the tools at the players' disposal as the game features an improved map editor along with the hottest new gear and weapons. when things are at their bleakest, players can even use the all-new cheat meter that lets them avoid elimination by successfully wiping away paint splatter before they're caught. serious ""ballers"" can even become general manager of their own 10-player team composed of more than 100 professional and amateur paintball players. gamers can trade players, issue commands, and use their earnings from the field to build each player's individual stats, so the overall team is that much more competitive. the better the team assembled, the more tournaments a player stands to win, providing him with added cash to buy new gear, players and skill upgrades.  ",0,0,0,0,0,0,0,0,0,0
Marines: Modern Urban Combat,"become a marine in this compelling and realistic  squad based military shooter, using the tactics and tools of the real us  marine corps. lead your squad through the deadly streets of beirut and command  them to their posts using the intuitive wii remote™ controls.
play in co-operative multiplayer mode where a  second player can join in as the rifleman and help player one in  completing the missions.
marines: modern urban combat allows players for  the first time to play as a marine, using their real life tactics to  lead a squad to win the war.
http://www.oxygengames.net/games-details.asp?gameid=77 ",0,0,0,0,0,0,0,0,0,0
Deer Drive: Legends,"
get your firearms locked and loaded. this is  one hunting game that will unleash the beast in you! you’re going to the  far corners of the earth to hunt some of the wildest animals rarely  seen by the human eye – several even believed to be extinct! captured in  rich, realistic environments, these animals are quick, deadly, and  eager to turn you into dinner!

features:

the first hunting game to combine the thrill of taking down large game with the excitement of hunting prehistoric animals!
use the latest, most advanced hunting weapons and techniques to bring home your prize
3d hunting creates an authentic hunting experience
features more than 30 animals including woolly rhinos, white-tailed deer, wolves and irish elk
embark on action-packed hunts in the african savannah, rocky mountains, and more
engage in vicious boss battles against the feared t-rex, saber-toothed tiger, and gastornis
unlock bonus features such as new animals and environments
trophies room displays players’ statistics and achievements

source: publisher ",0,0,0,0,0,1,0,0,0,0
Radiant Silvergun,"   ""now that it's done · · · · ·i've begun to see the reason why we are here.""    considered to be both a milestone in shooter design and one of the toughest games in the genre, radiant silvergun comes courtesy of japanese developer treasure. released only in japan, radiant silvergun offered two modes, arcade and saturn mode. the former is all about intense 2d shooting action, while saturn mode adds a storyline to the mix and features anime-style characters and voice overs. radiant silvergun's most interesting feature is that it did away with the power-up system so prevalent in 2d shooters and instead offered a choice of attacks -- and combos between them. from standard lasers, to split shots, tracking fire, homing blasts, rear attacks, lock-on laser, and the radiant sword that can act both as shield and smart bomb, players have to choose the right attack for the right enemy to make it through.in 2002, radiant silvergun got its spiritual successor in the dreamcast release of ikaruga, which would later be converted for the nintendo gamecube. ",0,0,0,0,0,0,1,0,0,1
Raven Squad: Operation Hidden Dagger,"raven squad is a tactical action game set in the amazonian jungles that blends a first person shooter (fps) experience with the command and overview advantages of a tactical real-time strategy (rts) with dominantly story driven objectives. the player can solve each tactical situation using his own combination of the two genres either by himself or cooperatively with a friend.
features

    * set in the amazon in the year 2011, players will experience lush jungle visuals, haunting ambient sounds, changes in the weather, and an enemy in their home element
    * featuring the best of both worlds, raven squad has both fps and rts gameplay combine for a blazing action experience
    * a co-operative campaign that allows players to take control of a squad and play through the entire game with a friend online
    * 6 characters with their own unique backgrounds, personalities, behaviors, weapons and skills
-southpeakgames

  ",1,0,0,1,0,1,1,1,0,1
Silent Scope,"silent scope is a rail shooting game, developed by now production and published by konami,  which was released in 2002. ",0,0,0,0,0,0,0,0,0,0
S.T.A.L.K.E.R.: Clear Sky,"
about the game
 
s.t.a.l.k.e.r.: clear sky is set in 2011, one year prior to the events of the  original s.t.a.l.k.e.r. game.
a group of stalkers, for the first time, reaches the very heart of the  zone-the chernobyl nuclear power plant-and triggers a cataclysm on the brink of  a catastrophe. an immense blast of anomalous energy transforms the zone: the  once reliable and relatively safe roads are no longer so, the landscape is wiped  clean by outbursts of anomalies, and previously unknown areas appear on the zone  map. stalkers and expeditions perish or end up isolated within the lost  territories.
with the anomalous activity at its maximum, the unstable zone continues to  tremor with outbursts. the transformation of the zone map destabilizes the  fragile balance of forces in the zone. hostilities for the new territories,  artifact fields and spheres of influence flare up among groups. there are no  more old enemies or friends - now, everyone watches out only for themselves. the  factions war has begun.
the protagonist is a mercenary who appeared at the edge of the opposition  between stalker factions, strelok and even the zone itself. the main character  experiences the key role in the events that led to the creation of the zone  right up to the point from which the original s.t.a.l.k.e.r. game begins.
what new challenges await stalkers within the depths of the new zone? why do  anomalous outbursts continue to rattle the zone, and what can be done to stop  them? which faction will take the upper hand in the factions war? these and many  other questions will be answered in the official prequel - s.t.a.l.k.e.r.: clear  sky.


system requirements


 

supported os: microsoft® windows® xp(service pack  2)/microsoft® windows® 2000 sp4 
processor: intel pentium 4 2.0 ghz / amd xp 2200+ 
graphics: 128 mb directx® 8.0 compatible card / nvidia®  geforce™ 5700 / ati radeon® 9600 
memory: 512 mb ram 
sound: directx® 9.0 compatible sound card 
hard drive: 10 gb free hard disc space 






 

supported os: microsoft® windows® xp/vista (sp1) 
processor: intel core 2 duo e6400 / amd 64 x2 4200+ 
graphics: 256 mb directx® 9.0c compatible card* / nvidia®  geforce™ 8800 gt / ati radeon® hd 2900 xt 
memory: 2 gb ram 
sound: directx® 9.0 compatible sound card 
hard drive: 10 gb free hard disc space




 ",0,1,0,0,0,0,0,0,0,0
Red Faction II,"for the last 15 years, sopot, the corrupt dictator, has oppressed the people of the commonwealth. his relentless pursuit of unification with the neighboring united republic has left the country soaked in unnecessary bloodshed and poverty. propaganda is plastered throughout communities and a public information building, built as a tribute to the self-centered chancellor, spews news broadcasts with claims of victory as more and more soldiers fall victim. fed up after years on the front lines, a group of super-soldiers injected with nanotechnology vow to replace the dictator and restore peace.
defend your country as alias, a demolitions expert, with the help of your five squad members, each specializing in their own method of destruction. fight through diverse levels using vehicles, an arsenal of specialized weapons and massive explosives in your rampage to overthrow the government.

revamped geo-mod™ engine - the only fps with real-time, arbitrary geometry modification
all new storyline & characters - fight as a member of an elite squad of six
enhanced graphics and pre-rendered cut scenes for a completely immersive experience
utilize four varied vehicles in combat including a tank, hover flyer and submarine
acquire superior firepower from multiple boss battles
fourteen specialized weapons of mass destruction including dual-handed combinations
all new inventory of useful items - health kits, night vision, numerous grenades and more
stealth, puzzle solving and action oriented objectives
advanced ai behavior - ai works in squads and reacts realistically to each combat situation
experience alternate endings based on style of combat - good or bad ""karma""

 
game website ",0,0,0,1,0,2,0,0,0,0
Battle Engine Aquila,"in the world of battle engine aquila, a sudden climatic change brought on by centuries of atmospheric pollution reduces the continents of the earth to a series of small islands, triggering a global crisis.  dramatic betrayal propels an adolescent misfit into a heroic battle for survival.  with land at a premium, tensions have built between the surviving nations, as each tries to stake claim to the precious dry land.  
to navigate in the world, players take on the role of hawk aquila, pilot of the fearsome battle engine, a fully-armored tank with the ability to fly and coast over land.  with the aid of the world’s most powerful battlefield weapon,  hawk’s encounters takes place in a vast warzone, with combat raging between two feuding sides—the forseti and the muspell.  with thousands of units engaged in continuous confrontation, ranging from infantry to tanks, planes, battleships and artillery, hawk must navigate the battle engine aquila through the air, over ground and across the water in a campaign to swing the momentum of the struggle to his side. ",1,0,0,0,0,0,0,0,0,0
Special Forces: Nemesis Strike,"join the fight against global counterterrorism. in nemesis strike, you'll guide a team of two agents--stealth owl and raptor--as they cross into enemy territory. stealth owl is an infiltration expert with skills in accuracy and skydiving, while raptor favors powerful weapons and close combat. among your arsenal are electromagnetic bombs, holographic gadgets, heat-seeking rocket launchers, and sonar vision. use jeeps, boats, hovercrafts, and aircraft to travel around the fully destructible environments.  ",0,0,0,0,0,1,1,0,0,0
Star Wars Jedi Knight: Jedi Academy,"as a new student of luke skywalker's jedi academy, follow an ancient tradition and learn the powers - and dangers - of the force. the force is a powerful ally; use it wisely. immerse yourself in the classic star wars universe as you take on the role of a student eager to learn the ways of the force from master luke skywalker. interact with famous classic star wars locations and characters while facing the ultimate choice: fight for good and freedom in the light side or follow the path of power and evil to the dark side. create your own characters by defining various characteristics, such as species, gender, clothing and physical attributes allowing for a more personal experience before entering the academy to learn the powers - and dangers - of the force. construct your own lightsaber from handle to blade color. utilize two if you prefer or try the ultimate dual-bladed lightsaber made famous by darth maul. unique tiered level selection allows you to choose you adventure and the missions you take based on the skills you need to become the ultimate jedi knight.
[lucasarts] ",0,0,0,0,0,0,0,0,0,0
The Sum of All Fears," 
lead a team of domestic counter-terrorism experts through 11 dangerous missions that span the globe. formed from the elite of the f.b.i.’s hrt, you have been tapped to perform covert ops in the most dangerous circumstances imaginable. as the commander of this team, you’ll lead your unit into the heat of battle, performing missions ranging from eliminating terrorists to planting bugs, and destroying illegal weapons caches to rescuing hostages. you’ll give them orders in the field and take the point in leading them into combat.
game features:

11 action-packed missions in realistic settings from around the world. 
an intense storyline that parallels the novel and film of the same name. 
from the makers of the award-winning tom clancy games, ghost recon™ and the rainbow six™ series. 
multiple difficulty settings plus a comprehensive training level. 
an easy-to-use interface that lets players dive right into the action. 
use the latest in antiterrorist weaponry, including 15 unique gun types, flashbangs and frag grenades. 
six brand-new dedicated multiplayer spaces, playable on ubi.com. 
competitive and cooperative multiplayer support, including classic and all-new game types for solo and team play. 

source: ubi.com ",0,0,0,0,0,1,0,0,0,0
PowerSlave,"destination: the ancient egyptian city of karnak. alien forces possessing horrifying powers have sealed off the once-thriving community from all outside contact. as a covert operations specialist, you have been trained for all forms of contingencies. nothing can prepare you, however, for the nightmare you're about to enter... ",0,0,0,0,0,0,0,0,0,0
Call of Juarez: Bound in Blood,"call of juarez: bound in blood transports players from a ravaged civil war-era georgia to the aztec ruins of mexico. in the wildest west ever depicted, players can embody both mccall brothers in an intense wild west storyline full of greed, lust and lawlessness that takes place during a legendary period of american history. ",0,0,0,0,0,0,0,0,0,0
Cabela's Big Game Hunter: Pro Hunts,"hunt with the pros! bring home bigger game faster using advice from our pros, including  wade middleton, jim shockey, and ralph & vicki cianciarulo.

 

the most authentic hunting ballistics ever in a cabela's® game!
traverse maps 4x the size of any previous cabela's® big game hunter® game!
track, scout and target your trophy animal in all new ways!



source: publisher ",0,0,0,0,0,0,0,0,0,0
Mushihimesama Futari Ver 1.5, ,0,0,0,0,0,0,0,0,0,0
Raid: World War II,"the nazis are winning and we need drastic measures
raid: world war ii is an action-packed four player cooperative  shooter set during a time when the nazi war machine was still going  strong. during the worldwide fight against evil, four prisoners of war  are freed from a gestapo jail to take down hitler and his third reich  once and for all - and get rich while doing it.
players can choose from four different classes with their own highly  developed skill tree and war cry - a powerful ability that can be  unleashed to buff yourself or the entire team.
source: https://www.raidworldwar2.com/ ",0,4,0,0,0,0,0,0,0,1
Red Faction: Guerrilla,"set 50 years after the climactic events of the original red faction, red faction®: guerrilla™ allows players to take the role of an insurgent fighter with the newly re-established red faction movement as they battle for liberation from the oppressive earth defense force. red faction: guerrilla re-defines the limits of destruction-based game-play with a huge open-world, fast-paced guerrilla-style combat, and true physics-based destruction.- open world guerrilla warfare – you decide who, when, where and how to battle. utilize guerrilla tactics, improvised weaponry, and modified vehicles to lead insurgent attacks on edf targets. launch attacks based on your own gameplay style, take on missions in any order you choose, or engage in destructive activities to weaken the edf’s grip on mars.- strategic destruction – use destruction to your tactical advantage, setting ambushes or chain reaction explosions to attack enemy strongholds and permanently modify the game environment. leverage fully-dynamic physics-based destruction to improvise on the fly: blow holes in a wall or floor to set an ambush or escape, take out a staircase to stop your pursuers, or drive vehicles through blown out walls. -evolving & emergent gameplay – carve your path through an ever changing landscape as you improvise your combat tactics – mixing gameplay styles, vehicles, weapons and explosives to defeat the edf. - epic sci-fi setting – explore the huge, unforgiving martian landscape, from the desolate mining outpost of parker to the gleaming edf capital city of eos; then tear through the fully destructible open-world environments swarming with edf forces, red faction resistance fighters, and the downtrodden settlers caught in the cross-fire.- multiplayer combat – there is no place to hide when you put your guerrilla warfare skills to the test in a variety of highly destructive multiplayer combat modes.
thq ",0,0,0,0,0,1,1,0,0,0
Otomedius Gorgeous, ,0,0,0,0,0,0,0,0,0,0
Combat Elite: WWII Paratroopers,"
start out as a private and progress through the game's historic campaigns to participate in battles from d-day to market garden, bastogne and beyond. over the course of the game you will gain rank, earn skill points to improve their characters and fight with a wide array of authentic wwii weapons and equipment. the game's missions will be playable in both single-player and two-player cooperative modes.
features

varied and immersive missions that require an array of weapons and skills to complete
two-player, same screen co-operative play
ability to rise through the ranks with battle experience earning promotions and the ability to customize your character with new skills and capabilities
instantly accessible controls keep players involved in the combat and not the game pad
incredible assortment of historically accurate weapons, equipment and devices
skill dependent melee attacks inflict different types of damage on the enemy
three very different levels of difficulty suitable for every player's skill set
historical combat/third-person isometric hybrid with role-playing qualities
immersive and detailed environments that give the player a greater sense of situational awareness
three customizable character types that each provide unique game play opportunities as well as a character development system that allows players to tailor the gameplay experience
excellent replay value for anyone wanting more than just a wwii shooter


southpeak ",0,0,0,0,0,2,1,0,0,1
Lethal Enforcers I & II, ,0,0,0,0,0,0,0,0,0,0
BRAHMA Force: The Assault on Beltlogger 9,you're in a mechanized suit armed to the teeth with high tech weaponry. you must wipe out a virus on beltlogger 9 and break the siege by the villain dionisio vega. it won't be easy. level after level of robotic baddies all in your face will do everything they can (and then some) to stop you.  ,0,0,0,0,0,0,0,0,0,0
R-Type III: The Third Lightning,"the legendary classic arcade shooter returns!

the evil bydo empire is seeking to wipe out our species. after their failure in two campaigns, bydo empire is launching the definitive assault.you are the last pilot on earth, and you must fly the untested r-90 against the evil bydo. great game features like three unique force pods with their varied weapons;round force, shadow force, and cyclone force. excellent level design with outstanding special effects make for a great arcade experience. blast your way through amazing levels filled with hordes of enemy inhabitants, and insanely huge bosses! ",0,0,0,0,0,0,1,0,0,1
DICE: DNA Integrated Cybernetic Enterprises, ,0,0,0,0,0,0,0,0,0,0
DeathSmiles II X,"deathsmiles iix is a shoot-'em-up game, developed and published by cave,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
Battlefield 1942: The WW II Anthology, ,0,0,0,0,0,0,0,0,0,0
Cabela's Big Game Hunter: Pro Hunts,"hunt with the pros! bring home bigger game faster using advice from our pros, including  wade middleton, jim shockey, and ralph & vicki cianciarulo.

 

the most authentic hunting ballistics ever in a cabela's® game!
traverse maps 4x the size of any previous cabela's® big game hunter® game!
track, scout and target your trophy animal in all new ways!



source: publisher ",0,0,0,0,0,0,0,0,0,0
Greg Hastings' Tournament Paintball Max'd,"ghtp max'd catapults the no.1 selling extreme sport fps paintball video game to a whole new level. building on the adrenaline-pumping speed and the recognized innovative action gameplay of the original ghtp, max'd brings you new gameplay features never before seen in the fps genre. so re-check your marker and strap on your gear - in ghtp max'd you play for real.
activision ",0,0,0,2,0,0,0,0,0,0
Darius II,"as the earth's last line of defence, one brave pilot is needed to beat back the alien invasion and safeguard the future of mankind. at the controls of an interstellar battle-craft you must plot your line of attack through a hostile solar system, powering-up your ship at every opportunity to destroy the huge enemies facing you. ",0,0,0,0,0,0,0,0,0,0
Gotcha Force, ,0,0,0,0,0,0,0,0,0,0
Medal of Honor: Vanguard,"medal of honor vanguard™ is the latest video game from ea’s acclaimed medal of honor™ franchise, credited with pioneering debut in 1999. join the ranks of the elite 82nd airborne division as corporal frank keegan in medal of honor vanguard. from operation husky on the shores of sicily to your operation varsity airdrop inside nazi germany, you’ll jump behind enemy lines to fight the epic wwii battles that turned america’s first paratroopers into heroes of wwii. choose from a variety of authentic, customizable weapons at your disposal, each with distinct characteristics. featuring spectacular graphics and all-out combat intensity, medal of honor vanguard makes you the driving force in the struggle to liberate europe. the medal of honor vanguard development team continues to ensure that the ideals and integrity of the prestigious congressional medal of honor are accurately reflected in the game. the producers sought counsel from numerous expert sources to make certain the game is historically accurate and as true to the wwii experience as possible.
 
source - www.electronicarts.co.uk (publisher) ",0,0,0,0,0,1,1,0,0,0
Max Payne 2: The Fall of Max Payne,"max payne 2: the fall of max payne is a violent, film-noir love story. dark, tragic and intense, the in-depth story is a thrill-ride of shocking twists and revelations. love hurts.
max payne 2: the fall of max payne delivers the most intense gameplay experience imaginable. the fierce, yet stylish action sequences and slow-motion gunplay that has become synonymous with max payne is back and better than ever. new and enhanced moves and options provide breathtaking cinematic game play. max payne 2: the fall of max payne raises the bar on action games all over again.
system requirements  minimum 1ghz pentium iii/athlon or 1.2ghz celeron or duron processor 32mb directx 9 compatible agp graphics card with hardware transform & lighting support. 256mb ram  recommended 1.4ghz athlon or 1.7 ghz pentium 4, celeron or duron processor 64mb directx 9 compatible agp graphics card with hardware transform & lighting support 512mb ram  generic reqs 1.7 gb hard drive space windows 98/me/2000/xp directx 9.0 keyboard and mouse
 
take 2 ",0,0,0,0,0,0,0,0,0,0
Nanotek Warrior,"nanotek warrior is an action game, developed by tetragon and published by virgin interactive,  which was released in 1997. ",0,0,0,0,0,0,0,0,0,0
Battlefield Vietnam,"all-out war across the battlefields of vietnam

the battlefield franchise enters a new era equipped with more firepower, modernized weaponry and vehicles, and a deeper infantry experience from the jungles to the beaches of vietnam. from villages on the ho chi minh trail to the city streets of hue, wage modern warfare as the united states or north vietnamese army (nva). select from a variety of characters within the different soldier classes as you command powerful new vehicles including the uh-1 huey helicopter, the m551 sheridan tank, and the f-4 phantom fighter jet on the u.s. side and the russian-made t-54 tank, the mig-21, and mi-8 multipurpose helicopter on the nva side. ",0,1,0,0,1,0,0,0,0,0
