Name,Summary,casino,singstar,sing,poker,party,guitar,trivia,rock,music,songs
Cook Wars,"over 30 mini-games: the fun never ends with over 30 mini-games offering a wide variety of gameplays: grill, cook, bake, cut, roll in numerous recipes from the world’s best cuisines. 
variety of multi-player modes: from multi-player (2 players vs. 2 players or 3 players vs. 1 player) to intense duel mode. 
compete to become the best cook and win as you make some of the best international foods from 5 countries (mexico, usa, france, italy, asia). 
rewarding system: unlock new ingredients and star chefs as you progress through the different modes.

ubisoft  ",0,0,0,0,0,0,0,0,0,0
Detective Conan: Phantom Rhapsody, ,0,0,0,0,0,0,0,0,0,0
Sega Arcade Gallery,"four classic arcade games filled with speed, action and high-flying adventure.
after burner- hop in the cockpit of a navy f-14xx to gun your way through wave after wave of oncoming bogeys.
space harrier- blast your way through enemies in this classic 3d action shooter.
out run- get behind the wheel of a high-powered sports car as you race against the clock on tracks around the globe.
super hang on- race across 4 regions on powerful gp motorcycles!
(source: back of box) ",0,0,0,0,0,0,0,0,0,0
SteamWorld Collection, ,0,0,0,0,0,0,0,0,0,0
Might & Magic X: Legacy, ,0,0,0,0,0,0,0,0,0,0
Deal or No Deal: Special Edition,"the hit tv show is coming to your favorite video game system! the premise is simple: you have 26 briefcases in front of you. each one contains a different amount of money. open each case one by one, and try to find the briefcase with the biggest amount of money. deal or no deal? ",0,0,0,0,0,0,0,0,0,0
FunkMaster Flex's Digital Hitz Factory,"with digital hitz factory, you have everything you need to make a hit song. the game includes more than 16,000 instrument sounds and samples from six different musical styles, including hip-hop, pop, trance, garage indy, and metal. mix your tracks with a set of virtual decks, and record your own vocals and samples with the optional microphone and sampler. the game also lets you create a music video--using a library of real video clips--to play with your track.
www.us.playstation.com ",0,0,0,0,0,0,0,0,1,0
Bratz Kidz,"
welcome to the bratz kidz slumber party! join your favourite bratz kidz characters for a game filled with all the fun of a late night party – no boys allowed!   yasmin is hosting a sleepover. as our 4 girls look through yasmin's photo album, they remember all their craziest times together and embark on an adventure based on each of the memories in the album! explore the adventure mode or dip in and out of a series of fun mini games where you customise your favourite bratz kidz characters. you can also make a delicious pizza for your girlfriends, take stylish photos, create your very own clothes and much more in this sassy sleepover!   select, customize and play with your favourite bratz kidz. jade is really respectful, sasha is very dynamic, yasmin is self-confident and cloe is sweet – and of course they're all sparky, adventurous and cool.     join the bratz kidz slumber party in this sleepover themed world with an adventure based on jasmine's photo album full of memories. the game stimulates the player's creativity and imagination with focus on fun, fashion and glamour! the kidz with a passion for fun are waiting for you to arrive…



key features

play 11 brilliant mini-games and activities including choreography, music and clothes design, friendship tests and photo-sessions!
collect stars use them to buy items to customise your character in the bratz kidz shop
fully customise with over 350 accessories options including hairstyle, make-up, manicure, clothes, shoes and jewellery – totalling 843750 different combinations!
play in freeplay or album mode, then choose competition or
play with up to 3 friends in multiplayer mode. exchange items, play mini-games and more!
complete all the mini-games and unlock exclusive scenes from the bratz kidz™ sleep over adventure dvd

 
the american game factory ",0,0,0,0,2,0,0,0,1,0
Sangoku Koi Senki: Otome no Heihou!, ,0,0,0,0,0,0,0,0,0,0
XBLAZE Code: Embryo, ,0,0,0,0,0,0,0,0,0,0
God Eater Off Shot: Lindow-hen Twin Pack & Animation Vol. 2, ,0,0,0,0,0,0,0,0,0,0
Astrology DS, ,0,0,0,0,0,0,0,0,0,0
Onechanbara Z Kagura, ,0,0,0,0,0,0,0,0,0,0
Gekiatsu!! Pachi Game Tamashi: CR Evangelion - Hajimari no Fukuin, ,0,0,0,0,0,0,0,0,0,0
The Idolmaster: Gravure For You! Vol. 4, ,0,0,0,0,0,0,0,0,0,0
The Rabbit's Apprentice, ,0,0,0,0,0,0,0,0,0,0
Even in a Game Listen to Me Girls. I Am Your Father!, ,0,0,0,0,0,0,0,0,0,0
Daito Giken Premium Pachi-Slot Collection: Yoshimune,"daito giken premium pachi-slot collection: yoshimune is a casino game, developed by paon corporation and published by daito,  which was released in japan in 2006. ",1,0,0,0,0,0,0,0,0,0
World Series of Poker: Tournament of Champions 2007 Edition,"building on last year's #1 poker title and #1 brand in poker, world series of poker® : tournament of champions takes a story-based approach as you enter the circuit as chris “jesus” ferguson's protégé. you'll test your skill against more top pros than ever before as you compete in the premier circuit events.   your goal: qualify for the winner-take-all, invitation-only tournament of champions at the rio resort in las vegas & lay claim as the world's best!
 
source - www.activision.com (publisher) ",0,0,0,1,0,0,0,0,0,0
Gekiatsu!! Pachi Game Tamashi Max: Evangelion 7 x Seimei no Kodou, ,0,0,0,0,0,0,0,0,0,0
Mame Goma: Shiro to Kuro no Meikyuu, ,0,0,0,0,0,0,0,0,0,0
Gacharoku,"gacharoku is a board game, developed by agenda and published by scei,  which was released in japan in 2002. ",0,0,0,0,0,0,0,0,0,0
Rakushou! Pachi-Slot Sengen 5: Rio Paradise,"rakushou! pachi-slot sengen 5: rio paradise is a casino game, developed by net corporation and published by tecmo,  which was released in japan in 2007. ",1,0,0,0,0,0,0,0,0,0
Death Mark,"you have been marked...
a strange rumor is spreading through the shadows of tokyo's h city: a mysterious disfigurement, like a grotesque birthmark, has been appearing on the bodies of certain individuals. anyone who receives the mark will rapidly die of unknown, horrifying causes.
deprived of your memories, you arrive at a mansion rumored to protect the bearers of the mark. as the doors swing open, the countdown to death has already begun...
source: official site ",0,0,0,0,0,0,0,0,0,0
Romance of the Three Kingdoms (3DS), ,0,0,0,0,0,0,0,0,0,0
Diabolik Lovers: More Blood, ,0,0,0,0,0,0,0,0,0,0
K-On! After School Live!! HD Ver., ,0,0,0,0,0,0,0,0,0,0
Pachitte Chonmage Tatsujin 12: Pachinko Ultraman, ,0,0,0,0,0,0,0,0,0,0
Sayonara Umihara Kawase, ,0,0,0,0,0,0,0,0,0,0
Fortune Street: Dragon Quest & Final Fantasy 30th Anniversary, ,0,0,0,0,0,0,0,0,0,0
Daito Giken Koushiki Pachi-Slot Simulator: Yoshimune Portable, ,0,0,0,0,0,0,0,0,0,0
Samurai Warriors 3Z Special, ,0,0,0,0,0,0,0,0,0,0
Travel Coach: Europe 1, ,0,0,0,0,0,0,0,0,0,0
Clever Kids: Pirates, ,0,0,0,0,0,0,0,0,0,0
Electroplankton,"in electroplankton, art and music collide to create a wildly fresh interactive audio experience. players will encounter 10 unique species that respond to their touch and voice to create unforgettable sounds and melodies. interacting with this wide and wild variety of electroplankton is as simple as sliding the stylus across the touch screen. toy with tracy plankton and listen to their music as they swim along drawn lines. players clap their hands or use their voices to lead a microscopic synchronized swimming team of nanocarp. there are 10 fascinating plankton to play with in all.
the latest work by world-renowned japanese media artist toshio iwai, electroplankton bursts to life exclusively on the nintendo ds. a new interactive music and media experience awaits – watch it, touch it, listen to it … and feel it.
 in electroplankton, players poke, rub and draw on the touch screen to stimulate odd aquatic plankton and create their own music. each of the 10 unique electroplankton features a completely different sound and visual style:
features

tracy: draw lines through the water and listen as the plankton swim along the path to create mysterious music.
hanenbow: launch adorable plankton through the air and listen to the music they make as they bounce from leaf to leaf.
luminaria: tap arrows to create intricate paths the plankton will follow to create mesmerizing songs.
sun-animalcule: use the stylus to plant plankton eggs. marvel as they emit sound and light as they grow.
rec-rec: a plankton that acts as a sampler, allowing players to record up to four sounds and layer them over drum loops.
nanocarp: players clap their hands to set microscopic synchronized swimmers into action.
lumiloop: spin donut-shaped sea creatures with the stylus to hear them emit warm, humming tones.
marine-snow: stir these delicate snow-crystal plankton to create haunting piano melodies.
beatnes: players tap these wriggling creatures to create their own funky nes® remixes.
volvoice: players use this plankton to record their voices (or any other sound they can think of), then warp and twist them beyond recognition.
 ",0,0,0,0,0,0,0,0,4,0
Montessori Music,"
train your musical ability!
music™ is designed to teach players about the art of music in an incredibly easy and intuitive way. through enjoyable, easy-to-follow in-game lessons and fun mini-games, players will be able to develop their understanding of music by learning how to read and play it. hands-on activities help to reinforce more than 20 musical lessons. learn, train, practice and develop your music skills on the nintendo ds in a smooth and pleasant way.
features

six different modes, including lessons, performance and terminology, ensure that learning is fun and enjoyable
over 20 lessons designed to teach music to players of all ages
more than 60 performable classical music songs help facilitate the learning process
built-in calendar tracks progress, training results and learning curve day by day
emphasis on using a simple lexicon to help players understand key music vocabulary
chord sheet mode helps players learn how to play the guitar and piano
four challenging stylus-based mini-games help players develop a sense of rhythm and coordination in addition to an ear for music



southpeak ",0,0,0,0,0,1,0,0,7,1
Tamagotchi no Doki Doki Dream Omisecchi, ,0,0,0,0,0,0,0,0,0,0
Best Friends Tonight,"newly recruited as the star of teen planet's tv show, you must make the cast become best friends -- otherwise the tv show will be cancelled! be charismatic as the anchor of the teen planet tv show, guide the cast to success as you build a friendly atmosphere on the tv set to keep the teen planet's tv show on air. ",0,0,0,0,0,0,0,0,0,0
Toushin Toshi, ,0,0,0,0,0,0,0,0,0,0
.hack: Sekai no Mukou ni + Versus, ,0,0,0,0,0,0,0,0,0,0
Gotouchi Kenkei DS, ,0,0,0,0,0,0,0,0,0,0
BikkuriMan Daijiten, ,0,0,0,0,0,0,0,0,0,0
Bikkuriman Daijiten, ,0,0,0,0,0,0,0,0,0,0
Stacked with Daniel Negreanu,"stacked™ with daniel negreanu is a 3d poker simulation that provides both instruction and challenging ai competition. with video and in-game instructional features, the game helps you hone your no-limit hold 'em skills. computer opponents are equipped with a dynamic ai that allows them to take on specific personalities and adjust their play during the game. in career mode, you can create your own character and take him or her up the ranks, eventually playing in larger tournaments and earning the respect of poker pros. the game also supports online play for small or large tournaments against other players.
www.us.playstation.com ",0,0,0,2,0,0,0,0,0,0
PopCap Arcade Vol 2,"product features


play through peggle, feeding frenzy 2, and heavy weapon - all in one game
friends can compete or collaborate online or on console
online and offline leaderboards let gamers know how they stack up
players earn exclusive xbox 360 achievements and gamerscore while they play
high-definition graphics, unlockable game modes and more

peggle: voted casual game of the year, editors choice (2007).  do you have what it takes to become a peggle master? take your best shot. conquer 55 levels with 10 mystical magic powers and rack up bonus points. face off against friends in 4-player xbox live multiplayer play, and test your skills in 75 grand master challenges.  feeding frenzy 2: voted casual game of the year (2006) want a game you can really sink your teeth into? swim through underwater worlds and chow down on smaller fish to eat your way to ocean supremacy.  features over 60 levels of chomping goodness, story and time attack modes, night-time levels, boss fish and more.  heavy weapon: nominee, downloadable game of the year (2007) it's shoot-em-up action at its best. load your heaviest artillery and blast away enemy tanks and planes on over 19 missions. play in 3 modes, including survival and boss blitz, unlock 6 secret weapons banks, compete with friends in co-op and xbox live multiplayer play, and more.  product description three action-packed best sellers for one amazing value. peggle: voted casual game of the year, editors choice (2007). do you have what it takes to become a peggle master? take your best shot. conquer 55 levels with 10 mystical magic powers and rack up bonus points. face off against friends in 4-player xbox live multiplayer play, and test your skills in 75 grand master challenges. feeding frenzy 2: voted casual game of the year (2006) want a game you can really sink your teeth into? swim through underwater worlds and chow down on smaller fish to eat your way to ocean supremacy. features over 60 levels of chomping goodness, story and time attack modes, night-time levels, boss fish and more. heavy weapon: nominee, downloadable game of the year (2007) it's shoot-em-up action at its best. load your heaviest artillery and blast away enemy tanks and planes on over 19 missions. play in 3 modes, including survival and boss blitz, unlock 6 secret weapons banks, compete with friends in co-op and xbox live multiplayer play, and more. ",0,0,0,0,0,0,0,0,0,0
Sei Madou Monogatari, ,0,0,0,0,0,0,0,0,0,0
Beastly, ,0,0,0,0,0,0,0,0,0,0
Sekai no Hate Made Itte Q! Chinjuu Hunter Mono no Daibouken, ,0,0,0,0,0,0,0,0,0,0
Smart Girl's Winter Wonderland,"the  magic and excitement of the winter holidays can now be with you wherever you  go! add holiday cheer and the spirit of christmas by providing your youngest gamer with a title full of mini-games and classic stories that is sure to please everyone during the winter holidays. smart girl's winter wonderland key features: 


winter themed fun for girls – an assortment of mini-games specifically made for girls in a winter holiday theme, including a greeting card maker, dress up, snowy night, and so much more! 
classic christmas stories – bring timeless classics such as a christmas carol and the nutcracker to life as you read, listen and interact with the stories. 
hands-on fun – every page of these stories and every mini-game contain interactive elements that bring them to life, allowing for children to develop their skill sets through hands-on electronic play. 
christmas carols – sing along to your favorite christmas songs as you follow along in this fun mini-game that will teach you the words to classics such as jingle bells and more! 


publisher website ",0,0,1,0,0,0,0,0,0,1
Silverlicious, ,0,0,0,0,0,0,0,0,0,0
Trials Fusion,"take on an unlimited array of platform-racing challenges in the unreal world of trials fusion. using your skills to traverse across obstacle-laden, ramp-ridden courses, you must strive to set track records against the best trials players around the globe. whether you’re racing alone, with friends, or in a global tournament, competition is always around you. and racing on official courses is just the beginning. a rich world of custom courses—built by some of the most creative and skilled content creators in gaming—awaits those who are continually searching for a new, insane track to conquer. and with long-term support of fresh features and content, the trials experience will continue to expand and challenge players in new and exhilarating ways.
 
source: ubisoft store. ",0,0,0,0,0,0,0,0,0,0
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum, ,0,0,0,0,0,0,0,0,0,0
Toriko: Ultimate Survival, ,0,0,0,0,0,0,0,0,0,0
Vegas Casino,"welcome to the stardust world of the high-stakes casino... vegas style! immersive gameplay, a unique 1st person perspective and voice controls put you in the best seats in the house, at some of the toughest tables in town:- texas hold'em. blackjack, roulette, slots, big-6 money wheel. ",0,0,0,0,0,0,0,0,0,0
Flipper Critters,"flipper critters is set in an imaginary world filled with a variety of        remarkable places, from town squares and mountain valleys to towering        castles and even the moon.
in this magical world, you'll find all the traditional pinball features,        including ramps, sinkholes, bumpers, jackpots, gates, and goals—just in        a different form than you've ever seen them.
throughout the game, you will encounter and receive help from flipper        critters' unusual inhabitants. many characters will offer help or quests        and challenges to undertake.
in order to travel the flipper critters' world, you'll need to complete        objectives on each level. sometimes you'll only have to open a door and        roll along a ramp, while on other occasions, you'll have to activate a        vehicle and use that to travel to a new place.
 

 full 3d environments 
 classic pinball features in an adventure game 
 minigames 
 nonlinear gameplay 
 two game modes: arcade and story 
 uses the +control pad, touch screen and wireless communication 

 
 
 
nintendo ",0,0,0,0,0,0,0,0,0,0
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai, ,0,0,0,0,0,0,0,0,0,0
Infinite Stratos 2: Ignition Hearts, ,0,0,0,0,0,0,0,0,0,0
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,"pachinko kamen rider: shocker zenmetsu daisakusen is a casino game, developed and published by hack berry,  which was released in japan in 2008. ",1,0,0,0,0,0,0,0,0,0
Exstetra, ,0,0,0,0,0,0,0,0,0,0
Disney Epic Mickey: The Power of Illusion, ,0,0,0,0,0,0,0,0,0,0
Nishijin Pachinko Monogatari 2,"nishijin pachinko monogatari 2 is a casino game, published by kss,  which was released in japan in 1996. ",1,0,0,0,0,0,0,0,0,0
thinkSMART FAMILY!,"this original brain training program helps you develop language, memory, mathematics, spatial reasoning and logic skills in an imaginative and creative way. think outside the box and improve your mental fitness! train the coordination of the right and left hemispheres of your brain and improve your powers of imagination and logical thinking. an individual training plan tailored to your previous performance enables you to keep track of your progress. throughout the game, useful tips help you to successfully master every challenge. ",0,0,0,0,0,0,0,0,0,0
Toaru Majutsu no Kagaku no Ensemble, ,0,0,0,0,0,0,0,0,0,0
Brothers Conflict: Brilliant Blue, ,0,0,0,0,0,0,0,0,0,0
Who Wants to be a Millionaire: 1st Edition,"who wants to be a millionaire is based on the wildly popular and emmy-award winning game show of the same name that debuted in 1999 and has been in u.s. daily syndication since september 2002.  ""is that your final answer?"" has become a popular catch phrase in popular vocabulary.

you take the hot seat in the all new who wants to be a millionaire game.  win $1,000,000 by correctly answering 15 multiple choice question, each worth an increasing amount of money.  just like on tv, players can seek help for the super stumper questions via lifelines like ""ask the audience"", ""double dip"", or ""phone a friend"".  can you stand the pressure, or will you walk away? ",0,0,0,0,0,0,0,0,0,0
Stacked with Daniel Negreanu,"
go all-in against a poker champion in stacked™ with daniel negreanu, the game that combines the excitement and drama of professional poker with winning insights from texas hold'em's most accomplished player.
compete against negreanu and six other real-life poker superstars, all powered by a.i. that adapts to your play in real time. hone your skills before facing off against thousands of real players in massive online multi-table tournaments on xbox live®! 



 

learning a.i.: the game's exclusively licensed artificial intelligence, developed through more than 10 years of university research, actually adapts to your playing style in real time.
tips from the pros: boost your poker knowledge through expert and in-depth tutorials from texas hold'em champ daniel negreanu.
online play: massive multi-table tournaments let you challenge other real players on xbox live®. communicate online with voice, text messaging, and character manipulation.
3-d visuals: richly detailed 3-d environments and characters recreate actual casinos and leading pro players.
ranking system: climb your way to the top of the casino with sanctioned tournaments, league ladders, and precise statistical tracking systems.



 
xbox.com ",1,0,0,4,0,0,0,0,0,0
Konami Classics Series: Arcade Hits, ,0,0,0,0,0,0,0,0,0,0
Sumikko Gurashi Atsumare Sumikko Town, ,0,0,0,0,0,0,0,0,0,0
Who Wants to be a Millionaire: 1st Edition,"key features 

put yourself in the millionaire hot seat, anytime… anywhere! 
experience all the tv shows best assets and live the tensions of answering over 2.000 questions!  
interact directly with one of the most famous english anchorman, chris tarrant, who will give you instructions on the top screen of your nintendo ds  
try to correctly answer 15 successives multiple-choice questions of increasing difficulty to climb the money ladder and win a virtual million pounds.  
be careful, if you answer incorrectly, you only win the amount of the last milestone you passed. milestones are at £1,000; £32,000; and £1,000,000.  
if you don’t know an answer or are not sure about it,  

you can get help from your three “lifelines”: the 50/50 option, the phone-a-friend lifeline, the ask-the-audience results 
or just walk away. you’ll be credited with winning the amount of the last question you answered. 



source: ubi.com ",0,0,0,0,0,0,0,0,0,0
Darkstalkers Resurrection, ,0,0,0,0,0,0,0,0,0,0
Mega Minis Volume 2, ,0,0,0,0,0,0,0,0,0,0
HappinessCharge PreCure! Kawarun Collection, ,0,0,0,0,0,0,0,0,0,0
Puzzle & Action: Tant-R, ,0,0,0,0,0,0,0,0,0,0
Renai 0 Kilometer, ,0,0,0,0,0,0,0,0,0,0
East India Company Collection,"

in east india company, you assume the role of governor director and seek to ship precious cargo to europe in order to amass vast wealth. build your fleets, establish connections to distant countries and dominate the other rival empires.
east india company – collection bounds together this trade oriented strategy game and its add-ons. this is the definitive collection of 17th century trade and naval battles!
east india company - collection contains the original release and all of its' add-ons. this is the definitive collection of 17th century trade and naval warfare.

features

engage in spectacularly cinematic and epic naval battles
command in two mode: order your ships in real-time strategy mode or take the helm of a single ship in direct command mode
choose from over 10 realistic ship types from small sloops and cutters to warships and east indiamen
take over ports and protect your shipping routes

http://www.paradoxplaza.com/games/east-india-company-collection
 ",0,0,0,0,0,0,0,0,0,0
Jyuzaengi: Engetsu Sangokuden, ,0,0,0,0,0,0,0,0,0,0
Nisekoi, ,0,0,0,0,0,0,0,0,0,0
Kokoro no Kokoron, ,0,0,0,0,0,0,0,0,0,0
Guitar Hero: World Tour, ,0,0,0,0,0,0,0,0,0,0
Kaidan Restaurant: Zoku! Shin Menu 100-Sen, ,0,0,0,0,0,0,0,0,0,0
Kyokugen Dasshutsu ADV: Zennin Shiboudesu, ,0,0,0,0,0,0,0,0,0,0
Azada, ,0,0,0,0,0,0,0,0,0,0
Golden Nugget Casino / Texas Hold 'Em Double Pack,"golden nugget casino / texas hold 'em double pack is a compilation game, developed by various and published by majesco games,  which was released in 2005. ",1,0,0,0,0,0,0,0,0,0
Pop'n Music 14 Fever!, ,0,0,0,0,0,0,0,0,0,0
Daibakushou: Jinsei Gekijou,"daibakushou: jinsei gekijou is a board game, published by taito corporation,  which was released in japan in 1992. ",0,0,0,0,0,0,0,0,0,0
Hudson x GReeeeN Live!? DeeeeS!?, ,0,0,0,0,0,0,0,0,0,0
DJ Max Portable 3,"max out your mixing skills with this portable dj sim that comes loaded with 50 unique tracks to mix and new challenges to conquer. layer tracks on top of each other in the all-new three-track remix system that lets you create your deepest remixes yet. classic single track mode adds sizzle with vibrant music videos that bring your beats to life as you play. reap the rewards of stardom by collecting hundreds of unlockable bonus items. and since no music experience would be complete without being able to see who tops the charts, you can go online and see how you measure up in global rankings. ",0,0,0,0,0,0,0,0,2,0
The Idolmaster: Gravure For You! Vol. 5, ,0,0,0,0,0,0,0,0,0,0
THE iDOLM@STER: Stella Stage, ,0,0,0,0,0,0,0,0,0,0
Muv-Luv Alternative: Total Eclipse, ,0,0,0,0,0,0,0,0,0,0
Nippon no Asoko de,"nippon no asoko de is a miscellaneous game, developed and published by scei,  which was released in japan in 2008. ",0,0,0,0,0,0,0,0,0,0
Romance of the Three Kingdoms 13 with Power-Up Kit, ,0,0,0,0,0,0,0,0,0,0
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa, ,0,0,0,0,0,0,0,0,0,0
Hissatsu Pachinko Collection 3,"hissatsu pachinko collection 3 is a casino game, published by sunsoft,  which was released in japan in 1995. ",1,0,0,0,0,0,0,0,0,0
Oumagatoki: Kaidan Romance, ,0,0,0,0,0,0,0,0,0,0
Mahjong Kakutou Club: Zenkoku Taisenban,"mahjong kakutou club: zenkoku taisenban is a board game, developed and published by konami,  which was released in japan in 2006. ",0,0,0,0,0,0,0,0,0,0
Triple Pack: Xbox Live Arcade Compilation, ,0,0,0,0,0,0,0,0,0,0
Megpoid the Music#, ,0,0,0,0,0,0,0,0,0,0
Penny-Punching Princess,"in a world ruled by capitalism, cash is king! use the money you gather to bribe enemies to fight for you, activate deadly traps with your dough, and when all else fails, smash all that stand against you with your fists! fight your way from nothing and amass treasures to take on the mighty dragoloan family and reclaim your kingdom!

cash rules everything around me
fight smarter, not harder! bribe your enemies to fight for you, or activate deadly traps to turn the tide of battle in this fast-paced brawler.
who says you can't buy popularity
recruit/buy flunkies to your cause to unlock stronger equipment and master over 70 special moves based on weapons you craft!
a madcap romp of dollars & dragons
embark on a wildly funny adventure as princess, a girl robbed of her royal heritage in a world obsessed with money.
source: official site
 ",0,0,0,0,0,0,0,0,0,0
Winning Post 8 2017, ,0,0,0,0,0,0,0,0,0,0
Dream Pinball 3D,"
a great pinball game should not only be amazing from the start, but should continue to be entertaining every time you play it. this was the thinking behind the development of the newest pinball sensation to hit the pc - dream pinball 3d - with its' 6 cutting edge tables that are beckoning you to try your luck.
we did not skimp on the technology with this game as there are six different style balls, made of different materials, that not only look different, but whose ballistic characteristics will affect the very rolling behaviour of each one of them. add to that incredible acoustics, state of the art particle technology, hdri and multilayer 3d sound, realistic tilt function and motion blur effects, and you have the best pinball experience available on the pc that can even be enjoyed by laptops and less powerful non-gaming computers.
features

6 tables with various themes
balls made out of 6 materials (steel, two kinds of wood, marble, ivory, gold) with various ballistic characteristics
multi-ball with up to 3 balls at once
supports state of the art particle effects
motion-blur-effects
brilliant lightning because of hdri-textures
individual sounds and music for each table
multiplayer mode for up to 4 gamers
6 dynamic and one fixed camera position
individual graphic settings for less powerful systems

southpeak ",0,0,0,0,0,0,0,0,1,0
Detective Opera: Milky Holmes 2, ,0,0,0,0,0,0,0,0,0,0
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono, ,0,0,0,0,0,0,0,0,0,0
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa, ,0,0,0,0,0,0,0,0,0,0
Resident Evil 4, ,0,0,0,0,0,0,0,0,0,0
God Eater Off Shot:Shiou-hen Twin Pack & Animation Vol.5, ,0,0,0,0,0,0,0,0,0,0
World of Tanks,"immersive 15 vs 15 battles
battle with and against millions of other players, and engage in dynamic tank-based combat on over 100 maps, using over 680 unique vehicles.
multiplayer and story campaigns
tackle over 20 hours of alternate history story campaigns, and test yourself against other players in epic online multiplayer battles.
new content every week
world of tanks: mercenaries is constantly evolving, with new missions, vehicles, maps, and features added on a regular basis.
source: official website ",0,0,0,0,0,0,0,0,0,0
SingStar Fussballhits,"singstar fussballhits is a rhythm / music game, developed by scee london studio and published by scee,  which was released in europe in 2010. ",0,1,0,0,0,0,0,0,1,0
Kamigami no Asobi, ,0,0,0,0,0,0,0,0,0,0
SingStar Chartbreaker,"singstar chartbreaker is a rhythm / music game, developed by scee london studio and published by scee,  which was released in europe in 2009. ",0,1,0,0,0,0,0,0,1,0
The IdolM@ster: Gravure For You! Vol. 6, ,0,0,0,0,0,0,0,0,0,0
SNK 40th Anniversary Collection, ,0,0,0,0,0,0,0,0,0,0
Samurai Warriors 2, ,0,0,0,0,0,0,0,0,0,0
Labyrinth Cross Blood: Infinity, ,0,0,0,0,0,0,0,0,0,0
AMNESIA World,"this story takes place on a fictitious world, in a fictitious city built in a fictitious country.
august 1st. the protagonist awakens from her sleep, only to realize that she no longer possesses any memories prior to that day. she does not know who she is, or what kind of life she had been living. she cannot even recognize any of those who claim to be close with her. then, a young man calling himself “fairy” appears before her…
several days later. at meido no hitsuji, where the protagonist works her part-time job, her superiors announced a [concept event] project. the project was initially her idea, but she can no longer remember what, exactly, it was.
without any clues about what the project entails, she has to begin preparing for the event with her fellow staff members…
souce: idea factory ",0,0,0,0,0,0,0,0,0,0
Check vs. Mate,"developed by topware interactive and gaijin entertainment, battle vs chess aims to bring the classic tabletop game into the modern age, without removing the essential qualities that have made it popular for centuries. familiar chess pieces are brought to life as richly detailed 3d models, with players seeing the spectacular results of their actions in their quest for domination of the board.

the traditional white and black armies have evolved into an army of light with their brave knights in shining armor, pitted against the wicked dark army of demons and beastly golems. each piece is intricately animated and as players move them around the board they spring into life, ready to wage war. if a square is occupied by an enemy unit, they enter into a brutal clash that sees the foe removed from the board in bloody combat.

another evolutionary element battle vs. chess brings to the arena is the addition of the optional action mode. if selected, instead of entering a scripted animation when attacking, players challenge their opponent in a beat-'em-up style encounter. using a variety of weapons, fighting techniques and combos, players must best their opponent in a fast-paced flurry of blows and special moves –adding a whole new meaning to the phrase checkmate. ",0,0,0,0,0,0,0,0,0,0
Timeshock! Pro Pinball, ,0,0,0,0,0,0,0,0,0,0
Check vs. Mate,"developed by topware interactive and gaijin entertainment, battle vs chess aims to bring the classic tabletop game into the modern age, without removing the essential qualities that have made it popular for centuries. familiar chess pieces are brought to life as richly detailed 3d models, with players seeing the spectacular results of their actions in their quest for domination of the board.

the traditional white and black armies have evolved into an army of light with their brave knights in shining armor, pitted against the wicked dark army of demons and beastly golems. each piece is intricately animated and as players move them around the board they spring into life, ready to wage war. if a square is occupied by an enemy unit, they enter into a brutal clash that sees the foe removed from the board in bloody combat.

another evolutionary element battle vs. chess brings to the arena is the addition of the optional action mode. if selected, instead of entering a scripted animation when attacking, players challenge their opponent in a beat-'em-up style encounter. using a variety of weapons, fighting techniques and combos, players must best their opponent in a fast-paced flurry of blows and special moves –adding a whole new meaning to the phrase checkmate. ",0,0,0,0,0,0,0,0,0,0
1000 Cooking Recipes from ELLE a table,"touch screen
1000 cooking recipes from elle à table can be manipulated entirely using the touch screen and ds stylus. you can set the touch screen according to whether you are left- or right-handed and there is handwriting recognition, allowing you to scribble down notes with ease.
voice recognition
use the in-built nintendo ds microphone to navigate your recipes while you have your hands full – saying “continue” or “go back” will flip the pages for you.
outer camera
you know when you make a perfect-looking dish that it’s almost a shame to eat? or you want to remind yourself how a prepared meal looks? there’s a solution for both these dilemmas if you have a nintendo dsi or dsi xl. just snap a picture of your finished meal using the outer camera and save it to your recipe book. easy!
share recipes
if you’d like to share recipes with your friends and family, nintendo ds wireless communications is the answer! simply go to “my book” and select the “presents” option. you can then choose to “give a present” or “collect a present”. in order to pass on a recipe, just select the recipe of your choice with the stylus and touch “ok”. your nintendo ds will then search out other nintendo ds systems in the vicinity and your job is done!
http://www.nintendo.co.uk/noe/en_gb/games/nds/nintendo_ds_features_18416.html ",0,0,0,0,0,0,0,0,0,0
Hanayaka Kana Ware ga Ichizoku Twin Pack, ,0,0,0,0,0,0,0,0,0,0
ParaParaParadise,"para para paradise is a rhythm / music game, developed by kcej and published by konami,  which was released in japan in 2001. ",0,0,0,0,0,0,0,0,1,0
Tiger & Bunny: On-Air Jack!, ,0,0,0,0,0,0,0,0,0,0
Eureka Seven AO: Jungfrau no Hanabanatachi, ,0,0,0,0,0,0,0,0,0,0
