Name,Summary,crops,mech,aircraft,farm,beatmania,care,farming,pet,pets,sims
Jojo's Fashion Show: Design in a Dash!,"20 years after her meteoric ascent and sudden disappearance from the runway, hot fashion designer jojo cruz is making a comeback. can you help jojo mix and match today’s hottest fashions and prove to the world that she’s still got style?
 
ubisoft ",0,0,0,0,0,0,0,0,0,0
Surviving Mars, ,0,0,0,0,0,0,0,0,0,0
Farming Simulator 17: Straw Harvest,"two well-known brands from the agricultural sector helped create this  add-on: ""maschinenfabrik bernard krone gmbh & co. kg"" and ""bressel  und lade maschinenbau gmbh"".the ""krone premos 5000"" is the first  pellet harvester allowing you to process straw and hay swaths into  pellets in one go. after that you can either utilise them right away –  or sell them profitably to open up a completely new source of income for  your agricultural holding! to do so, you have an expandable warehouse  and a fully automatic pelletisation installation for your farm at your  disposal.the bale forks from ""bressel und lade"" can be attached  to tractors, telescopic handlers and wheel loaders to increase your  vigour when handling bales!enjoy these and many more machines in the new add-on straw harvest for the farming simulator 17!
features:

machines:

krone premos 5000: direct processing of straw and hay swaths into pellets
bressel und lade hay bale gripper: compatible with tractor, telescopic handler and wheel loader
krone comprima v180 xc round bale press, round bales with diameter of 110, 130, 155 und 180 cm
 krone big pack 1290 hdp ii xc, configurable for the balecollect 1230, animated twine box
krone balecollect 1230 bale collector, creates bales in packs of 3


hall:

expandable pellet storage
fully functional gantry crane
fully automatic pelletisation installation


pellets in general:

intersperse/feed animals
sell as bulk goods
sell as pallet goods



included are:

krone premos 5000 pellet harvesterr
krone big pack 1290 hdp ii xc square bale press
krone comprima v180 xc round bale press
krone balecollect 1230 bale collector
bressel und lade b50 ar-03 und b50 ar-05 bale forks
pellet processing hall with palletizing plant and gantry crane
sales booth for the produced pallets

source: https://www.aerosoft.com ",0,0,0,1,0,0,1,0,0,0
Thoroughbred Breeder II Plus, ,0,0,0,0,0,0,0,0,0,0
The Sims 4: Spa Day, ,0,0,0,0,0,0,0,0,0,0
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9, ,0,0,0,0,0,0,0,0,0,0
JASF: Jane's Advanced Strike Fighters,"j.a.s.f. jane's advanced strike fighters is set in the fictional country of azbaristan; the once-great nation has been torn apart by a decade of civil war, followed by aknost a decade of uneasy peace. the ten year war resulted in huge territorial gains for northern people's republic azbaristan and their controlling poitical party, the northem people's party, giving them control of all of the country except for the oil-rich province that is all that is left of south azbaristan. the southern azbarisn democratic front of south atharistan has only managed to hold off the north with the aid of the west, which supplies mili-tary and logistical aid to the tiny state in return for the oil exports from their vast reserves. players will have the chance to assume the role of squadron leader razor and lead fight to reunify azbaristan and protect the west's vital interests. j.a.s.f. the videogame is an intense modem flight action sirs featuring an epic 16 mission story gaming experience that will take air combat to the next level with engaging enemies, flight battles, expansive battlefields and 30 authentic licensed fighters.
 
evolved games ",0,0,0,0,0,0,0,0,0,0
A Ressha de Ikou DS,"a-ressha de ikou ds is a train sim game, developed and published by artdink,  which was released in japan in 2009. ",0,0,0,0,0,0,0,0,0,0
Train Simulator 2016, ,0,0,0,0,0,0,0,0,0,0
Darklight Conflict,"abducted from your fighter by an alien race, you're enlisted in the ultilmate battle. 

the reptons and ovons are locked in a deadly duel for supremacy, and you're the repton's secret weapon. you've been genetically altered, making you one with your repton craft. 

now you must wage war against the ovons while trying to find a way home. when an earth warrior takes on heaven's best, the outcome can only be... hellish. ",0,0,0,0,0,0,0,0,0,0
Kawaii Pet to Kurasou! Wan Nyan & Mini Mini Animal, ,0,0,0,0,0,0,0,0,0,0
UK Truck Simulator, ,0,0,0,0,0,0,0,0,0,0
GoPets: Vacation Island,"
share your pets with others around the world!
gopets brings together a community of virtual pet owners in which        players create and train a virtual dog or cat, watch as their pet        develops its own personality, appearances and hobbies. players can also        take the pet online through nintendo’s wi-fi connection service to make        friends with other pet owners from around the world using both nintendo        ds and pc versions of the game.
 

 go online via nintendo wi-fi connection to share your pets with others          and enjoy fast-paced mini-games 
 online compatibility with the gopets pc game –- an existing online          community of more than 400,000 gamers 
 communicate online with players from around the world using iku, the          game’s icon-based language 
 easy and fun pet care using the nintendo ds touch screen 
 expansive single player game based around life on a tropical island 
 new pets, items and mini-games found only in the nintendo ds version          of the game  

nintendo ",0,0,0,0,0,1,0,5,2,0
The Movies,"the movies is a computer simulation game, made and sold by lionhead studios. in the movies, the setting is that you are the owner of an early 1900 hollywood movie studio trying to make it to the top of the movie producing world.
in this game, you have the capabilities of controlling your whole staff and actors, and can even create your own with the starmaker add on. almost as great, you have full control of everything that goes around on your studio. you are able  to control what kind of approach your studio takes to make it to the top of the studios . if you are unsatisfied with the scriptwriters work, then you can make your own script using the advance self-scriptwriting building (unlocked during gamplay, see walkthrough for details)
 
 
short summary created by: lc.crosscut49 ",0,0,0,0,0,0,0,0,0,0
Jane's Hotel,"jane's dream is to run the greatest hotel in the region like her  great-grandparents used to. guide her journey starting from her small  2-star hotel on the outskirts of her hometown. treat your customers well  to build up riches, reputation and fame. work your way up to a  beautiful 5-star hotel, and win the best hotel of the town contest!
http://www.zoogamesinc.com/janes-hotel ",0,0,0,0,0,0,0,0,0,0
Sid Meier's Railroads!,"sid meier's railroads! marks the return of the watershed title in simulation/strategy gaming that launched the popular tycoon genre, and inspired a new generation of games. railroads! comes home to its original creator, the legendary sid meier, who, together with his team at firaxis games, will take this game to a whole new level of fun!
 
source - www.2kgames.com (publisher) ",0,0,0,0,0,0,0,0,0,0
Himoutou! Umaru-Chan: Himoutou Ikusei Keikaku, ,0,0,0,0,0,0,0,0,0,0
Zoo Hospital,"aunt lucy, a veterinarian at a world-famous zoo, invites you to intern for the summer. with her help, you’ll treat a variety of exotic animals from around the world as you learn how to read body language, soothe animals, perform thorough examinations and treat them so they can return to their zoo habitats healthy!
features:
explore the amazing world of animals and learn about animal care, and endangered and exotic species. budding vets can become experts on their favorites! 
use the touch screen and stylus in medical mini games to treat varied illnesses. administer injections, apply ointment, pull teeth, remove deadly microbes, x ray organs and much more! 
treat 40 different patients from the bird, mammal and reptile families. start with 10 unlocked animals including: eagle, kangaroo, jaguar, zebra, chimp, panda, hyena, male lion, fossa and cobra. 
discover how best to calm stressed species through soothing touch 
develop new skills via observation, problem solving and motor control that help you successfully decipher a patient’s body language, perform a thorough examination and then determine the most appropriate treatment. 
consult the doctor’s observational computerized clipboard (docc) to learn what’s ailing your patient while checking vital signs and statistics 
get help from, or help a friend in, 2-player cooperative multiplayer! 
earn award plaques for your trophy room as you become an expert vet
 ",0,0,0,0,0,0,0,0,0,0
Rebel Raiders: Operation Nighthawk,"rebel raiders: operation nighthawk is an arcade style air combat, set in a futuristic universe. the game is designed to quickly immerse players in scenarios of non stop combat. pilot a wide variety of aircraft and earn points for a chance to fly top secret planes equipped with devastating weapons. your missions will all be unique and challenging so you'll need the right stuff to be a true rebel raider. ",0,0,1,0,0,0,0,0,0,0
Zoo Vet: Endangered Animals,"legacy interactive’s award winning zoo vet: endangered animals is now available on nintendo ds. test your skills as an animal doctor in this fun and educational vet simulation. using your stylus, give check-ups, treat major and minor illnesses and even perform surgeries. emergencies sometimes arise and players must act fast or risk losing a life! zoo vet will tug on your heartstrings, make you laugh, and challenge your mind as you take care of all the sick animals at the zoo.  features

30 different beautifully rendered and animated  3danimals, from dangerous lions to gigantic elephants to curious penguins
30 true to life medical cases and two levels of difficulty where quirky co-workers are always on hand to help you out
15 different medical tools, each with a unique microgame, make the player feel as though the tool is really in their hands
6 fun minigames where you can interact with the animals in their natural environment

http://www.legacygames.com/download_games/741/zoo_vet:_endangered_animals_ds/ ",0,0,0,0,0,1,0,0,0,0
Hayate no Gotoku! Ojousama Produce Daisakusen Boku Iro ni Somare! Oyashiki-Hen, ,0,0,0,0,0,0,0,0,0,0
DarkStar One,"darkstar one offers a fantastic amount of freedom of choice. the story-based missions gradually lead you deeper into the galaxy to new races, new technologies and ever stronger opponents. explore a vast array of solar systems in search of hidden artifacts of ancient races, essential objects for upgrading your ship--the darkstar one.
in addition to artifacts, acquire credits to purchase better equipment, such as weapons and shields. earn credits in a myriad of ways: by taking on assignments, bounty hunting, piracy, smuggling, trading, escorting, transporting, rewards and more. ",0,0,0,0,0,0,0,0,0,0
Dream C Club Zero, ,0,0,0,0,0,0,0,0,0,0
Yumeiro Patissiere: My Sweets Cooking,"yumeiro patissiere: my sweets cooking is an action game, developed and published by konami,  which was released in japan in 2010. ",0,0,0,0,0,0,0,0,0,0
Railway Empire, ,0,0,0,0,0,0,0,0,0,0
Cooking Mama 5,"follow mama’s taste for adventure in and out of the kitchen in cooking mama 5: bon appétit! unlock  60 recipes to perfect a kaleidoscope of foods including appetizers,  drinks, main courses and desserts. cook your way through classic fare,  exotic cultural dishes and sweet treats including: chicken nuggets,  barbeque skewers, raisin bread, hawaiian pancakes, gingerbread cookies  and much more! step out of the kitchen and help mama with more than 30  new activities around the burger shop and house: feed the pets, deliver  orders, serve ice cream, organize crafts, even play word games!
cooking mama 5: bon appétit! features intuitive stylus-based  play across six modes, including the new cooking dojo mode where mama  slips into her gi for some serious culinary training. what’s more,  single cart download play with up to three friends enables you to share  the experience with fellow chefs.
source: publisher ",0,0,0,0,0,0,0,0,0,0
Mame Goma: Honobo no Nikki,"mame goma: honobo no nikki is a virtual life game, developed and published by tdk core,  which was released in japan in 2007. ",0,0,0,0,0,0,0,0,0,0
Farming 2017 - The Simulation,"get ready for the rural lifestyle! this game is set on your own farm!  enjoy the life of a farmer with all its amazing tasks and challenges!  drive your original vehicles, cultivate your fields, take care of your  animals and market your produce! different seasons and weather  conditions guarantee realistic game fun. earn from your  experiences as a farmer, use your knowledge to enjoy the satisfaction a  farmer feels when sitting in front of the fireplace in a beautiful  farmhouse after a hard working day. your efforts will be rewarded – the  better your fields are tilled, the more animals you breed, the more  products you produce, the better the income available for new machines,  larger fields and tractors. get ready for the ultimate farming fun!
features
• huge, open game world• various, realistic seasons• original tractors and machines• career mode and detailed tutorial• different types of grain• dynamic ground and visual field stages
source: uieg.de ",0,0,0,0,0,1,1,0,0,0
GunGriffon: Allied Strike,"gungriffon®: allied strike takes place in a hostile, futuristic world. earth’s resources have been exhausted, and there's little hope for the survival of the human race. you play a renegade soldier enlisted to take down armored tanks, the ground weapons destroying earth and any living thing that gets their its way. boasting full xbox™ live compatibility with a multiplayer online mode and a variety of exciting missions, the new gungriffon offers an exhilarating and unique spin on 'mech-action games.
 
xbox.com ",0,0,0,0,0,0,0,0,0,0
Sea Park Tycoon,"do you also love dolphins, sea lions, orcas, penguins or otters? with sea park tycoon, you can play with all your favourite animals!
build you own sea park and make sure that there are enough places to eat and drink for the visitors so that they leave your park with smiles on their faces. to ensure that the visitors continue to come to your park, it is important that you have the best, most exciting shows. train your sea lions, orcas and dolphins and steal the show with the greatest tricks that you taught them!
features:

design, build and manage your own sea park
buy and look after animals, build attractions, hire staff and make sure visitors are happy
play challenging mini games
train your seals, orcas and dolphins

http://foreignmediagames.com/products/seaparktycoon/ ",0,0,0,0,0,0,0,0,0,0
BeatMania IIDX 14 Gold,"beatmania iidx 14: gold is a rhythm / music game, developed and published by konami,  which was released in japan in 2008. ",0,0,0,0,1,0,0,0,0,0
Pure Farming 2018,"welcome to pure farming

go global and expand your farm across four continents!
use the latest technology and state-of-the-art licensed machines to  manage all aspects of modern farming, from cultivating land and growing  crops to breeding livestock and producing green energy. travel between  europe, asia, and both americas to plant region-specific crops such as  hemp, coffee beans, cherries, and olives using dedicated farming  vehicles. play the way you like best: three vastly different modes means  this game is meant for you, no matter if you are a simulation veteran  or an enthusiastic newcomer.

100% real machinesdrive authentic farming vehicles  from such industry leaders as zetor, landini, mccormick, gregoire, daf,  mitsubishi, and many more.

global farminguse  dedicated machines to plant region-specific crops such as hemp, rice,  and eggplants at your farms in italy, japan, colombia and montana, usa.

all-in-onetry  your hand at almost every imaginable aspect of modern farming, such as  animal husbandry, orchards, greenhouses, field cultivation, green energy  and more.

beautiful natureadmire the breath-taking landscapes of four continents and enjoy realistic, high-quality graphics.

farm your wayfree farming, my first farm, and farming challenges - enjoy three unique game modes tailored for different playstyles.


machines
drive fathfully recreated farming vehicles brought to you by industry-leading brands.
game modes
three different game modes for different playstyles.
regions
travel between your farms located in italy, colombia, japan and montana, usa.
activities
try your hand at all key aspects of modern farming.

garage
green energy
livestock
greenhouses
fields
orchards

source: https://purefarminggame.com/?lang=en_uk
 ",3,0,0,2,0,0,5,0,0,0
Railway Empire, ,0,0,0,0,0,0,0,0,0,0
Apache: Air Assault,"apache: air assault is  a new combat flight simulation  game based on the apache ah-64d longbow  attack helicopter. the player  takes on the role of three distinct  apache crews that each deal with  what at first appears to be localized  enemy activity, but eventually  reveals itself to be part of the larger  plan. the gameplay intercuts  back and forth between the three crews as  the action and stakes  escalate.
apache: air assault features  16 multi-stage missions  involving air and ground strike operations off  the coast of africa, the  mountains of the middle east and the jungles  of central america, each  meticulously created using high resolution map  data from real-world  satellite photography. apache helicopters are  some of the most  sophisticated combat aircraft on the planet — the  player gets to fly  multiple variations of them, each with their own  extreme firepower and  highly-detailed damage modeling.

game features:



experience what a real apache pilots feel in a realistic cockpit with animated gauges, dials and buttons;


use the full array of real apache weapons!


16 multi-stage missions with different landscapes from all over the world;


flexible difficulty level system: from arcade to realistic simulation;


realistic sound effects and original live orchestra soundtrack;


highly detailed locations;


dynamic lighting, volumetric clouds and explosions;


yuplay support: achievements, friends; (only for pc)


local co-op campaign mode. (only for xbox 360, ps3)


 
official website ",0,0,1,0,0,0,0,0,0,0
The Sims 2: Glamour Life Stuff, ,0,0,0,0,0,0,0,0,0,0
My Pet Shop (JP sales),"welcome to the beautiful world of green town and to your very own pet shop. following your move from the metropolis of gold city, you’re now getting settled in your new home in green town, as the kid of the newly opened pet shop.your adventure begins on your first day in the shop, helping your mum to find pets for the residents of the town, and caring for the animals you find. the more you care for and play with the pets, the more attached to you they become, and as you continue to help out in the shop, you’ll be rewarded with money allowing you to buy accessories to make your pets the cutest in the whole town! teach them tricks, look after them well, and you’ll soon be on your way to winning the town’s cute pet photo contest.the people of green town will welcome you with open arms as you work to create the best pet shop ever!features

embark on the pet shop adventure of a lifetime: where the player will become an important part of the community as they help to manage their very own pet shop
meet the cutest characters in a town where everyone loves to live: the familiar character styles of the inhabitants of green town, and the vibrant environments, shops and homes, create a place to stay, play and interact for hours
collect and care for loads of loveable and unusual pets: my pet shop offers over 40 types of animals with over 120 different variations available to find and nurture
work hard and get rewarded: the more the player works in the shop and cares for their pets, the more money they’ll receive to buy some of the 100+ fashion accessories available for their pets
enter pet contests and win prizes: players get to showcase their hard work – the tricks they’ve taught pets and the fashion accessories they’ve bought – by taking part in the town’s photo and fitness contests
share your pets with mates using the ds wireless connection
 ",0,0,0,0,0,2,0,8,5,0
Toy Shop,"
when their grandfather passed away, mel and mark were left in charge of his toy shop with the condition that if they couldn’t make it successful within three years, it would be donated to the city. it’s up to you to help the two make toys, satisfy demanding customers, explore the city, and ultimately return their grandfather’s toy shop back to the booming business it once was!

use the stylus to control everything!  from moving characters, making toys, interacting with others, and more!
choose your style of play, whether it's complete control of all operations, simply running the store or just creating toys; it's your game.

create over 30 new and fun toys for your store, from teddy bears to action figures to board games. earn experience by making toys to unlock new toys.

run your shop for 3 years, with each year divided into 4 months that represent the 4 seasons.  each month has a special event that directly influences the number of people that shop and their specific behavior prior to the event. events include: valentine's day, summer vacation, halloween and christmas.
work in 6 unique locations from the toy shop to the toy store, and areas throughout town with different seasonal appearances, including: residential district, commercial district, town square and beach.

unlock new, bigger store locations as you earn more money selling toys.


adjust prices and change stock based on customer moods and habits. touch customers with your stylus to see their budget, desired toys and perception of their toy shop experience.


customer satisfaction is important in the store and out. if customers leave unhappy, other potential customers may never visit and you'll lose business.


learn the ins and outs of running the toy shop with a tutorial.


control both mel and mark while interacting with more than 10 important town members, including the mayor.


majesco ",0,0,0,0,0,0,0,0,0,0
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!, ,0,0,0,0,0,0,0,0,0,0
Winning Post 8 2016, ,0,0,0,0,0,0,0,0,0,0
Blazing Angels: Squadrons of WWII,"in blazing angels squadrons of wwii for the pc, players test their air-combat skills as they experience the most famous battles of world war ii. as squadron leaders, players can fly up to 39 wwii aircraft in both single-player and multiplayer missions. advancing a great line of graphical and technological features along with a very intuitive interface, blazing angels squadrons of wwii for the pc provides a combat experience from the entire breadth of world war ii. battle sites include locations from western europe and the pacific, including england, morocco, pearl harbor, midway, pacific, france, norway and germany.

heart-pounding single-player campaigns: over 18 missions grouped into a compelling historical battle campaign. over 40 missions in standalone modes (mini-campaign, arcade and ace duel).
thrilling multiplayer combat: sixteen-player online and lan play in 10 game types (dogfight, aces high, seek and destroy, onslaught, bombing run, kamikaze, historical battles and capture the base) in three multiplayer modes (solo, co-op and squadron).
innovative graphical features: amazingly detailed terrain including a variety of high-resolution specular maps. photorealistic recreations of iconic cityscapes and locations including the eiffel tower, notre dame, the london bridge and the ships in port at pearl harbor.
over 39 flyable high-definition, authentic-looking planes: high-resolution plane models (8,000-10,000 polygons per plane) and usage of large textures for the planes (1024x1024 = 4 mb of texture per plane). other aircraft features include multiple plane skins and nose-art, and destruction details for each plane model. over 70 planes can be seen in the sky at once.
detailed vehicles and 3d-modeled people: high-resolution and 3d detail for over 40 vehicle models, and all vehicle models have damage levels. each 3d-modeled person has over 10 animated movements.
impressive sound features: hear all the combat excitement with the 48 khz high-quality sampled sound and up to 64 3d sound sources 5.1 compatible.
 ",0,0,2,0,0,0,0,0,0,0
Train Sim World, ,0,0,0,0,0,0,0,0,0,0
Emergency! Disaster Rescue Squad,"respond. command. rescue. take on the role of a heroic rescue unit chief. command and coordinate your units on the ground and rescue those in need and save lives. take control of firefighters, police officers, and paramedics as you respond to critical situations that require a clear head and quick thinking. ",0,0,0,0,0,0,0,0,0,0
Rugby Union Team Manager 2017,"rugby union team manager 2017 is the most technically advanced and  feature-packed release in the series to date. with 100s of enhancements  and improvements over the highly successful 2015 version, rutm 2017 is  the most realistic simulation of rugby management there is.


key features include

a completely new user interface
a new 3d match engine
more screen resolution options
new player progression system
new dynamic calibre system
different manager types
new board judgment variables
new team & individual training      options
new player & staff scouting      requirements
new      player & staff contract negotiation mechanism
new      small business to corporate sponsorship options
a      more comprehensive financial receipt and expenditure feature
new representative & international      management requirements

source: http://www.alternativesoft.co.uk/

 ",0,0,0,0,0,0,0,0,0,0
Alter Ego,"alter ego is a point 'n' click adventure set in a picturesque english town at the turn of the century. this thrilling and quickly sinister detective story takes place in over 80 backdrops and is driven forward by atmospheric cut scenes. the player assumes the roles of the two main protagonists, and will meet more than 30 npcs as the plot unfolds. players will also have 150 objects available to combine in order to solve the tricky puzzles. ",0,0,0,0,0,0,0,0,0,0
BeatMania IIDX 13: DistorteD,"beatmania iidx 13: distorted is a rhythm / music game, developed and published by konami,  which was released in japan in 2007. ",0,0,0,0,1,0,0,0,0,0
S.L.A.I.: Steel Lancer Arena International,"konami brings the first online mech combat game to the playstation 2 with s.l.a.i.: steel lancer arena international. the game puts you in the sport of the future, where players pilot their customized mechs to win cash. with a wide array of mech configurations and phantom stealth abilities, you can create a mech like no other. tune up your machine with weapons, armor, and accessories. once you're ready, you can enter multiple battlefields in single- and two-player contests, as well as four-player online mode. ",0,3,0,0,0,0,0,0,0,0
Armored Core SL: Silent Line Portable, ,0,0,0,0,0,0,0,0,0,0
Teddy Together, ,0,0,0,0,0,0,0,0,0,0
Lock On: Modern Air Combat,"
choose from nine combat aricraft from the u.s. or russia -- from the tank-killing a-10 warthog to the masters of the sky, the f-15c eagle
intensely realistic flight campaigns and a fully-immersive combat environment provide you with unlimited hours of gameplay
use the dynamic battle generator to create your own combat scenarioes
incredible sound effects and stunning 3d objects, plus a special training mode and unique background story, make you feel like a combat pilot
multiplayer excitement for up to 32 players, via lan or internet connection


 
source: ubisoft store.
 ",0,0,0,0,0,0,0,0,0,0
Take On Helicopters,"harry larkin was a well known name in the seattle aviation sector;  his passing came as a bitter loss to many, and a business opportunity  for a few. harry left behind the business he spent his whole life building, and his two sons, joe and tom.
built up over decades, larkin aviation has fallen on tough times –  now only weeks away from closure. the larkin brothers face an uncertain  future. together, they must take on contracts and competitors; together,  they take on helicopters!
 
official website ",0,0,0,0,0,0,0,0,0,0
Armored Core: Last Raven Portable,"in the game, the player plays the role of a raven, a mercenary who pilots a giant mech known as an armored core, and engages in various missions to complete with his mech. the mission objectives are to destroy all enemies, to escort npc and to destroy an object, for example. the player builds his own mechs with various mech parts such as head, body, arms, legs and weapons. there are hundreds of mech parts to choose from.  ",0,3,0,0,0,0,0,0,0,0
BeatMania IIDX 15: DJ Troopers, ,0,0,0,0,0,0,0,0,0,0
Guitar Freaks V & DrumMania V, ,0,0,0,0,0,0,0,0,0,0
World of Zoo,"world of zoo takes players beyond the fences and into their own zoo, allowing them to care for and build relationships with numerous animals through hands-on interactive gameplay.  packed full of customization features, players will be able to experience their own personalized virtual zoo creating an experience unlike any other animal-based simulation game. 

world of zoo is a family-friendly game that will open the gates for gamers to freely roam their zoo in ways they have only imagined.  with more than 90 different animals spanning 11 families to care for, players will have ample opportunities to engage with all types of species.  the animal creator feature will allow players to create an unlimited number of animals and be able to customize each one.  they can even add animals to any of the 20 different exhibits available in the game utilizing the animal adoption network feature.  players can also learn about their animals through fun animal facts provided by national geographic. each animal is completely unique with different personalities and behaviors.  it will be up to the player to determine ways to gain their trust and keep their animals happy, ultimately earning a magic moment from their animal. ",0,0,0,0,0,2,0,0,0,0
Girls Only,"girls only is a collection of four full games with cute graphics, specifically designed for young girls.
cat nurturing game: take care of your cute little pet. feed and pet her, play different games or even scold her majesty when sharpening the claws at your favorite armchair;
dress up game: put the dress and makeup on the models in a way to fit the actual event (background) the best. there is a wide range of dresses, tops, skirts, trousers, shoes, wigs, makeup tools and other accessories at your disposal for the job. while in matching mode your task is to copy the given model’s appearance as much as possible, in free mode nothing limits your creativity;
room decoration game: set up your flat by choosing from dozens of different pieces of furniture and other accessories in two different game modes (matching mode, free mode);
ice cream bar: a time management game where you need to serve the guests as fast as possible. as more and more different foods and drinks become available, there will be more guests to wait on as well.
developer web page: http://www.mwent.hu/?page_id=76

have you always dreamed of running your own ice-cream shop or decorating rooms in your favourite colours and with furniture you like?
 do you enjoy giving people a makeover by choosing the right clothes and make-up? or are you an animal aficionado who loves taking care of adorable kittens? with girls only, you won’t have to choose between your favourite pastimes. this game allows you it all!
features:

choose from the four most popular girls games.
keep your customers happy in your own ice cream bar.
design the most beautiful rooms as an interior designer.
give your kitten all it needs.
become the very best stylist for your models

publisher web page: http://foreignmediagames.com/products/girlsonly/ ",0,0,0,0,0,2,0,1,0,0
Fireblade,"fireblade straps players into the cockpit of two sophisticated and explosive military helicopters, both armed with an incredible arsenal of weaponry and firepower.   as a hotshot pilot thrust into treacherous terrain from the jungles of micronesia to the pinnacle mountains of monument valley, players surge through taxing hostile enemy assaults, gun-down key strategic locations, and engage in dangerous stealth missions. ",0,0,0,0,0,0,0,0,0,0
Stardew Valley,"stardew valley is an open-ended country-life rpg! you’ve inherited your grandfather’s old farm plot in stardew valley. armed with hand-me-down tools and a few coins, you set out to begin your new life. can you learn to live off the land and turn these overgrown fields into a thriving home? it won’t be easy. ever since joja corporation came to town, the old ways of life have all but disappeared. the community center, once the town’s most vibrant hub of activity, now lies in shambles. but the valley seems full of opportunity. with a little dedication, you might just be the one to restore stardew valley to greatness!
official factsheet ",0,0,0,1,0,0,0,0,0,0
Dream Club Zero Portable, ,0,0,0,0,0,0,0,0,0,0
MechAssault: Phantom War,"
the year is 3134 and after 60 years of peace and prosperity, the republic of the sphere is now living in a dark age of ex-communication.  nearly all hyperpulse generators (hpgs), the pinnacles of interstellar communication, have been struck by a virus leaving worlds cut off from all information.  with involuntary blinders on, no one in the republic knows when, or where, the next attack could be coming from. their only hope is to turn the hpg into an instrument of war.

commandeer over 20 types of vehicles, including ‘mechs, tanks, turret and battlearmor 
wreak havoc on the enemy and environment with a powerful and fully upgradeable arsenal including a plethora of ballistic, energy, missile and special weapons 
brand new story drawn from the popular battletech series which spawned highly successful games like mechwarrior & mechcommander for the pc and mechassault & mech assault 2: lone wolf for the xbox® video game system 
use the touch screen to hack into enemy territory, hijack enemy ‘mechs, customize your hud layout and wield the most secret weapon in the inner sphere  
master 24 single player campaigns across four planets and three exciting multiplayer game types 
wireless multiplayer combat for up to four players simultaneously 
activate one of the seven def mods, the defensive systems equipped on many of the vehicles, to give yourself an advantage over the enemy 
unlockable ‘mechs, maps and cheats enhance gameplay  

majesco ",0,1,0,0,0,0,0,0,0,0
Bridge Constructor Portal, ,0,0,0,0,0,0,0,0,0,0
Little Bears,"how sweet the little baby bears in the zoo are-if only i could take one home with me! now you can with little bears for nintendo ds! take your baby bear home and spend the whole day together. feed, wash, play with and rock your baby bear to sleep and they'll love you forever! with little bears for nintendo ds, you get to explore a whole world of activities for you and your little bear!  ",0,0,0,0,0,0,0,0,0,0
Warship Gunner 2,"koei deploys a new take on 21st century naval warfare with warship gunner™2. the long-awaited sequel to
the non-stop action hit, warship gunner 2 delivers real-time shooting action with a vast array of destroyers, frigates, carriers and for the first time - submarines. 
warship gunner 2 also lets you design and construct the seafighters that will play a dominant role in the naval battlespace. sea superiority is in your future, and your future is our reality.in the sequel to the naval action hit, video gamers will engage in deadly sub-to-sub stealth warfare, pilot classic warships and design their own fleet of destroyers, submarines, and battlecruisers. 
with koei's strategic twist on naval action, warship gunner 2 lets players invest in new technologies to develop a full spectrum of artillery systems, aircraft, ship hulls, propulsion and electronics. over 1000 vital components in all!  ",0,0,0,0,0,0,0,0,0,0
MySims, ,0,0,0,0,0,0,0,0,0,0
DrumMania 7th Mix, ,0,0,0,0,0,0,0,0,0,0
SimCity,"sim city gives you the opportunity to create and control your very own city. this classic simulation game was originally released in 1989 and has become one of the most recognised and popular simulation games to date. it was developed by maxis and video game simulation mogul will wright.
the objective of the game is to build and design your very own city, with goals and objectives such as city scenarios adding even more depth to the game. users get to manipulate every aspect of their city from building commercial, residential and industrial zones to determining the tax rate and even deciding what disasters their city is prone too.
 
highwaystar101 ",0,0,0,0,0,0,0,0,0,0
My Ballet Studio, ,0,0,0,0,0,0,0,0,0,0
Air Missions: Hind, ,0,0,0,0,0,0,0,0,0,0
AniMates!,"
they’re cute, they’re cuddly, colorful and fun… they’re the animates!
raise your very own animate from a small baby hatchling to a full-grown,        mature animate. make sure that your new friend is both healthy and happy        by playing with it, feeding it, training it and more. if you’re up for a        challenge, raise multiple animates all at once…
 
only you know what’s best for your new friend and if you don’t, make        sure that you pay close attention to the signs that it gives you!

 5 adorable and distinct animates from which to choose from! control 1          or 5 all at once! 
 a fascinating and delightful fairytale world that is sure to capture          the imagination of young minds. 
 collect prestigious rewards and trophies while you challenge your new          friends with amazing activities. 
 includes 5 additional and exciting bonus games: fish-o-matic,          hopscotch, mole-o-matic, balloon shooting and find the tweet-tweet! 

nintendo ",0,0,0,0,0,0,0,0,0,0
Pop Cutie! Street Fashion Simulation (JP sales), ,0,0,0,0,0,0,0,0,0,0
Imagine: Sweet 16,"in imagine® sweet 16, players embody a young girl who is about to  turn 16 and just joined a new high school.  how will she become the girl  to know?  by planning, promoting and hosting the most awesome sweet  sixteen parties ever of course – including her own!
key features

social networking on the ds —players  will build a virtual friends network and boost their popularity by  throwing awesome parties for classmates!


get creative —select the party theme and decorations, plan fun activities for  guests, and pick the right music to keep the party going all night long!


have  fun —imagine sweet 16 players will need to pay attention to  their guests' moods and make sure everyone has a rockin' good time to  boost their score!

http://parentscorner.us.ubi.com/imagine-sweet-16.php ",0,0,0,0,0,0,0,0,0,0
