Name,Summary,blocks,colored,bubbles,puzzles,tiles,bomberman,sudoku,puyo,tetris,puzzle
Hot Pixel,"
comprising over 200 devilish mini-games, which tell the quirky tale of a half-skater, half-nerd named djon, hot pixel is a delightfully fun experience.
games range from the eccentrically outrageous to the subtle and cool, dipping into atari's rich videogame history for inspiration along the way. gameplay requires you to draw on your reflexes and classic 2d gaming prowess from blasting through old-school video games and turning tricks on a skateboard to stage-diving at a pixellated concert and simply crossing a busy digital street.
new content will become available through an online interface and a multiplayer mega party mode, letting more than 1,000 players compete via the website, make full use of infrastructure mode.

two hundred quick, fun mini-games with an urban design
gameplay enhanced by infrastructure mode features - website and store
original soundtrack, including daft punk, mr oizo and missmood

 ",0,0,0,0,0,0,0,0,0,0
Atomic Betty,"betty has a lot more to handle than most little girls. to her friends and family, she is your average, girl-next-door, but when the galaxy beckons, she becomes atomic betty, galactic guardian and defender of the cosmos. with the help of her trusty sidekicks, sparky and x-5, betty must save the galaxy from the evil maximus i.q., while at the same time saving her reputation on earth from the scheming of her archrival, penelope. ""atomic betty's"" five playable characters, rocket ship travel, selectable gadgets and weapons, and fast-paced story bring the cartoon hit to life. ",0,0,0,0,0,0,0,0,0,0
Merv Griffin's Crosswords, ,0,0,0,0,0,0,0,0,0,0
Puzzle Challenge: Crosswords and More!, ,0,0,0,0,0,0,0,0,0,0
Betty Boop's Double Shift,"betty dreams of life on the big screen, but she will need to move into        the city if she is ever to fulfill her dreams of stardom. you will help        betty make all the money she needs by helping grampy open “betty’s” jazz        club, and work to take the tiny club from rags to riches. with each        shift betty is one step closer to the silver screen as “betty’s” grows        into a spectacular jazz club with service so fast and entertainment so        great betty will have no problem raising the cash to fund her big debut!        betty has two shifts at the club! for the first shift, betty works in a        casual environment where guests are free to enter and seat themselves.        the customers make their requests to betty - maybe it's for a milkshake,        some candy, or a song from the band. service them quickly for a bigger        tip! in the second shift, betty hits the stage! as betty's concert        begins, music notes will appear on the top screen - use the nintendo ds        stylus to select the corresponding notes in the correct order on the        touch screen. each correct note earns the cheers of the audience and        more tips for betty. but one wrong note and the crowd may decide to turn!

 highlights four characters from the original betty boop cartoons -          betty, grampy, bimbo, and gorilla 
 7 different types of customers-each with a different attitude and          profile 
 to give betty a boost, satisfy customers and build her power meter 
 a dozen different upgrades available for the club as the game          progresses 
 challenge a friend in multiplayer mode - compete head-to-head in a 1st          shift memory game or take the stage in a fast-paced musical 2nd shift 

nintendo ",0,0,0,0,0,0,0,0,0,0
Tumblestone,"tumblestone is the  first original action-puzzle game of the past fifteen years. race your  friends in multiplayer or challenge yourself in story mode. solve  progressively more difficult and creative puzzles, help a sausage make  friends, and find out what happened to the tumblecrown.
features: 

competitive multiplayer: tumblestone's intense  puzzle-solving action will turn playing ""just a few more rounds"" with  friends into a late-night tumblestone marathon.
local multiplayer: up to four players on a single computer or console.
online multiplayer: play online against your friends or make new ones using tumblestone's ranked matchmaking system.
bots: have an open slot? play against the computer. but can anyone withstand the punishing nightmare bot?
story mode: the 40+ hour story campaign will  test your puzzle-solving prowess. featuring 10+ gameplay modifiers,  challenge puzzles, and boss battles.
arcade modes: kick back and relax with the  casual marathon mode, scratch an intellectual itch with the infinipuzzle  mode, or get your blood pumping with the fast-paced heartbeat mode.
leaderboards: online leaderboards let your friends know you're better than them.
quests: hundreds of unique quests to complete.
stats: rank up, then compare how you stack up against your friends.
personalization: choose from a dozen unique characters and environments.

source: official site ",0,0,0,0,0,0,0,0,0,0
Mystery Trackers: The Void, ,0,0,0,0,0,0,0,0,0,0
Mojo!,"
 mojo! is a graphically stunning, simple, yet sophisticated 3d puzzle game that tests both your mind and your reflexes. because each move you make slowly drains your ""mojo""(energy), you must carefully weigh each action as you maneuver through increasingly difficult puzzle states. only the most shrewd and skillful players will be able to navigate mojo!'s unique chain of puzzles in order to survive to the legendary 100th stage!  mojo! is an addictive, challenging puzzle game that will appeal to both casual and hardcore gamers. the object of the game is to successfully collect all of the colored cubes in a level in order to get tot he ""mojo"" cubes in the shortest amount of time to solve the puzzle.
mojo! features:

 over 100 single-player levels in three detailed environments, each more challenging than the next.  
obstacles and power-ups such as death blocks, repulsors and attractors help to make each level unique.  
battle mode allows up to four players to square off in a variety of arena-like levels specifically designed for ""mojo combat""  
multiplayer only power-ups such as vampirism, steel ball and shield.  
bonus mini-golf mode for one to four players.  
powerful 3d stage editor allows you to create and play your vary own levels.  
complete custom camera control system allows you always to view the puzzle from your optimal angle.  
xbox exclusive multiplayer cooperative mode allows you and a friend to tackle the toughest stages together.

crave ent. ",0,1,0,1,0,0,0,0,0,4
Cake Mania: Baker's Challenge,"jill returns home from culinary school to find her grandparents' bakery closed down. help jill build her bakery from scratch, serve customized cake to a collection of hilarious and hungry customers, and save the evans' bakery! with 84 classic levels and 2 new exclusive game modes, cake mania®: baker's challenge serves up fun for both aspiring chefs and seasoned bakers! ",0,0,0,0,0,0,0,0,0,0
Heroes of Hellas 2: Olympia, ,0,0,0,0,0,0,0,0,0,0
HotBrain,"
hot brain engages the mind through a series of puzzles and challenges designed to raise the activity and temperature of your brain. hot brain offers fun mental activities that help ignite your mind in areas like logic, memory, math, language and concentration.
the game allows you to test your skills in several single player modes or you can play with up to three people via wireless.

practice mode lets you practice on a regular basis to      stimulate the mind
test mode quizzes you on each of the five categories, score      in each to set your brain on fire!
brain race is a competitive event in which 2-4 players are      presented with a series of timed challenges
think tank is a co-operative multiplayer event in which 2-4      players work together to solve challenges

source - playstation.com ",0,0,0,1,0,0,0,0,0,0
Bookworm, ,0,0,0,0,0,0,0,0,0,0
Jewel Quest 5: The Sleepless Star, ,0,0,0,0,0,0,0,0,0,0
I Heart Geeks,"i heart geeks! is the ultimate puzzle experience, challenging players to create sophisticated and humorous contraptions using dozens of objects and the laws of real-world physics to solve over 100 brain teasers.produced in cooperation with marc ecko entertainment, the game features a tongue-in-cheek story and hip art style where the brainy geek overcomes the brawny (and bullying) jocks, winning the heart of the beautiful cheerleader.a friendly interface and helpful tutorial make it easy for players to jump right in. cheerful animated characters introduce new mechanisms and laws of physics in puzzles of increasing complexity, many that can be solved multiple ways. wireless support allows up to two players to face off against one another in timed puzzle-solving races.
features

fast and fun gameplay challenges players to solve unique puzzles with dozens of devices – rockets, sponges, candles, fans, conveyor belts, liquids, and more – combined with real-world application of the laws of physics -- inertia, friction, gravity, magnetism and others.
stylus-driven gameplay allows players to easily move components, test out possible solutions, and fire up their crazy machines to see the results.
over 100 puzzles of varying difficulty gradually increase the challenge, ensuring appeal to a wide range of abilities, even those with limited knowledge of physics.
multiple ways to solve most puzzles means that there is no single correct answer.
compete head-to-head against friends and family in multiplayer timed skill tests.
hip artwork and backstory developed by urban icon marc ecko and his team; challenging game mechanics based on a cooperative design by german television giant sat1/pro sieben.
 ",0,0,0,4,0,0,0,0,0,1
Napoleon Dynamite: The Game,"
travel through the wacky world of napolean dynamite.
step into the moon boots of napoleon dynamite and relive some flippin        sweet movie moments and 25 mini games!
features
• over 20 mini-games including feed tina, bmx bike jumping and many        others
• play as your favorite characters including napoleon, pedro,        uncle rico and other.
 
 
nintendo ",0,0,0,0,0,0,0,0,0,0
"Soldam: Drop, Connect, Erase","the game has been refreshed with updated graphics and gameplay, but retains its arcade charm with its catchy music and unique style that have been fan favorites for many years.
players rotate and drop the soldam fruits to match colors. keep connecting the same colored soldam to form an entire row and erase. use flanking methods to change the colors of previously dropped soldam to your advantage. strategize your next move and maximize that score.

easy mode: beginners should start here. practice the rules of the game without worrying about time and play at your own pace.
soldam mode: tackle 200 levels to see what you've got. unlock different plumi's and collect them in the plumidex.
challenge mode: take on 50 levels of increasingly difficult puzzles. this is not a race against time but a test of your wits.
showdown mode: challenge your friends in the 2 player online vs mode!

source: publisher ",0,1,0,0,0,0,0,0,0,0
ZooCube,"zoocube tests your reflexes with fast-paced puzzle action. simple to learn, but tough to master, zoocube features a variety of 3d puzzles that you can solve by yourself or cooperatively with a friend. you can even challenge your friend in head-to-head multiplayer mode or try out 11 other different modes. in this intense puzzle experience, you must rotate the puzzles and collect special power-ups and bonuses to keep the action goin ",0,0,0,2,0,0,0,0,0,2
O.M.G. 26 - Our Mini Games,"o.m.g! solve the mysteries of the spooky mansion and discover the treasures within! with a variety of mini-games that will test all of your senses and skills, you and your brave band of friends will overcome many obstacles and try to escape unscathed!  this spook-tackular title is filled with fun and challenging mini-games that revolve around a haunted mansion theme. for a bit of fun and fright, this title is definitely the ticket for excitement! with over 25 mini-games that will have you fend off flying dishes, search for keys, escape from ginormous boulders and more, this title is perfect for on the go fun! omgs key features:


nintendo ds touch screen – utilize the features of the ds to add a new element of fun to the game as you use the stylus to uncover the cools of the haunted mansion and the variety of mini-games within! 
variety of games – with over 25 over-the-top mini-games that test various abilities, ranging from hand eye coordination, math, reflexes, etc, you have a variety of different games to occupy your time for minutes or hours! this is perfect for those busy gamers who cant always make time to play lengthy titles. 
multiple modes – with a story mode and mini-game mode, players can choose to learn about the omg storyline or get into the mini-game mode to replay some of their favorite games, which they have unlocked. with several modes of difficulty, this title will please the casual and hardcore gamer alike, providing hours of enjoyment! 


publisher website ",0,0,0,0,0,0,0,0,0,0
Bust-A-Move,which will burst first: your concentration or the level you're working on? it takes more than just swinging the bubble-turret and taking aim on the falling ceiling; tactical planning and mental dexterity are the only way to string together three or more bubbles and 100 wins to make it through all the bubble and ego-bursting rounds of bust-a-move! ,0,0,1,0,0,0,0,0,0,0
Farm Frenzy 3, ,0,0,0,0,0,0,0,0,0,0
Escape the Emerald Star,"while vacationing on the emerald star cruise liner, you awake to find  the ship abandoned and in disarray. you’re alone and lost at sea. can  you find your way to shore?
you’ll have to track down over 2,200 objects in 25 intriguing scenes.  solve 7 unique mini-game puzzles and piece together fragments of a map  to help you escape. but hurry – the ship is drifting and you need to  escape!
 
popcap games ",0,0,0,1,0,0,0,0,0,0
Shanghai: True Valor, ,0,0,0,0,0,0,0,0,0,0
Jewel Match 2, ,0,0,0,0,0,0,0,0,0,0
Treasure Chase,"the challenging thinking game goes to the next level.  take a trip to exotic places around the world and find extraordinary  treasures of human history. more than 300 demanding puzzles on 16  different maps await you. new gaming pieces such as snakes, switches and  ice stones make treasure chase even trickier. with a freely rotatable  playing area and the option of undoing your moves as often as you want,  you will always have an overview of the current state of play.
features:


360 demanding puzzles on 16 different maps
the built in solution help will assist you in your treasure hunt
dsi picture function
compete with a friend in an exciting multiplayer mode against the clock

http://www.stormcitygames.com/?p=586 ",0,0,0,2,0,0,0,0,0,0
Luxor: The Wrath of Set,"luxor: the wrath of set is a puzzle game, developed and published by mumbojumbo,  which was released in 2006. ",0,0,0,0,0,0,0,0,0,1
Crazy Machines,"
the absent-minded professor makes uncertain the first time the wii!whether falling weights, rolling balls or balloons floating, creative thinking and build funny chain reactions. solve the puzzles wacky professor of itself,together with friends or the first time against each other in funny party mode.
key features

action mode?solve the puzzles on their own
team mode?solve the puzzles with your friends
party mode?against each other plays
sandbox editor?build your own experiments and share them with friends
full support for the wii unique? control
seven entertaining settings (space, desert?)
more than 100 items for insane chain reactions
more than 100 levels of endless fun
new, uniquely funny cartoon look on the wii?

dtp
 ",0,0,0,3,0,0,0,0,0,0
Puppet Show 3: Lost Town, ,0,0,0,0,0,0,0,0,0,0
Line Rider 2: Unbound,"boy grabs sled. boy rides sled. a simple concept yields endless fun and        the latest internet phenomenon is born! in line rider the player draws        their own landscape with a simple pencil tool creating as many ramps,        hills, and jumps as they can imagine. then they send a virtual sledder        careening down the course until he wipes out. the possibilities in line        rider are only limited by the player's imagination. ",0,0,0,0,0,0,0,0,0,0
Bridge Constructor Portal, ,0,0,0,0,0,0,0,0,0,0
Fishdom 2 Deluxe, ,0,0,0,0,0,0,0,0,0,0
The Professor's Brain Trainer: Logic,"
developed in collaboration with dr. makato shichida, professor at the university of newport, the professor’s brain trainer: logic allows you to test your logic, mathematical ability and concentration within a series of fun interactive games.
who says learning isn’t fun!

 
505 games ",0,0,0,0,0,0,0,0,0,0
Lode Runner, ,0,0,0,0,0,0,0,0,0,0
Super Nazo Puyo Tsuu: Ruruu no Tetsuwan Hanjyouki, ,0,0,0,0,0,0,0,0,0,0
Puzzle Challenge: Crosswords and More!,"over 1000 unique word and logic puzzle games arranged in an easy to use format, providing over 200 hours of gameplay.  full of puzzles and brainteasers to entertain and challenge all word puzzle lovers!

over 1000 unique interactive puzzles:


easy crosswords – standard crosswords with easy clues.
challenging crosswords – standard crosswords with challenging clues.
codebreakers – each letter of the alphabet is assigned a number.  figure out which number matches which letter to fill in the crossword puzzle.
cryptic – standard crosswords with cryptic clues.
diamonds – standard crosswords laid out in a diamond shape.
wordsearch – standard themed wordsearch puzzles.
mini wordsearch – themed wordsearch puzzles on a smaller grid.
micro wordsearch – themed wordsearch puzzles on a really small grid.
kriss kross – themed puzzles where you are given the words and you have to fill them into the crossword puzzle.
mini kriss kross – smaller kriss kross puzzles.
number jig – crossword puzzles with numbers instead of words.
backwords – crossword style puzzle where you are given the clues and a grid of letters where the player fills in where the black squares should be.

crave ent. ",0,0,0,5,0,0,0,0,0,3
Geon Cube,"developed specifically for the wii with a plethora of brand new gameplay features and enhancements, geon is a fast paced arcade action game played in an energised geometric grid environment. playing as a ‘geon’ cube, players frantically race against up to three other opponents to collect pellets and deposit them in the opponent's goal to score. at the same time players fight desperately to prevent their opponents from scoring by the tactical use of eight different powerballs including ‘rage’ which lays down a layer of spikes that can block an opponent or trap them, and ‘greed’ which sucks up pellets enabling the scoring of a fast goal. all of the powerballs significantly alters the ebb and flow of each game and allows each player to develop their own unique strategies in their quest to be the first to score five goals and win the game!geon features a variety of single player and multiplayer modes including duel career mode where your aim is to progress to the top of the four geon leagues, or duel and time attack modes which features 16 and 32 unique grids respectively and where mini games can be unlocked along the way. alternatively take on your friends in two or four person split screen multi-player battles to become the undisputed geon master!brand new wii features

16 new ‘duel’ mode grids
improved game rules for enhanced player interaction
for the first time, attack and defend on demand with a single button press
improved single player experience via the new ‘duel’ league mode
improved ‘time attack’ mode – now a game of pure speed with no obstacles or opponent
improved tutorial to smooth the player’s learning curve
32 player avatars for player profiles
wii remote functionality with players able to perform ‘jumpbash’ attack moves by flicking the controller like a drum stick
up to 4 person multiplayer split-screen
 ",0,0,0,0,0,0,0,0,0,0
Mind over Matter, ,0,0,0,0,0,0,0,0,0,0
Puyo Puyo! 15th Anniversary, ,0,0,0,0,0,0,0,0,0,0
Bejeweled 2 Deluxe, ,0,0,0,0,0,0,0,0,0,0
Tricky Towers, ,0,0,0,0,0,0,0,0,0,0
Tumblestone,"tumblestone is the  first original action-puzzle game of the past fifteen years. race your  friends in multiplayer or challenge yourself in story mode. solve  progressively more difficult and creative puzzles, help a sausage make  friends, and find out what happened to the tumblecrown.
features: 


competitive multiplayer: tumblestone's intense  puzzle-solving action will turn playing ""just a few more rounds"" with  friends into a late-night tumblestone marathon.
local multiplayer: up to four players on a single computer or console.
online multiplayer: play online against your friends or make new ones using tumblestone's ranked matchmaking system.
bots: have an open slot? play against the computer. but can anyone withstand the punishing nightmare bot?
story mode: the 40+ hour story campaign will  test your puzzle-solving prowess. featuring 10+ gameplay modifiers,  challenge puzzles, and boss battles.
arcade modes: kick back and relax with the  casual marathon mode, scratch an intellectual itch with the infinipuzzle  mode, or get your blood pumping with the fast-paced heartbeat mode.
leaderboards: online leaderboards let your friends know you're better than them.
quests: hundreds of unique quests to complete.
stats: rank up, then compare how you stack up against your friends.
personalization: choose from a dozen unique characters and environments.

source: official site
 ",0,0,0,0,0,0,0,0,0,0
Jewel Master: Cradle Of Rome 2,"puzzle adventure title cradle of rome 2 follows in the footsteps of  its best-selling predecessor by offering addictive gameplay for a casual  audience, perfect for ds owners of all ages and lifestyles. swap tiles  to match three or more identical tiles to build beautiful houses and  magnificent palaces as you develop your small settlement into a  flourishing empire.
features
 

reach the highest level of prosperity and enjoy the beauty of your state


build houses and palaces to raise rome from a small settlement to an immense state


become the legendary emperor of rome

http://www.risingstargames.com/ ",0,0,0,0,2,0,0,0,0,1
Nervous Brickdown,"simple yet deep gaming. 135 levels that can be picked up and played instantly. nervous brickdown breaks the mold of breakout games with its rich variety of game play.
it begins with a paddle, ball, and bricks, and then turns into jungles, haunted houses, golf courses, and more. paddles become submarines, rockets ships, and ghosts. bricks become ink spots, monkeys, and boss monsters. features hidden levels, power-ups, and a two-player game.

features:

fun gaming for everyone:  great for casual games and retro gamers of all ages.


simple, hot, and deep:  simple paddle, ball, and brick game play across 10 unique modes and 135 inventive levels


creative and crazy: features a playful variety of levels: jungles, classic platform games, space shooter levels. paddles and bricks transform -- men falling into the ocean, or wads of paper and ink spots -- with each new level concept.


eidos interactive ",0,0,0,0,0,0,0,0,0,0
Rat Attack!,"rat attack! nuke 'em! the mutant rat invasion is on! and the little rodents have a freakish plot: create bazillions of bizarre and deadly rats bent on trashing everything they can sink their teeth into! you gotta stop 'em! become one of the scratch cats, an elite squad of eight cat commandos dedicated to protecting the world from its biggest threat yet! over 50 action-packed levels, 15 specifically designed for multi-player. six scratch cat characters to choose from, plus two hidden ""super"" cats!  ",0,0,0,0,0,0,0,0,0,0
Puzzle City,"under the watchful eye of mz. towers, assemble buildings from        color-coded construction blocks before the conveyor belt backs up in        this unique combination of block-dropping puzzle inlay action and        city-building simulations. revitalize 48 different cityscapes as you        build homes, factories, shopping malls, schools, fire stations, and        more! use power-ups to bulldoze unneeded buildings, freeze, reverse,        break up or detonate construction pieces, and spray paint new colors!
features 

a unique combination of arcade puzzle action and city-building        simulations!
special buildings like casinos and space needles to        construct on each level!
earn bonuses and create special buildings        across multiple stages including snow-covered mountains, deserts,        swamps, and even a lunar colony! features story mode and untimed mode        for play at your own pace. 
 ",1,0,0,0,0,0,0,0,0,2
Mystery Tales 2: The Spirit Mask,"the player is the witch mélanie cygnes from the first game. this  time she finds a strange japanese mask in venice which contains a  mysterious spirit.
mélanie investigates the mask and finds out all kind of  contradicting information about it. what's in the mask? a demon? an  angel? something else? the only way to solve the mystery                  is to start following the history of the mask thru time .  she visits tibet, china, malaysia and japan, has plenty of adventures  and meet a lot of people. can you help mélanie                  solving the mystery behind the mask? 
features:

gripping story revolving around the mysterious spirit mask
30 huge levels around the world and time. venice  carnival, tibetian buddhish monastery, japanese zen garden,  transylvanian hunting castle, etc.
interactive levels: break pots, raise heavy objects, use various items on the levels
8 minigames and 8 magic spells

-http://www.easyinteractive.nl/products/mysterytales2- ",0,0,0,0,0,0,0,0,0,0
Spanish for Everyone!,"                spanish for everyone takes you on a journey to mexico where helpful characters take it upon themselves to help you learn spanish and have some fun along the way! whether you're a novice or spanish speaking expert, spanish for everyone is perfect for you! features:  3 modes of gameplay have fun while learning to read, hear and speak spanish complete your english-spanish dictionary by finding the 6000+ wordsentertaining mini-games!refreshing use of the nintendo ds features! ",0,0,0,0,0,0,0,0,0,0
Super Fruit Fall,"it's a brain game
super fruitfall, a true puzzle game, ideally suited to the nintendo wii™ gaming philosophy, simple in concept but with enormous depth as the challenge increases. super fruitfall is very easy to grasp with simple controls but will keep players coming back for more, eager to improve their performance.
the objective is to make the fruit disappear by moving them around the grid until they are grouped together - fruit must be either above or to the left or right of another fruit, diagonalsdo not count. the fruit can be moved by rotating the play area and allowing the fruit to fall thereby creating groups of three or more of the same fruit, which will then be removed, a bonus is awarded if more than one group disappears on one turn.
http://www.system3.com/index.jsp?i=84&s=1111 ",0,0,0,0,0,0,0,0,0,1
Jelly Belly: Ballistic Beans,"a fast-paced arcade style game of skill, jelly belly: ballistic beans offers simple but highly addictive game play to provide an experience that will appeal to casual players as well as seasoned veteran.the main objective is to get the required quota of jelly belly beans into the matching cups while scoring points, using power-ups and earning bonuses along the way. this is achieved by using the bean launcher to propel the beans into the playfield and is complemented by all the sights, and sounds associated with the exciting arcade setting.

eight different and exciting themes available including halloween, space and sport with over 150 unique table layouts providing various objectives with opportunities for highscores and medal rewards.


use the recipe maker to create special mixes of bean flavours.


extensive single and multiplayer options plus various unlockable game modes and features to encourage replaying and reward experienced player


collect various power-ups to give you special abilities and empower the beans with spectacular results.

-zoo digital publishing ",0,0,0,0,0,0,0,0,0,0
The Inner World: The Last Wind Monk,"the flute nose dynasty has been watching over asposia for centuries on  end.in secret, they fill the roly-poly world with light and life. emil,  a trader for odds and ends, has led all the asposians astray, making  them believe that the  		dynasty is in cahoots with dark forces. seriously, who knows what this  weird family is doing day-in, day-out? the only one who could stop evil  emil is the heir to the flute nose throne: robert. he has been  petrified for three years, though.  		with a huge dose of enthusiasm, but little to no idea what he's  actually doing, he embarks on an adventure to find the legendary last  wind monk. of course, he has some great company: peck, as loyal as he is  flightless, and laura, a rebel who certainly does fly, but only off the  handle and who is robert's love with a capital l, by the way. a final  ray of hope is provided by the mysterious mama dola, who seems to know  more about robert's destiny than robert himself...
features

experience the fun and moving sequel to “the inner world”  (you don’t need to know the first part!). save the flute noses from  persecution and evil emil!
hours of fun brainteasers await you:  find the last wind monk, cause trouble in a tumble mouse factory, play  with uncle oboe for some toilet paper in prison, help a desperate  bingo-pony become happy once again, bring the adorable baby gorf back  home and save asposia! again!
navigate robert and laura, those charming asposians, through the game. and now you can even operate the nutty pigeon, peck.
there  are new sites for you to discover! including the topsy-turvy airport  “asposia central”, the quirky tumble mouse farmers and the mysterious  shovel mountains.
practice new songs on your magic flute nose and activate ancient artefacts.
beautiful hand-drawn adventure for people quick on the draw.
hilarious dialogues in awesome sound quality.
the asposian puzzle help: provides you with hints when you’re as clueless as robert – completely spoiler-free of course.
available for most any operating system or console – except the gameboy!

source: https://www.studio-fizbin.com/ ",0,0,0,0,0,0,0,0,0,1
The Cube,"have you got what it takes to beat the cube?
if you’re a fan of the tv show, you know that the aim of the game is  to win seven consecutive challenges chosen by the cube in order to walk  away with the maximum prize of £250,000.
it’s the same on your wii console, although there are a couple of  extra challenges and new ways to play. you can even challenge friends  and family to see if anyone has what it takes  and because you’re  playing for fun not real cash, you can play as many times as you like.
use your wii remote for a fun, challenging and realistic experience of the cube.
the cube features:
includes both the voice and the body featured in the hit tv show
cut scene demonstrations for each challenge
features 33 challenges
extreme mode which features 5 difficult versions of the game’s best challenges
profiles letting multiple players track wins and losses
stats for each game showing average wins and lives used
multiplayer challenge and head to head modes
source: funboxmedia.co.uk ",0,0,0,0,0,0,0,0,0,0
Puzzle Star Sweep,"
4 game modes of play for 1-2 players!
story mode offers key background information!
players who collect the necessary star pieces may unlock special mode!
easy to learn, but tough to master!

agetec ",0,0,0,0,0,0,0,0,0,0
4 Elements, ,0,0,0,0,0,0,0,0,0,0
Lumo,"witness the rebirth of a genre in lumo! a modern take on the long-lost isometric platform genre, lumo can be enjoyed by anyone looking for an absorbing, challenging and rewarding adventure. but for those who lived through the golden age of videogames – the 80s and early 90s – or know about the games and culture from that time, layer upon layer of nods, winks and touches to those times help build upon an experience that’s as heart-warming as it is exciting!
lumo key features

the revival of the isometric adventure genre with a modern twist!
over 400 rooms to test your skill, plus six hidden mini-games
enjoyable on all levels – a great adventure on the surface, layers of secrets hidden underneath
a true love letter to the golden age of gaming that’ll warm your heart!

source: publisher ",0,0,0,0,0,0,0,0,0,0
Atlantic Quest, ,0,0,0,0,0,0,0,0,0,0
Aqua Panic!, ,0,0,0,0,0,0,0,0,0,0
Puzzle Chronicles,"deathbringer is an an action rpg with puzzle elements from the makers of the hit game puzzle quest. set in a relatively uncivilized portion of the warlords world of etheria, the game is full of entertaining characters: sinister wizards, huge mythic beasts, evil overlords and mysterious, unexplored forests and mountains. ",0,0,0,0,0,0,0,0,0,2
Puzzle Quest: Challenge of the Warlords,"puzzle quest: warlords challenges you to create, develop and customize a hero to save the land of etheria from the evil lord bane. to accomplish this, you'll have to prove your worth in a series of turn-based puzzle games.   ",0,0,0,0,0,0,0,0,0,2
Puzzle Guzzle,"puzzle guzzle is an action puzzle game that reinvigorates the genre. in vein of classics like tetris except faster paced and evolved for the psp, the goal is to complete shapes using blocks that drop down. puzzle guzzle features three puzzle modes, each with multiple impossible-to-put-down gameplay styles and mini games. in addition to hot puzzle intensity, the game pushes the player to progress and face off against opponents by offering loads of unlockable content!
agetec ",1,0,0,0,0,0,0,0,1,5
Lumo,"witness the rebirth of a genre in lumo! a modern take on the long-lost isometric platform genre, lumo can be enjoyed by anyone looking for an absorbing, challenging and rewarding adventure. but for those who lived through the golden age of videogames – the 80s and early 90s – or know about the games and culture from that time, layer upon layer of nods, winks and touches to those times help build upon an experience that’s as heart-warming as it is exciting!
lumo key features

the revival of the isometric adventure genre with a modern twist!
over 400 rooms to test your skill, plus six hidden mini-games
enjoyable on all levels – a great adventure on the surface, layers of secrets hidden underneath
a true love letter to the golden age of gaming that’ll warm your heart!

source: publisher ",0,0,0,0,0,0,0,0,0,0
Tiny Toon Adventures: Wacky Stackers,"tiny toon adventures: wacky stackers is an action game, developed by warthog and published by conspiracy entertainment,  which was released in 2001. ",0,0,0,0,0,0,0,0,0,0
Rock Blast,"a volcano has erupted causing massive amounts of hot lava to destroy your town. with the aid of your dinosaur companions, shoot and destroy the rocks to save the village. 

think and react fast in this frantic puzzle game fit for everyone. point, aim and drop the perfect shot to destroy the rising lava rocks. match 3 or more of the same colored rocks to stop the overflow of lava and call upon your dinosaur friends when the going gets tough! ",0,1,0,0,0,0,0,0,0,1
Titanic Mystery,"

 
the maiden voyage of titanic ii is set to mark the 100th anniversary of hte original ship. a mysterious adversary has hidden a bomb aboard the new ocean liner. you are the one passenger that can find the bomb and save everyone onboard. learn little-known secrets of the original titanic, and solve a century old mystery from that ill-fated voyage! features 

meet different members of the crew
investigate clues
search for hundreds of objects
30 intricate levels
30 challenging mini games

http://usa.og-international.net/games-details.asp?gameid=90
 

 ",0,0,0,0,0,0,0,0,0,0
Ultimate Puzzle Games,"ultimate puzzle games is a puzzle game, developed and published by telegames, inc.,  which was released in 2005. ",0,0,0,0,0,0,0,0,0,2
Bomberman 2, ,0,0,0,0,0,0,0,0,0,0
BoxBoy! Hakobume Box, ,0,0,0,0,0,0,0,0,0,0
Mechanic Master 2,"the ""build it, trap it, snap it, solve it, improve it, remove it"" game is back!
welcome   to the alien world of mechanic master™ 2, a peaceful planet where  happy green  aliens live, until an army of purple aliens invade their  planet.  the green aliens need your help to save them  from destruction!
classic mode  contains 55 levels broken into 5 chapters.   difficulty  increases as you progress through the game. the less time and  objects  you use the higher your score will be.
drawing mode  has the same number of levels and chapters as classic mode, but the difficulty increases by a  slightly slower pace than in classic mode.
in editor mode  you are allowed to save up to 100 maps, which include any maps you have  downloaded from friends!
features:

over 100  new levels.
dozens of  new objects to use.
disassemble  objects and combine their parts to create new objects in order to solve the  puzzles!
build your  own levels and share them with friends via wireless connection!
3 game  modes: classic, drawing, and editor mode.

http://www.redwagongames.com/mechanic-master-2/ ",0,0,0,0,0,0,0,0,0,0
Bejeweled Blitz, ,0,0,0,0,0,0,0,0,0,0
NEVES,"
a puzzling experience for a relaxing life
focusing on the smart gameplay of the mature puzzle audience, each        puzzle in neves features seven blocks that must be aligned to match a        corresponding silhouette. shapes can range from simple items like a key        or a chair to more complicated objects such as an airplane. with the        controls of the nintendo ds it's easy to position the pieces; solving        the puzzle can be anything but.
nintendo ",1,0,0,0,0,0,0,0,0,3
Touch My Katamari,"in touch my katamari, the ever-growing ball of bits and bobs is  controlled by touching the screen to roll it in any direction.  a  completely new katamari gameplay feature allows players to use the rear  touch pad of the playstation®vita to stretch the ball either horizontally or vertically to pick up more objects at once or squeeze through a narrow gap.
players will once again step into the shoes of the tireless prince,  tasked by the king of all cosmos with rolling up ever more enormous  balls of weird and wonderful junk. as the prince travels through the  varied levels of gentle lunacy, he will find himself amassing all manner  of items large and small, inanimate and very much alive, from humble  little ants to the volcanic grandeur of mount fuji.
us.playstation.com ",0,0,0,0,0,0,0,0,0,0
